"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Public District,Site Admin Salutation,Site Admin First Name,Site Admin Last Name,Site Admin Title,School Type,School Accomodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Elementary Ungraded Enrollment,Secondary Ungraded Enrollment,Total Enrollment,Offers Diploma,Number of Graduates 2010,Number of Full-time Teachers,Number of Part-Time Teachers,Number of Administrative Staff,Number of Other Staff,Tax Exempt  501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious DenomiNot affiliated with any denomiNot affiliated with any denominationtiontion,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Street,Director/Principal Officer City,Director/Principal Officer State,Director/Principal Officer Zip,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Street,Custodian of Records City,Custodian of Records State,Custodian of Records Zip,Custodian of Records Email
90538,El Dorado,09618387086846,"Guiding Hands School, Inc.",4900 Windplay Drive,El Dorado Hills,CA,95762,,,,,916-939-0553,ckeller@ghandsschool.com,Buckeye Union Elementary,Ms.,Cindy,Keller,Executive Director,Coeducational,Day Only,K,12,3,4,13,12,11,10,7,12,7,4,1,0,0,28,0,112,No,0,17,0,5,33,No,No,No,No,Non-religious,,Ms.,Starranne,Meyers,Principal,4900 Windyplay Drive,El Dorado Hills,CA,95762,ckeller@ghandsschool.com,Ms.,Cindy,Keller,4900 Windplay Drive,El Dorado Hills,CA,95762,ckeller@ghandsschool.com
95743,El Dorado,09619296942023,Highway Bible Christian Academy,6420 Mother Lode Drive,Placerville,CA,95667,,,,,530-622-2540,,Mother Lode Union Elementary,Rev.,Phil,Flaming,Other,Coeducational,Day Only,K,12,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,7,Yes,0,4,5,2,0,Yes,Yes,Yes,Yes,Religious,Not affiliated with any denomination,Dr.,Mark,Cowles,Principal,6420 Mother Lode Drive,Placerville,CA,95667,,Dr.,Mark,Cowles,6420 Mother Lode Drive,Placerville,CA,95667,
100335,El Dorado,09618386204622,Holy Trinity School,3115 Tierra de Dios Drive,El Dorado Hills,CA,95762,,,,,530-677-3591,hts@holytrinityparish.org,Buckeye Union Elementary,Mrs.,Trisha,Uhrhammer,Principal,Coeducational,Day Only,K,8,30,37,34,32,33,26,35,35,27,0,0,0,0,0,0,289,No,0,10,6,1,11,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Trisha,Uhrhammer,Principal,3115 Tierra de Dios Drive,El Dorado Hills,CA,95762,,Mrs.,Trisha,Uhrhammer,3115 Tierra de Dios Drive,El Dorado Hills,CA,95762,
98486,El Dorado,09618386135776,Marble Valley School,5001 Windplay Drive,El Dorado Hills,CA,95762,PO Box 4885,El Dorado Hills,CA,95762,916-933-5122,info@marblevalleyschool.org,Buckeye Union Elementary,Ms.,Gwendolyn,Andrus,,Coeducational,Day Only,K,8,11,11,12,8,15,15,20,15,23,0,0,0,0,0,0,130,No,0,9,6,1,1,Yes,No,No,Yes,Non-religious,,,Daenen,Merrill,,7440 Miami Lakes Drive,Miami Lakes,Fl,33014,info@marblevalleyschool.org,,Dagny,Merrill,5001 Windplay Drive,El Dorado Hills,CA,95762,info@marblevalleyschool.org
87111,El Dorado,09618386904163,Providence Christian School,3800 North Shingle Road,Shingle Springs,CA,95682,,,,,530-672-6657,providence.christian@yahoo.com,Buckeye Union Elementary,Mrs.,Gail,Gilbertson,Administrator,Coeducational,Day Only,K,8,23,21,21,9,16,13,9,8,3,0,0,0,0,0,0,123,No,0,9,4,1,14,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Gail,Gilbertson,Principal,3800 North Shingle Road,"Shingle Springs,",CA,95682,,Mrs.,Clydene,Rogers,3800 North Shingle Road,Shingle Springs,CA,95682,providence.christian@yahoo.com
90052,El Dorado,09619037087786,Saint Theresa,1081 Lyons Avenue,South Lake Tahoe,CA,96150,,,,,530-544-8944,info@stslaketaheo.org,Lake Tahoe Unified,Mrs.,Danette,Winslow,Principal,Coeducational,Day Only,K,8,11,14,8,9,6,9,15,8,10,0,0,0,0,0,0,90,No,0,4,3,1,3,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Danette,Winslow,Principal,1081 Lyons Avenue,South Lake Tahoe,CA,96150,dwinslow@diocese-sacramento.org,Mrs.,Danette,Winslow,1081 Lyons Avenue,South Lake Tahoe,CA,96150,dwinslow@diocese-sacramento.org
98187,El Dorado,09619297072374,Sierra Ranch School,4300 Forni Road,Placerville,CA,95667,PO Box 1987,Diamond Springs,CA,95619,530-626-3106,barry57@directcon.net,Mother Lode Union Elementary,Mr.,Barry,Harwell,Executive Director,Coeducational,Both,K,12,0,1,0,2,2,3,2,7,4,4,4,1,0,0,0,30,No,0,3,2,1,11,Yes,No,No,Yes,Non-religious,,Ms.,Leah,Bielejeski,President,4613 Belcrest Way,Sacramento,CA,95821,lbielejeski@panattoni.com,Ms.,Becky,Patsey,4300 Forni Road,Placerville,CA,95667,
97048,El Dorado,09619036140867,Sierra Tahoe Christian School,2809 Hank Monk Avenue,South Lake Tahoe,CA,96150,,,,,530-544-3552,rande79@yahoo.com,Lake Tahoe Unified,Mrs.,Denise,Llewellyn,Administrator,Coeducational,Day Only,3,12,0,0,0,2,0,1,1,0,2,0,0,0,1,0,0,7,Yes,1,1,0,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Denise,Llewellyn,Director,2809 Hank Monk Avenue,South Lake Tahoe,CA,96150,rande79@yahoo.com,Mrs.,Denise,Llewellyn,2809 Hank Monk Avenue,South Lake Tahoe,CA,96150,rande79@yahoo.com
90152,El Dorado,09618537087794,Summitview Academy,5036 Sunrey Road,Placerville,CA,95667,768 Pleasant Valley Road,Diamond Springs,CA,95619,530-644-2412,info@summitviewtreatment.org,El Dorado Union High,Ms.,Carla,Wills,Executive Director,Girls Only,Both,K,12,0,0,0,0,0,0,0,1,3,5,4,6,5,0,0,24,No,3,2,0,1,5,Yes,No,No,Yes,Non-religious,,Ms.,Carla,Wills,Executive Director,"768 Pleasant Valley Road, Suite 304",Diamond Springs,CA,95619,cwills@summitviewtreatment.org,Ms.,Carla,Wills,"768 Pleasant Valley Road, Suite 304",Diamond Springs,CA,95619,cwills@summitviewtreatment.org
88968,El Dorado,09619036140123,Sunshine Mountain School,1762 Crystal Air Drive,South Lake Tahoe,CA,96150,PO Box 7454,South Lake Tahoe,CA,96158,530-577-4829,,Lake Tahoe Unified,Mr.,Chris,Brackett,Principal,Coeducational,Day Only,1,12,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,6,Yes,0,1,0,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Chris,Brackett,Principal,1762 Crystal Air Drive,South Lake Tahoe,CA,96150,,Mr.,Chris,Brackett,1762 Crystal Air Drive,South Lake Tahoe,CA,96150,
93943,El Dorado,09737836203723,Two Hearts Academy,6045 Shoo Fly Road,Kelsey,CA,95667,,,,,408-655-6405,,Black Oak Mine Unified,Mr.,Mark,Spaugh,Administrator,Coeducational,Day Only,1,12,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,6,Yes,0,1,0,1,0,No,No,No,No,,,Mrs.,Rita,Spaugh,Principal,6045 Shoo Fly Road,Kelsey,CA,95667,,Mrs.,Rita,Spaugh,6045 Shoo Fly Road,Kelsey,CA,95667,
96777,El Dorado,09618466131320,Wisdom Tree Independent Study,3546 Camino Hills Drive,Camino,CA,95709,,,,,530-391-5765,marybrodie@wisdomtreefellowship.com,Camino Union Elementary,Mrs., Mary,Brodie,Director,Coeducational,Day Only,3,9,0,0,0,1,1,3,0,3,0,2,0,0,0,0,0,10,No,0,1,1,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Mary,Brodie,Director,3546 Camino Hills Drive,Camino,CA,95709,msbrodie@comcast.net,Mrs.,Mary,Brodie,3546 Camino Hills Drive,Camino,CA,95709,msbrodie@comcast.net
94468,Fresno,10752756200075,Ambassador Academy,32434 Lockwood Lane,Prather,CA,93651,PO Box 98,Prather,CA,93651-0098,559-977-9103,tyre@netptc.net,Sierra Unified,Mr.,Greg,Crossley,Principal,Coeducational,Day Only,1,12,0,1,3,3,0,1,2,0,0,0,2,2,1,0,0,15,Yes,1,6,0,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Greg,Crossley,Principal,32434 Lockwood Lane,Prather,CA,93651,tyre@netptc.net,Mrs.,Laura,Scritchfield,32434 Lockwood Lane,Prather,CA,93651,tyre@netptc.net
96001,Fresno,10621176135818,Armenian Community School,108 North Villa,Clovis,CA,93612,,,,,559-323-1955,swairdian@yahoo.com,Clovis Unified,Mrs.,Sossy,Wairdian,Administrator,Coeducational,Day Only,K,6,17,12,14,15,7,7,6,0,0,0,0,0,0,0,0,78,No,0,10,6,2,1,Yes,No,No,Yes,Non-religious,,Mrs.,Sophia,Mekhitarian,Principal,108 North Villa,Clovis,CA,93612,,Mrs.,Sossy,Wairdian,108 North Villa,Clovis,CA,93612,swairdian@yahoo.com
92308,Fresno,10621176140404,Armstrong Academy,2171 Birch Avenue,Clovis,CA,93611,,,,,559-324-9188,,Clovis Unified,Mr.,Bruce,O'Brien,Executive Director,Coeducational,Day Only,1,8,0,0,0,8,0,10,0,0,13,0,0,0,0,0,0,31,No,0,1,0,0,0,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Sarah,O'Brien,Director,2171 Birch Avenue,Clovis,CA,93611,kiwiyanks6@att.net,Mrs.,Sarah,O'Brien,2171 Birch Avenue,Clovis,CA,93611,
91953,Fresno,10752756133466,Auberry Seventh-day Adventist School,34125 Powerhouse Road,Auberry,CA,93602,,,,,559-855-8880,usmcslp@hotmail.com,Sierra Unified,Mr.,Carl,D'Souza,Principal,Coeducational,Day Only,1,8,0,2,0,3,1,3,0,0,0,0,0,0,0,0,0,9,No,0,1,3,1,3,Yes,No,No,Yes,Religious,Seventh-day Adventists,Mr.,Carl,D'Souza,Principal,30784 Blueberry Lane,Auberry,CA,93602,USMCSLP@Hotmail.com,Mr.,Carl,D'Souza,30784 Blueberry Lane,Auberry,CA,93602,USMCSLP@Hotmail.com
89241,Fresno,10621667092455,Calvary Chapel Christian,3425 East Shields Avenue,Fresno,CA,93726,,,,,559-222-6561,fresno@calvarychapel.com,Fresno Unified,Mr.,Harry,Fletcher,Principal,Coeducational,Day Only,1,12,0,0,1,0,2,0,1,1,3,0,2,1,0,0,0,11,Yes,4,7,0,1,0,Yes,No,No,Yes,Religious,Calvary Chapel,Mr.,Harry,Fletcher,Principal,3425 East Shields Avenue,Fresno,CA,93726,hcfletch2@comcast.net,Mr.,Harry,Fletcher,3425 East Shields Avenue,Fresno,CA,93726,hcfletch2@comcast.net
95520,Fresno,10621667093214,Campus Christian Academy,5223 East Grant,Fresno,CA,93727,PO Box 7681,Fresno,CA,93747,559-313-0171,campuschristian@netptc.net,Fresno Unified,Mr.,Matthew,Davis,Principal,Coeducational,Day Only,K,12,1,3,2,3,8,4,4,4,9,8,6,5,5,0,0,62,Yes,4,0,27,4,0,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Matthew,Davis,Principal,PO Box 7681,Fresno,CA,93747,mattdavis@netptc.net,Mr.,James,Holly,5223 East Grant,Fresno,CA,93727,
89322,Fresno,10621666973937,Carden School of Fresno,6901 North Maple Avenue,Fresno,CA,93710,,,,,559-323-0126,cardenoffice@yahoo.com,Fresno Unified,Mrs.,Rose,Rohlfing,Principal,Coeducational,Day Only,K,8,18,10,20,14,19,9,11,9,7,0,0,0,0,0,0,117,No,0,13,2,2,4,Yes,No,No,Yes,Non-religious,,Mrs.,Carol,Joyner,Principal,6901 North Maple Avenue,Fresno,CA,93710,rdarilek1@aol.com,Mrs.,Rose,Rohlfing,6901 North Maple Avenue,Fresno,CA,93710,rdarilek1@aol.com
93364,Fresno,10621176140511,Central Baptist Academy,298 Bullard Avenue,Clovis,CA,93612,,,,,559-299-8917,,Clovis Unified,Dr.,James,Woodley,Administrator,Coeducational,Day Only,K,6,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7,No,0,2,0,1,0,No,Yes,No,Yes,Religious,Baptist,Dr.,James,Woodley,Administrator,298 Bullard Avenue,Clovis,CA,93612,cbc1family@sbcglobal.net,Mrs.,Janet,Ciolkosz,298 Bullard Avenue,Clovis,CA,93612,cbc1family@sbcglobal.net
95656,Fresno,10739997080799,Central Valley Christian Molokan School,16201 West Olive Avenue,Kerman,CA,93630,PO Box 663,Kerman,CA,93630,559-846-6042,,Kerman Unified,Mrs.,Sasanna,Buchnoff,Other,Coeducational,Day Only,K,4,4,1,2,1,5,0,0,0,0,0,0,0,0,0,0,13,No,0,3,1,0,1,Yes,No,No,Yes,Religious,Church of Christ,Mr.,Steven,Shubin,Administrator,1750 North Humboldt Avenue,Kerman,CA,93630,steven.shubin@fresno.gov,Mrs.,Sasanna,Buchnoff,16201 West Olive Ave,Kerman,CA,93630,
94906,Fresno,10751276205710,Christian Life Academy,636 Juanita Street,Mendota,CA,93640,PO Box 592,Mendota,CA,93640,559-655-3429,ladyem@att.net,Mendota Unified,Mrs.,Emma,Plascencia,Administrator,Coeducational,Day Only,2,8,0,0,0,0,1,3,1,2,1,0,0,0,0,0,0,8,No,0,1,1,1,1,Yes,No,No,Yes,Religious,Apostolic,Mrs.,Emma,Plascencia,Administrator,PO Box 399,Mendota,CA,93640,ladyem@att.net,Mrs.,Emma,Plascencia,636 Juantia Street,Mendota,CA,93640,ladyem@att.net
89851,Fresno,10621176933683,Clovis Christian,3105 North Locan Avenue,Clovis,CA,93619,,,,,559-291-6302,stephgaskin@hotmail.com,Clovis Unified,Mrs.,Stephanie,Johnson,Director,Coeducational,Day Only,K,K,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,No,0,1,0,1,0,No,No,No,No,Religious,Baptist,Mrs.,Stephanie,Johnson,Director,3105 North Locan Avenue,Clovis,CA,93619,stephgaskin@hotmail.com,Mrs.,Stephanie,Johnson,3105 North Locan Avenue,Clovis,CA,93619,stephgaskin@hotmail.com
94878,Fresno,10621176139588,Clovis Christian School at the Rock,5690 East Shields Avenue,Fresno,CA,93727,,,,,559-292-7625,ccs.mrscollins@hotmail.com,Clovis Unified,Mrs.,Jacquelyn,Collins,Administrator,Coeducational,Day Only,1,12,0,5,9,2,9,3,9,0,2,5,3,5,8,0,0,60,Yes,4,3,1,1,2,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Jacquelyn,Collins,Administrator,5690 East Shields Avenue,Fresno,CA,93727,ccs.mrscollins@hotmail.com,Mrs.,Darlene,Jones,5690 East Shields Avenue,Fresno,CA,93727,darlenecjones20@aol.com
89630,Fresno,10621177077902,Cornerstone Christian,6917 East Clinton Avenue,Fresno,CA,93727,,,,,559-291-7111,lesliekmac@sbcglobal.net,Clovis Unified,Mr.,James,McMullen,Principal,Coeducational,Day Only,1,12,0,1,1,1,3,0,2,1,0,0,1,0,0,0,0,10,No,0,5,1,1,1,No,No,No,No,Religious,Evangelical,Mr.,James,McMullen,Principal,6917 East Clinton Avenue,Fresno,CA,93727,lesliekmac@sbcglobal.net,Mrs.,Leslie,McMullen,6917 East Clinton Avenue,Fresno,CA,93727,lesliekmac@sbcglobal.net
92728,Fresno,10621666140479,Denise's Homeschool Academy,177 South Mc Kelvey Avenue,Fresno,CA,93727,,,,,559-709-9713,denisewbrown@yahoo.com,Fresno Unified,Ms.,Denise,Brown,Director,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,13,Yes,0,1,0,0,0,No,No,No,No,Religious,Not affiliated with any denomination,Ms.,Denise,Brown,Director,177 South Mc Kelvey Avenue,Fresno,CA,93727,denisewbrown@yahoo.com,Ms.,Denise,Brown,177 South Mc Kelvey,Fresno,CA,93727,denisewbrown @yahoo.com
90496,Fresno,10621666998215,Fairmont Private School of Fresno,435 West Fairmont Avenue,Fresno,CA,93705,,,,,559-226-2347,ktowle@fairmontprivateschool.com,Fresno Unified,Mrs.,Kathleen,Towle,Director,Coeducational,Day Only,K,K,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,No,0,1,0,1,0,No,No,No,No,Non-religious,,Mrs.,Kathleen,Towle,Director,435 West Fairmont Avenue,Fresno,CA,93705,ktowle@fairmontprivateschool.com,Mrs.,Kathleen,Towle,435 West Fairmont Avenue,Fresno,CA,93705,ktowle@fairmontprivateschool.com
98945,Fresno,10621666201669,Faith Baptist Academy,208 East Shields Avenue,Fresno,CA,93704,,,,,559-226-7784,academy@faithbaptistfresno.org,Fresno Unified,Mr.,Chuck,Miller,Administrator,Coeducational,Day Only,K,12,2,2,4,1,4,2,6,5,2,4,5,2,3,0,0,42,No,3,4,0,0,0,Yes,No,No,Yes,Religious,Baptist,Mrs.,Lisa,Miller,Principal,5813 East Saginaw Way,Fresno,CA,93727,,Mrs.,Lisa,Miller,5813 East Saginaw Way,Fresno,CA,93727,
90218,Fresno,10621257090285,Faith Christian Academy,450 West Elm Avenue,Coalinga,CA,93210,,,,,559-935-9209,taradavis@fcacoalinga.com,Coalinga-Huron Joint Unified,Mrs.,Tara,Davis,Principal,Coeducational,Day Only,K,12,7,8,6,5,6,6,9,5,7,5,15,9,9,17,0,114,Yes,6,6,1,1,6,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Sandra,Chagoya,Other,450 West Elm Avenue,Coalinga,CA,93210,taradavis@fcacoalinga.com,Mrs.,Rashael,Skaggs,450 West Elm Avenue,Coalinga,CA,93210,rashaelskaggs@fcacoalinga.com
97104,Fresno,10621666917736,First Church Christian Academy,3920 North First Street,Fresno,CA,93726,,,,,559-227-3222,mrs_schutz@yahoo.com,Fresno Unified,Mrs.,Pat,Unruh,Administrator,Coeducational,Day Only,K,8,16,10,18,15,15,13,10,12,7,0,0,0,0,0,0,116,No,0,13,2,1,6,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Pat,Unruh,Principal,3920 North First Street,Fresno,CA,93726,pat.a.unruh@gmail.com,Mrs.,Tiffany,Schutz,3920 North First Street,Fresno,CA,93726,mrs_schutz@yahoo.com
94390,Fresno,10621666933691,Fresno Adventist Academy,5397 East Olive Avenue,Fresno,CA,93727-2598,,,,,559-251-5548,dkittle@faa.org,Fresno Unified,Rev.,Daniel,Kittle,Principal,Coeducational,Day Only,K,12,15,18,15,19,10,14,15,13,9,19,17,14,15,0,0,193,No,17,13,5,2,9,Yes,No,Yes,Yes,Religious,Seventh-day Adventists,Dr.,Dave,Gillham,Superintendent,PO Box 770,Clovis,CA,93613,dgillham@cccsda.org,Rev.,Daniel,Kittle,5397 East Olive Avenue,Fresno,CA,93727,dkittle@faa.org
91000,Fresno,10621176900906,Fresno Christian Schools,7280 North Cedar Avenue,Fresno,CA,93720,,,,,559-299-1695,kpierce@fresnochristian.com,Clovis Unified,Mrs.,Debbie,Siebert,Superintendent,Coeducational,Day Only,K,12,30,38,40,42,39,44,38,48,56,51,34,45,55,0,0,560,Yes,64,24,6,3,27,Yes,No,Yes,Yes,Religious,Other,Rev.,G. L.,Johnson,Executive Director,7172 North Cedar Avenue,Fresno,CA,93720,glj@peopleschurch.org,Mrs.,Debbie,Siebert,7280 North Cedar Avenue,Fresno,CA,93720,dsiebert@fresnochristian.com
86910,Fresno,10621667099294,"Fresno Sunnyside Christian Academy, ISP",1919 South Bundy Drive,Fresno,CA,93727,,,,,559-251-9403,karonruiz@comcast.net,Fresno Unified,Ms.,Karon,Ruiz,Administrator,Coeducational,Day Only,K,12,1,2,1,3,7,4,3,7,4,4,7,5,8,0,0,56,No,0,30,0,1,0,No,No,No,No,Religious,Not affiliated with any denomination,Ms.,Karon,Ruiz,Administrator,1919 South Bundy Drive,Fresno,CA,93727,sunnysideisp@comcast.net,Ms.,Karon,Ruiz,1919 South Bundy Drive,Fresno,CA,93727,sunnysideisp@comcast.net
98997,Fresno,10624307084478,Grace Christian Academy,9559 South McCall Avenue,Selma,CA,93662,PO Box 987,Selma,CA,93662,559-896-1531,stanroam@hotmail.com,Selma Unified,Mr.,stan,roam,Other,Coeducational,Day Only,K,12,2,1,2,4,1,3,1,0,0,0,2,3,4,0,0,23,No,1,3,0,1,1,Yes,No,No,Yes,Religious,Baptist,Mr.,charles,roam,Administrator,2838 Northhill,Selma,CA,93662,stanroam@hotmail.com,Mr.,Amir,Ashoori,9559 South McCall Avenue,Selma,CA,93662,amir_ashoori@hotmail.com
90870,Fresno,10622656205413,Hume Lake Christian Academy,65227 Lakeview Drive,Hume,CA,93628,,,,,559-335-2860,tmnordquist@msn.com,Kings Canyon Joint Unified,Mrs.,Michele,Nordquist,Administrator,Coeducational,Day Only,1,12,0,0,0,2,0,1,2,1,0,1,0,0,0,0,0,7,Yes,0,4,4,1,0,Yes,Yes,Yes,Yes,Religious,Not affiliated with any denomination,Mr.,Bob,Phillips,Executive Director,64144 Hume Lake Road,Hume,CA,93628,,Mrs.,Michele,Nordquist,65227 Lakeview Drive,Hume,CA,93628,tmnordquist@msn.com
94176,Fresno,10622656933717,Immanuel Schools,1128 South Reed Avenue,Reedley,CA,93654,,,,,559-638-2529,chernandez@immanuelschools.com,Kings Canyon Joint Unified,Mr.,Ryan,Wood,Principal,Coeducational,Day Only,K,12,10,17,15,13,16,15,18,31,23,40,65,63,65,0,0,391,Yes,68,19,7,4,24,Yes,Yes,Yes,Yes,Religious,Mennonite,Mr.,Ryan,Wood,Superintendent,1128 South Reed Avenue,Reedley,CA,92654,rwood@immanuelschools.com,Mrs.,Julie,Cardoza,1128 South Reed Avenue,Reedley,CA,93654,jcardoza@immanuelschools.com
92161,Fresno,10739997086713,Kerman Christian School,15495 West Whitesbridge Avenue,Kerman,CA,93630,,,,,559-846-7200,rahal@kermanchristianschool.org,Kerman Unified,Mrs.,Madeline,Rahal,Principal,Coeducational,Day Only,K,6,11,8,4,3,6,8,2,0,0,0,0,0,0,0,0,42,No,0,4,0,1,1,Yes,Yes,Yes,Yes,Religious,Not affiliated with any denomination,Mrs.,Madeline,Rahal,Principal,15495 West Whitesbridge Avenue,Kerman,CA,93630,rahal@kermanchrsitianschool.org,Mrs.,Madeline,Rahal,15495 West Whitesbridge Avenue,Kerman,CA,93630,rahal@kermanchristianschool.org
93260,Fresno,10621666203111,Koinonia Christian,923 East Fairmont,Fresno,CA,93704,,,,,559-274-3570,geistmom@yahoo.com,Fresno Unified,Ms.,Nikki,Geist,Administrator,Coeducational,Day Only,1,12,0,6,5,2,6,4,1,1,2,2,0,1,4,0,0,34,Yes,2,18,0,1,0,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Ms.,Nikki,Geist,Administrator,4339 North Safford,Fresno,CA,93704,geistmom@yahoo.com,Ms.,Nikki,Geist,4339 North Safford,Fresno,CA,93704,geistmom@yahoo.com
92049,Fresno,10621177104367,Logos Christian Conservatory,8385 East Paul Avenue,Clovis,CA,93619,,,,,559-298-5636,jmnardo@yahoo.com,Clovis Unified,Mr.,Joseph,Leonardo,Principal,Coeducational,Day Only,1,12,0,7,12,8,11,9,8,9,3,3,4,1,2,0,0,77,No,0,32,0,2,0,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Cynthia,Leonardo,Administrator,8385 East Paul Avenue,Clovis,CA,93619,jmnardo@yahoo.com,Mrs.,Cynthia,Leonardo,8385 East Paul Avenue,Clovis,CA,93619,jmnardo@yahoo.com
95462,Fresno,10621666140693,Morehead,6758 North Valentine Avenue,Fresno,CA,93711,,,,,559-438-6354,,Fresno Unified,Mrs.,Holly,Morehead,Other,Coeducational,Day Only,K,K,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,No,0,1,0,0,0,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Holly,Morehead,Other,6758 North Valentine Avenue,Fresno,CA,93711,,Mrs.,Holly,Morehead,6758 North Valentine Avenue,Fresno,CA,93711,
89065,Fresno,10621666903546,Mountain View Chrsitian School,1284 East Bullard Avenue,Fresno,CA,93710,,,,,559-435-2923,mvcsnet@pacbell.net,Fresno Unified,Mrs.,Beverly,Drury,Principal,Coeducational,Day Only,K,6,11,8,9,6,5,6,4,0,0,0,0,0,0,0,0,49,No,0,5,0,1,1,Yes,No,No,Yes,Religious,Church of Christ,Dr.,Stephen,Foster,President,1284 East Bullard Avenue,Fresno,CA,93710,drsteve2002@comcast.net,Mrs.,Beverly,Drury,1284 East Bullard Avenue,Fresno,CA,93710,mrsbevd@sbcglobal.net
95836,Fresno,10621666133474,New Harvest Christian School,1461 North Chestnut Avenue,Fresno,CA,93703,,,,,559-251-0122,nhcfschool@att.net,Fresno Unified,Mrs.,Rosemary,Carrillo,Administrator,Coeducational,Day Only,K,12,1,1,0,1,0,0,1,2,1,1,6,3,1,0,0,18,No,0,2,0,1,1,No,Yes,No,Yes,,,Mr.,Daniel,Casas,Principal,1461 North Chestnut Avenue,Fresno,CA,93703,,Ms.,Melissa,Casillas,1461 North Chestnut Avenue,Fresno,CA,93703,melissalovesjesus77@yahoo.com
94851,Fresno,10621176974018,Our Lady of Perpetual Help,836 Dewitt Avenue,Clovis,CA,93612,,,,,559-299-7504,kcochran@olphschool.net,Clovis Unified,Mrs.,Kimberly,Cochran,Principal,Coeducational,Day Only,K,8,23,20,16,20,26,25,17,17,24,0,0,0,0,0,0,188,No,0,10,3,1,9,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,John,Steinbock,President,1550 N Fresno Street,Fresno,CA,93703,,Mrs.,Kimberly,Cochran,836 Dewitt Avenue,Clovis,CA,93612,rsexton@dioceseoffresno.org
94910,Fresno,10621666974026,Our Lady of Victory,1626 West Princeton Avenue,Fresno,CA,93705,,,,,559-229-0205,nettell@fresnoolv.org,Fresno Unified,Mrs.,Deborah,Nettell,Principal,Coeducational,Day Only,K,8,23,25,31,21,16,14,15,12,19,0,0,0,0,0,0,176,No,0,8,3,1,14,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,John,Steinbock,President,1550 North Fresno Street,Fresno,CA,93703,,Mrs.,Deborah,Nettell,1626 West Princeton Avenue,Fresno,CA,93705,rsexton@dioceseoffresno.org
92850,Fresno,10622656134258,Partridge Lane School,41301 Partridge Lane,Squaw Valley,CA,93675,,,,,559-338-2974,contrerassons@psnw.com,Kings Canyon Joint Unified,Mr.,Joseph,Contreras,Principal,Coeducational,Day Only,1,12,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,6,No,1,1,0,1,0,No,No,No,No,Non-religious,,Mr.,Joseph,Contreras,Principal,41301 Partridge Lane,Squaw Valley,CA,93675,contrerassons@psnw.com,Mr.,Joseph,Contreras,41301 Partridge Lane,Squaw Valley,CA,93675,contrerassons@psnw.com
