"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 1, 2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,ZipPlus4,Mailing Street,Mailing City,Mailing State,Mailing Zip,Mailing ZipPlus4,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2011,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Street,Director/Principal Officer City,Director/Principal Officer State,Director/Principal Officer Zip,Director/Principal Officer ZipPlus4,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Street,Custodian of Records City,Custodian of Records State,Custodian of Records Zip,Custodian of Records ZipPlus4,Custodian of Records Email
107197,Los Angeles,19647336986020,"Blind Childrens Center, Inc.",4120 Marathon Street,Los Angeles,CA,90029,,,,CA,,,323-664-2153,info@blindchildrenscenter.org,,Los Angeles Unified,Mrs.,Midge,Horton,Executive Director,Coeducational,Day Only,K,2,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0,22,No,0,3,3,5,36,Yes,Yes,No,No,Yes,Non-religious,,Dr.,Fernanda,Armenta-Schmitt,Director,4120 Marathon Street,Los Angeles,CA,90029,,midge@blindchildrenscenter.org,Mrs.,Cindy,Saldana,4120 Marathon Street,Los Angeles,CA,90029,,cindy@blindchildrenscenter.org
102835,Los Angeles,19647336133516,Bnos Devorah High School,461 North La Brea Avenue,Los Angeles,CA,90036,,,,CA,,,323-930-0047,bnosdevorah@yahoo.com,,Los Angeles Unified,Mrs.,Rozzie,Wax,Administrator,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,9,18,9,10,0,0,46,Yes,11,7,12,4,4,No,Yes,No,No,Yes,Religious,JWSH,Mrs.,Shulamith,May,Head of School,353 South Highland Avenue,Los Angeles,CA,90036,,shulamithymay@gmail.com,Mrs.,Rozzie,Wax143,143 South Mansfield Avenue,Los Angeles,CA,90036,,rozzieliss@yahoo.com
114771,Los Angeles,19647337104714,Bnos Esther,116 North La Brea Avenue,Los Angeles,CA,90036,,356 North Formosa Avenue,Los Angeles,CA,90036,,323-933-4171,,,Los Angeles Unified,Mrs.,Bracha,Krybus,Principal,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,10,8,10,15,0,0,43,No,0,0,30,2,0,No,Yes,Yes,Yes,Yes,Religious,JWSH,Rabbi,Menachem,Krybus,Executive Director,356 North Formosa Avenue,Los Angeles,Ca,90036,,sandrk@thejnet.com,Mrs.,Sara,Miller,520 North Detroit Street,Los Angeles,CA,90036,,2430036@gmail.com
102090,Los Angeles,19644366142129,Bonner Christian School,1870 East Adams Park Drive,Covina,CA,91724,,,,CA,,,626-331-2222,markshelly@verizon.net,,Covina-Valley Unified,Mrs.,Michelle,Bonner,Head of School,Coeducational,Day Only,K,8,1,0,2,0,0,0,6,0,8,0,0,0,0,0,0,17,No,0,1,0,0,0,No,No,No,No,No,Religious,NA,Mrs.,Michelle,Bonner,Director,1870 East Adams Park Drive,Covina,Ca,91724,,markshelly@verizon.net,Mrs.,Michelle,Bonner,1870 East Adams Park Drive,Covina,CA,91724,,markshelly@verizon.net
114373,Los Angeles,19646836912778,Born Learners School,28348 Agoura Road,Agoura Hills,CA,91301,,,,CA,,,818-991-7752,bornlearners@sbcglobal.net,,Las Virgenes Unified,Ms.,Bea,Elliott,Director,Coeducational,Day Only,K,K,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,No,0,1,0,1,1,No,No,No,No,No,Non-religious,,Ms.,Bea,Elliott,Principal,28348 Agoura Road,Agoura Hills,ca,91301,,bornlearners@sbcglobal.net,Ms.,Bea,Elliott,28348 Agoura Road,Agoura Hills,CA,91301,,bornlearners@sbcglobal.net
111147,Los Angeles,19650607090863,Branch Of Hope School,"2370 West Carson Street, Suite 100",Torrance,CA,90501,,,,CA,,,310-212-6999,bohhomeschool@gmail.com,,Torrance Unified,Mrs.,Katie,Merrick,Administrator,Coeducational,Day Only,K,12,1,0,2,1,3,3,2,3,2,2,1,1,4,0,0,25,Yes,0,20,0,2,0,No,Yes,No,No,Yes,Religious,PRES,Mr.,Daniel,Merrick,Principal,"2370 West Carson Street, Suite 100",Torrance,CA,90501,,bohhomeschool@gmail.com,Mrs.,Katie,Merrick,"2370 West Carson Street, Suite 100",Torrance,CA,90501,,bohhomeschool@gmail.com
108079,Los Angeles,19647336934517,Branford Grove,13044 Chase Street,Arleta,CA,91331,,PO Box 341172,Arleta,CA,91334,,818-890-0350,branfordgrove@aol.com,,Los Angeles Unified,Ms.,Peggy,Foltz,Director,Coeducational,Day Only,1,12,0,2,2,0,2,0,1,0,0,0,1,4,0,0,0,12,Yes,1,7,0,1,0,No,No,No,No,No,Non-religious,,Ms.,Peggy,Foltz,Director,13044 Chase Street,Arleta,CA,91331,,BranfordGrove@aol.com,Ms.,Peggy,Foltz,13044 Chase Street,Arleta,CA,91331,,BranfordGrove@aol.com
104981,Los Angeles,19647337102346,Brawerman Elementary School-Wilshire Blvd Temple,11661 West Olympic Boulevard,Los Angeles,CA,90064,,,,CA,,,424-208-8934,maxine@wbtla.org,MPrumHess@bjela.org,Los Angeles Unified,Mrs.,Nadine,Breuer,Head of School,Coeducational,Day Only,K,6,40,34,43,36,38,36,33,0,0,0,0,0,0,0,0,260,No,0,38,5,4,6,No,Yes,No,No,Yes,Religious,JWSH,Ms.,Maxine,Keith,Principal,11661 West Olympic Boulevard,Los Angeles,CA,90064,,maxine@wbtla.org,Ms.,Maxine,Keith,11661 West Olympic Boulevard,Los Angeles,CA,90064,,maxine@wbtla.org
110563,Los Angeles,19647336934327,Brentwood School,100 South Barrington Place,Los Angeles,CA,90049,,,,CA,,,310-476-9633,sbishop@bwscampus.com,,Los Angeles Unified,Mr.,Rick,Torkelson,Director,Coeducational,Day Only,K,12,42,43,44,42,43,41,45,118,110,122,123,111,112,0,0,996,Yes,118,113,15,31,71,No,Yes,Yes,Yes,Yes,Non-religious,,Dr.,Michael,Riera,Head of School,100 South Barrington Place,Los Angeles,CA,90049,,mriera@bwscampus.com,Ms.,Sarah,Bishop,100 South Barrington Place,Los Angeles,CA,90049,,sbishop@bwscampus.com
107826,Los Angeles,19647336205355,Bridgeport,1310 Burbank Boulevard,Sherman Oaks,CA,91401,,,,CA,,,818-781-0360,pclark@thehelpgroup.org,,Los Angeles Unified,Mrs.,Pamela,Clark,Director,Coeducational,Day Only,K,12,7,7,8,14,15,14,16,35,15,29,18,14,20,0,75,287,No,14,28,5,6,90,Yes,Yes,Yes,Yes,Yes,Non-religious,,Mrs.,Janis,Betts,Principal,13130 Burbank Boulevard,Sherman Oaks,Ca,91401,,pclark@thehelpgroup.org,Miss,Fabiola,Pina,13130 Burbank Boulevard,Sherman Oaks,CA,91401,,fpina@thehelpgroup.org
107526,Los Angeles,19647337089436,Bridges Academy,3921 Laurel Canyon Boulevard,Studio City,CA,91604,,,,CA,,,818-506-1091,carl.sabatino@bridges.edu,,Los Angeles Unified,Mr.,Carl,Sabatino,Head of School,Coeducational,Day Only,5,12,0,0,0,0,0,3,12,12,16,25,20,17,15,0,0,120,Yes,14,29,4,6,5,No,Yes,No,No,Yes,Non-religious,,Ms.,Amy,Freilich,Other,16323 Tudor Drive,Encino,CA,91436,,afreilich@roadrunner.com,Ms.,Sherry,Minkowski,3921 Laurel Canyon Boulevard,Studio City,CA,91604,,sherry.minkowski@bridges.edu
102623,Los Angeles,19647336901177,Brighter Days Montessori,1903 Summerland Street,Rancho Palos Verdes,CA,90275,,,,CA,,,310-831-2600,bdmschool@aol.com,bdmschool@aol.com,Los Angeles Unified,Ms.,Carrie,Concha,Administrator,Coeducational,Day Only,K,K,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,No,0,3,1,1,1,No,No,No,No,No,Non-religious,,Ms.,Carrie,Concha,Administrator,1903 Summerland Street,Rancho Palos Verdes,Ca,90275,,bdmschool@aol.com,Ms.,Carrie,Concha,1903 Summerland Street,Rancho Palos Verdes,CA,90275,,bdmschool@aol.com
103816,Los Angeles,19649806141501,British American School - LA,1220 2nd Street,Santa Monica,CA,90401,,,,CA,,,310-985-3460,steveelliott@bas-la.com,,Santa Monica-Malibu Unified,Mr.,Steven,Elliott,Director,Coeducational,Day Only,K,8,1,2,4,6,1,4,1,0,0,0,0,0,0,0,0,19,No,0,4,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Diane,Elliott,Principal,21261 Entrada Road,Topanga,CA,90290,,dianeelliott@bas-la.com,Mr.,Steven,Elliott,21261 Entrada Road,Topanga,CA,90290,,steveelliott@bas-la.com
109456,Los Angeles,19651107077910,Broadoaks School of Whittier College,13514 Olive Drive,Whittier,CA,90601,,PO Box 634,Whittier,CA,90608,,562-907-4250,kpompey@whittier.edu,,Whittier City Elementary,Mrs.,Kori,Vartanian,Director,Coeducational,Day Only,K,8,33,26,29,29,25,19,28,27,16,0,0,0,0,0,0,232,No,0,20,7,4,6,No,Yes,No,No,Yes,Non-religious,,Dr.,Judith,Wagner,Executive Director,13514 Olive Drive,Whittier,CA,90601,,kpompey@whittier.edu,Mrs.,Kathleen,Pompey,13514 Olive Drive,Whittier,CA,90601,,kpompey@whittier.edu
103081,Los Angeles,19642126140438,Broman School,13545 Acoro Place,Cerritos,CA,90703,,,,CA,,,626-249-0709,,,ABC Unified,Mr.,John,Broman,Principal,Coeducational,Day Only,1,12,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,6,No,0,2,0,1,1,No,No,No,No,No,Non-religious,,Mr.,John,Broman,Principal,13545 Acoro Place,Cerritos,CA,90703,,,Mr.,John,Broman,13545 Acoro Place,Cerritos,CA,90703,,
104253,Los Angeles,19647336139265,Buckner Educational Christian Academy,2330 West Florence Avenue,Los Angeles,CA,90043,,,,CA,,,323-789-6154,BUCKCHILD@AOL.COM,,Los Angeles Unified,Mrs.,Leslie,Buckner,Administrator,Coeducational,Day Only,K,8,35,6,2,2,4,3,4,1,1,0,0,0,0,0,0,58,No,0,3,0,0,5,No,Yes,No,No,Yes,Non-religious,,Ms.,PAMALA,WESLEY,Director,2330 West Florence Avenue,Los Angeles,CA,90043,,BUCKCHILD@AOL.COM,Ms.,Burudisha,Thomas,2330 West Florence Avenue,Los Angeles,CA,90043,,BUCKCHILD@AOL.COM
114267,Los Angeles,19643377023112,Burbank Montessori Academy,217 North Hollywood Way,Burbank,CA,91505,,,,CA,,,818-848-8226,kit_curry@yahoo.com,,Burbank Unified,Mrs.,Kit,Curry,Administrator,Coeducational,Day Only,K,3,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,No,0,1,1,1,1,No,No,No,No,No,Non-religious,,Mrs.,Kathleen,Moore,President,217 North Hollywood Way,Burbank,CA,91505,,ockitty@sbcglobal.net,Mrs.,Kit,Curry,217 North Hollywood Way,Burbank,CA,91505,,kit_curry@yahoo.com
113893,Los Angeles,19647336991921,"Busy Bees Wonderland, Inc.",1851 West Imperial Highway,Los Angeles,CA,90047,,,,CA,,,323-757-7779,busybeeswonderland@sbcglobal.net,,Los Angeles Unified,Ms.,Tasha,Tate,Administrator,Coeducational,Day Only,K,2,20,14,2,0,0,0,0,0,0,0,0,0,0,0,0,36,No,0,4,0,0,0,No,No,No,No,No,Religious,NA,Ms.,Tasha,Tate,Principal,1851 West Imperial Highway,Los Angeles,ca,90047,,busybeeswonderland@sbcglobal.net,Ms.,Tasha,Tate,1851 West Imperial Highway,Los Angeles,CA,90047,,busybeeswonderland@sbcglobal.net
105641,Los Angeles,19647336929145,C. and E. Merdinian Armenian Evangelical School,13330 Riverside Drive,Sherman Oaks,CA,91423,,,,CA,,,818-907-8149,merdinian_school@yahoo.com,linaah@sbcglobal.net,Los Angeles Unified,Mrs.,Lina,Arslanian,Principal,Coeducational,Day Only,K,8,16,34,17,30,12,11,15,12,10,0,0,0,0,0,0,157,No,0,16,5,3,4,No,Yes,No,No,Yes,Religious,EVAN,Mrs.,Lina,Arslanian,Principal,13330 Riverside Drive,Sherman Oaks,CA,91423,,merdinian_school@yahoo.com,Mrs.,Maria Christine,Charkhedian,13330 Riverside Drive,Sherman Oaks,CA,91423,,merdinian_school@yahoo.com
102334,Los Angeles,19647336141972,California University FCE,6556 Fountain Avenue,Los Angeles,CA,90028,7823,,,CA,,,323-464-5285,cauniversity@cufce.org,cufce@yahoo.com,Los Angeles Unified School District,Dr.,Leandro,Amorsolo,Administrator,Coeducational,Day Only,K,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,No,0,3,1,1,2,No,No,Yes,No,Yes,Non-religious,,Dr.,Leandro,Amorsolo,Principal,6556 Fountain Avenue,Los Angeles,CA,90028,7823,cauniversity@cufce.org,Dr.,Leandro,Amorsolo,6556 Fountain Avenue,Los Angeles,CA,90028,7823,cauniversity@cufce.org
104598,Los Angeles,19647336942189,California University High School,1717 1/2 West Century Boulevard,Los Angeles,CA,90047,,,,CA,,,323-777-6656,lizzet007@hotmail.com,,Los Angeles Unified,Dr.,Burl,Ballentine,Principal,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,66,45,52,93,0,0,256,Yes,147,5,3,4,7,No,Yes,No,No,Yes,Non-religious,,Mrs.,Maria,Guerrero,Administrator,1717 1/2 West Century Boulevard,Los Angeles,CA,90047,,Lizzet007@hotmail.com,Mrs.,Margaret,Jones,1717 1/2 West Century Boulevard,Los Angeles,CA,90047,,Lizzet007@hotmail.com
106101,Los Angeles,19734527092927,Calvary,2103 South Batson Avenue,Rowland Heights,CA,91748,,,,CA,,,626-964-9600,,,Rowland Unified,Mr.,Jack,Dortignac,Administrator,Coeducational,Day Only,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28,Yes,2,0,14,2,1,No,No,No,No,No,Religious,NA,Mrs.,Michelle,Dortignac,Director,2103 South Batson Avenue,Rowland Heights,CA,91748,,,Mrs.,Michelle,Dortignac,3102 South Batson Avenue,Rowland Heights,CA,91748,,
114848,Los Angeles,19643296934368,Calvary Baptist Church and Schools,2990 Damien Avenue,La Verne,CA,91750,,,,CA,,,909-593-4672,acougarmom@aol.com,,Bonita Unified,Mrs.,Taylora,Dial,Administrator,Coeducational,Day Only,K,12,5,6,8,5,4,6,7,6,5,4,11,10,5,0,0,82,Yes,6,8,6,1,2,No,Yes,No,No,Yes,Religious,BAPT,Mrs.,Taylora,Dial,Principal,1060 Arroyo Park Drive,Pomona,CA,91768,,,Mrs.,Marcia,Black,"3530 Damien Avenue, Space 85",La Verne,CA,91750,,margeneblack@aol.com
108111,Los Angeles,19644516906937,Calvary Chapel Christian,12808 Woodruff Avenue,Downey,CA,90242,,,,CA,,,562-803-4076,yescandon@calvarydowney.org,,Downey Unified,Mr.,Jeff,Johnson,Executive Director,Coeducational,Day Only,K,12,42,43,33,41,24,40,65,58,64,77,84,84,104,10,0,769,Yes,95,44,0,11,17,No,Yes,No,No,Yes,Religious,CAL,Mr.,Yuri,Escandon,Administrator,12808 Woodruff Avenue,Downey,CA,90242,,yescandon@calvarydowney.org,Mrs.,Lorna,Majors,12808 Woodruff Avenue,Downey,CA,90242,,lmajors@calvarydowney.org
113300,Los Angeles,19648087093123,Calvary Chapel Christian Academy,931 South Maple Avenue,Montebello,CA,90640,,,,CA,,,323-724-8464,ccca@ccmtb.com,,Montebello Unified,Mrs.,Christine,Sgroi,Director,Coeducational,Day Only,K,12,3,4,4,4,3,2,4,2,3,1,2,2,2,0,0,36,Yes,4,25,4,3,0,No,No,No,No,No,Religious,CAL,Mrs.,Christine,Sgroi,Principal,931 South Maple Avenue,Montebello,CA,90640,,ccca@ccmtb.com,Mrs.,Beatrice,Ruiz,931 South Maple Avenue,Montebello,CA,90640,,ccca@ccmtb.com
114116,Los Angeles,19646677092919,Calvary Chapel Christian School,1833 West Avenue J,Lancaster,CA,93534,,,,CA,,,661-942-0404,teresejw@roadrunner.com,,Lancaster Unified,,Terese,Wilson,Principal,Coeducational,Residential Boarding Only,1,12,0,7,2,2,2,5,5,7,7,5,4,4,4,0,0,54,Yes,2,33,,1,,No,Yes,No,No,Yes,Religious,CAL,,Terese,Wilson,Principal,1833 West Avenue J,Lancaster,CA,93534,,teresejw@roadrunner.com,,Terese,Wilson,1833 West Avenue J,Lancaster,CA,93534,,teresejw@roadrunner.org
114034,Los Angeles,19651107092950,Calvary Chapel Christian School of Whittier,12817 East Hadley Street,Whittier,CA,90601,,,,CA,,,562-907-2130,,,Whittier City Elementary,,Eva,Flanders,Administrator,Coeducational,Day Only,1,12,0,1,6,2,6,7,6,8,6,4,5,1,2,0,0,54,Yes,9,,1,1,1,No,No,No,No,No,Non-Religious,,,Rachel,Beard,Principal,12817 East Hadley Street,Whittier,CA,90601,,,,Rachel,Beard,12817 East Hadley Street,Whittier,CA,90601,,
105654,Los Angeles,19647337066426,Calvary Christian,701 Palisades Drive,Pacific Palisades,CA,90272,,,,CA,,,310-573-0082,kedwards@calvarychristian.org,troberson@calvarychristian.org,Los Angeles Unified,Mrs.,Teresa,Roberson,Head of School,Coeducational,Day Only,K,8,31,34,35,41,35,40,40,40,36,0,0,0,0,0,0,332,No,0,32,4,7,32,No,Yes,No,No,Yes,Religious,CAL,Mrs.,Teresa,Roberson,Head of School,701 Palisades Drive,Pacific Palisades,CA,91506,,troberson@calvarychristian.org,Mrs.,Sandy,Dawson,701 Palisades Drive,Pacific Palisades,CA,91506,,sdawson@calvarychristian.org
110887,Los Angeles,19647906934384,Calvary Road Baptist Academy,319 West Olive Avenue,Monrovia,CA,91016,,,,CA,,,626-358-4070,jisenberger@crbacrusaders.org,,Monrovia,Mrs.,Janice,Isenberger,Principal,Coeducational,Day Only,K,12,0,2,2,0,2,1,3,3,1,0,3,2,3,0,1,23,Yes,2,3,2,2,5,No,Yes,No,No,Yes,Religious,BAPT,Dr.,John,Waldrip,Executive Director,319 West Olive Avenue,Monrovia,CA,91016,,j.waldrip@gmail.com,Mrs.,Janice,Isenberger,319 West Olive Avenue,Monrovia,CA,91016,,jisenberger@crbacrusaders.org
102698,Los Angeles,19647336934392,Campbell Hall,4533 Laurel Canyon Boulevard,North Hollywood,CA,91607,,,,CA,,,818-505-5302,bullj@campbellhall.org,dorseyk@campbellhall.org,Los Angeles Unified,Rev.,Julian,Bull,Headmaster,Coeducational,Day Only,K,12,45,42,48,47,50,49,49,101,123,128,134,132,137,0,0,1085,Yes,128,111,6,26,79,No,Yes,No,No,Yes,Religious,EPIS,Rev.,Julian,Bull,Headmaster,5049 Gloria Avenue,Encino,CA,91436,,bullj@campbellhall.org,Ms.,Alice,Fleming,4533 Laurel Canyon Boulevard,North Hollywood,CA,91607,,flemina@campbellhall.org
115085,Los Angeles,19647336986095,Canoga Park Preschool And Kindergarten,7839 Topanga Canyon Boulevard,Canoga Park,CA,91304,,,,CA,,,818-346-3035,canogaparkpreschool@yahoo.com,,Los Angeles Unified,Mr.,Robert F.,O'Connor,Administrator,Coeducational,Day Only,K,K,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,No,0,7,2,1,1,No,No,No,No,No,,,Mr.,Robert F.,O'Connor,Director,7839 Topanga Cayon Boulevard,Canoga Park,CA,91304,,roconnor57@yahoo.com,Mr.,Robert  F.,O'Connor,7839 Topanga Cayon Boulevard,Canoga Park,CA,91304,,roconnor57@yahoo.com
103579,Los Angeles,19648086934400,Cantwell–Sacred Heart of Mary High,329 North Garfield Avenue,Montebello,CA,90640,,,,CA,,,323-887-2066,dchambers@cshm.org,MVizcaino@la-archdiocese.org,Montebello Unified,Mr.,David,Chambers,Principal,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,136,147,132,129,0,0,544,Yes,165,26,1,6,10,No,Yes,No,No,Yes,Religious,CATH,Mr.,David,Chambers,Principal,329 North Garfield Avenue,Montebello,CA,90640,3803,dchambers@cshm.org,Mr.,David,Chambers,329 North Garfield Avenue,Montebello,CA,90640,3803,dchambers@cshm.org
106276,Los Angeles,19647337088313,Canyon Oaks School,1414 North Catalina Street,Los Angeles,CA,90027,,,,CA,,,323-953-3340,jfkreiss@hotmail.com,,Los Angeles Unified,Mr.,Jesse,Reiss,Headmaster,Coeducational,Both,8,12,0,0,0,0,0,0,0,0,0,3,4,8,12,0,0,27,No,22,3,2,2,2,No,No,No,No,No,Religious,Other,Mr.,Jesse,Reiss,Headmaster,1414 North Catalina Street,Los Angeles,CA,90027,,jfkreiss@hotmail.com,Mr.,Jesse,Reiss,1414 North Catalina Street,Los Angeles,CA,90027,,jfkreiss@hotmail.com
106485,Los Angeles,19647337090137,Canyon View Academy,8100 McGroarty Street,Sunland,CA,91040,,,,CA,,,818-353-5777,canyonview@prodigy.net,,Los Angeles Unified,Mrs.,Wendy,Booth,Director,Coeducational,Day Only,K,9,6,2,3,8,1,2,3,2,1,0,0,0,0,0,0,28,No,0,3,1,1,0,No,Yes,No,No,Yes,Non-religious,,Mrs.,Wendy,Booth,Director,10411 Glory Avenue,Tujunga,CA,91042,,canyonview@prodigy.net,Mrs.,Wendy,Booth,10411 Glory Avenue,Tujunga,CA,91042,,canyonview@prodigy.net
102724,Los Angeles,19643297081268,Canyon View School,762 West Cypress Street,San Dimas,CA,91773,,,,CA,,,909-599-1227,perryg@mckinleycc.org,olsc@mckinleycc.org,Bonita Unified,Ms.,Catherine,Ols,Executive Director,Coeducational,Day Only,K,12,0,2,5,1,6,5,9,14,12,15,23,30,29,0,0,151,Yes,11,15,0,3,54,Yes,Yes,Yes,No,Yes,Non-religious,,Mr.,John,Mann,Principal,762 West Cypress Street,San Dimas,CA,91773,,olsc@mckinleycc.org,Mrs.,Jamie,Ivanisevic,762 West Cypress Street,San Dimas,CA,91773,,ivanisevicj@mckinleycc.org
103582,Los Angeles,19649987065329,Canyon Vista Children's Academy,27757 Bouquet Canyon Road,Santa Clarita,CA,91350,,,,CA,,,661-296-0175,canyonvistaacademy@sbcglobal.net,,Saugus Union,Ms.,Donna,Ristow,Executive Director,Coeducational,Day Only,K,1,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,28,No,0,2,1,1,15,No,No,No,No,No,Non-religious,,Ms.,Brandy,Perea,Other,27757 Bouquet Canyon Road,Saugus,ca,91350,,canyonvistaacademy@sbcglobal.net,Ms.,Donna,Ristow,27757 Bouquet Canyon Road,Saugus,CA,91350,,canyonvistaacademy@sbcglobal.net
114036,Los Angeles,19651106200893,Capella Christian Academy,7408 Gretna Avenue,Whittier,CA,90606,,,,CA,,,562-650-6055,,,Whittier City Elementary,,Patricia,Summers,Administrator,Coeducational,Day Only,1,8,0,3,2,3,3,0,2,2,2,0,0,0,0,0,0,17,No,0,3,3,2,,No,No,No,No,No,Religious,Other,,Gus,Summers,Principal,7408 Gretna Avenue,Whittier,CA,90606,,capellaacademy@gmail.com,,Patricia,Summers,7408 Gretna Avenue,Whittier,CA,90606,,capellaacademy@gmail.com
104898,Los Angeles,19753416907117,"Carden Dominion School, Inc.",706 Knob Hill Avenue,Redondo Beach,CA,90277,,,,CA,,,310-316-9733,terri.cardenschool@yahoo.com,,Redondo Beach Unified,Ms.,Terri,Scott,Executive Director,Coeducational,Day Only,K,5,10,5,5,4,5,6,0,0,0,0,0,0,0,0,0,35,No,0,3,2,1,1,No,No,No,No,No,Religious,NA,Mrs.,Carol,Hermanns,Principal,706 Knob Hill Avenue,Redondo Beach,CA,90277,,terri.cardenschool@yahoo.com,Ms.,Kelli,Fryer,706 Knob Hill Avenue,Redondo Beach,CA,90277,,terri.cardenschool@yahoo.com
114226,Los Angeles,19647666977433,Carden School of Whittier,11537 Grovedale Drive,Whittier,CA,90604,,,,CA,,,562-694-1879,office@cardenschool.com,,Lowell Joint,Mrs.,Anita,Raver,Director,Coeducational,Day Only,K,8,22,40,39,43,23,37,21,38,35,0,0,0,0,0,0,298,No,0,18,12,3,6,No,No,No,No,No,Religious,NA,Mrs.,Anita,Raver,Director,11537 Grovedale Drive,Whittier,Ca,90604,,araver@cardenschool.com,Mrs.,Randi,Seagren,11537 Grovedale Drive,Whittier,CA,90604,,office@cardenschool.com
102950,Los Angeles,19647336134480,Career Elementary Preparatory Academy,3740 Don Felipe Drive,Los Angeles,CA,90008,,,,CA,,,323-839-0817,careerelementary@yahoo.com,,Los Angeles Unified,Miss,Gleshonda,Welcome,Administrator,Coeducational,Day Only,K,8,0,2,2,10,2,10,0,0,0,0,0,0,0,0,0,26,No,0,4,0,1,2,No,No,No,No,No,Non-religious,,Mr.,Obioma,Okonko,Director,3740 Don Felipe Drive,Los Angeles,CA,90008,,careerelementary@yahoo.com,Mr.,Obioma,Okonko,3740 Don Felipe Drive,Los Angeles,CA,90008,,
108949,Los Angeles,19649806977441,Carlthorp,438 San Vicente Boulevard,Santa Monica,CA,90402,,,,CA,,,310-451-1332,dmenzies@carlthorp.org,kenparrcs@gmail.com,Santa Monica-Malibu Unified,Mrs.,Dorothy,Menzies,Head of School,Coeducational,Day Only,K,6,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,280,No,0,38,6,3,25,No,Yes,No,No,Yes,Non-religious,,Mr.,Timothy,Kusserow,Principal,438 San Vicente Boulevard,Santa Monica,CA,90402,,tkusserow@carlthorp.org,Mr.,Ken,Parr,438 San Vicente Boulevard,Santa Monica,CA,90402,,kenparrcs@gmail.com
107896,Los Angeles,19647337094428,Carousel,7899 La Tijera Boulevard,Los Angeles,CA,90045,,,,CA,,,310-645-9222,karencrisp.carousel@earthlink.net,,Los Angeles Unified,Mrs.,Maria,Davis,Executive Director,Coeducational,Day Only,1,12,0,0,8,7,3,5,5,5,3,6,3,7,20,0,0,72,Yes,1,8,0,5,50,Yes,No,No,No,No,Non-religious,,Miss,Nelly,Chavez,Principal,7899 La Tijera Boulevard,Los Angeles,CA,90045,,nellychavez.carousel@earthlink.net,Mrs.,Karen,Crisp,7899 La Tijera Boulevard,Los Angeles,CA,90045,,karencrisp.carousel@earthlink.net
103946,Los Angeles,19647336141576,Carpe Diem Academy,29091 Wagon Road,Agoura,CA,91301,,5737 Kanan Road,Agoura,CA,91301,,818-324-8803,247familyman@sbcglobal.net,,Los Angeles Unified,Mrs.,Chelsea,Cameron,Executive Director,Coeducational,Day Only,1,12,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,6,No,0,2,0,0,0,No,No,No,No,No,Religious,NA,Mr.,Kirk,Cameron,Head of School,"5737 Kanan Road, Suite 180",Agoura,CA,91301,,247familyman@sbcglobal.net,Mr.,Kirk,Cameron,"5737 Kanan Road Road, Suite 180",Agoura,CA,91301,,247familyman@sbcglobal.net
