"California Department of Education, Teacher and Leader Policy Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18 Private School Affidavit Data - Schools with Enrollment of Six or More Students (July 2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2015-16,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education Services,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
224673,Contra Costa,07617966972442,St. David School,871 Sonoma Street,Richmond,CA,94805,no data,no data,no data,no data,510-232-2283,jdeguzman@csdo.org,no data,West Contra Costa Unified,Mr.,Jojo,de Guzman,Principal,jdeguzman@csdo.org,Coeducational,Day Only,K,8,17,12,12,17,15,14,19,16,7,0,0,0,0,0,0,129,No,0,10,5,1,5,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Jojo,de Guzman,Principal,jdeguzman@csdo.org,Mrs.,Jeanette,Beard,no data
225001,Contra Costa,07617546967657,St. Francis of Assisi,866 Oak Grove Road,Concord,CA,94518,no data,no data,no data,no data,925-682-5414,pcalton@sfaconcord.org,ishahab@csdo.org,Mt. Diablo Unified,Mrs.,Patti,Calton,Principal,pcalton@csdo.org,Coeducational,Day Only,K,8,22,26,22,31,34,37,35,36,38,0,0,0,0,0,0,281,No,0,14,4,1,15,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Mr.,John,McDonough,Administrator,pcalton@csdo.org,Mrs.,Judith,Delucchi,jdelucchi@csdo.org
216803,Contra Costa,07618046972459,St. Isidore School,435 La Gonda Way,Danville,CA,94526,no data,no data,no data,no data,925-837-2977,mfake@stisidore.org,mward@stisidore.org,San Ramon Valley Unified,Mrs.,Maria,Ward,Principal,mward@stisidore.org,Coeducational,Day Only,K,8,74,57,52,65,72,72,64,72,60,0,0,0,0,0,0,588,No,0,30,1,2,47,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Maria,Ward,Principal,mward@stisidore.org,Mrs.,Maria,Ward,mward@stisidore.org
224741,Contra Costa,07617966967699,St. John the Baptist,11156 San Pablo Avenue,El Cerrito,CA,94530,no data,no data,no data,no data,510-234-2244,dtrombettas@csdo.org,no data,West Contra Costa Unified,Mrs.,Dina,Trombettas,Principal,dtrombettas@csdo.org,Coeducational,Day Only,K,8,16,20,24,22,20,26,27,14,28,0,0,0,0,41,0,238,No,0,13,2,1,13,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Dina,Trombettas,Principal,dtrombettas@csdo.org,Mrs.,Karen,Brown,brown@csdo.org
224472,Contra Costa,07617966972475,St. Joseph Elementary,1961 Plum Street,Pinole,CA,94564,no data,no data,no data,no data,510-724-0242,amarseille@csdo.org,no data,West Contra Costa Unified,Mrs.,Arlene,Marseille,Principal,amarseille@csdo.org,Coeducational,Day Only,K,8,29,26,36,20,31,28,35,27,36,0,0,0,0,0,0,268,No,0,8,8,1,17,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Kathleen,Radecke,Superintendent,kradecke@csdo.org,Mrs.,Arlene,Marseille,amarseille@csdo.org
223585,Contra Costa,07618126967707,St. Mary of the Immaculate Conception,1158 Bont Lane,Walnut Creek,CA,94596,no data,no data,no data,no data,925-935-5054,jcushing@csdo.org,lshahab@csdo.org,Walnut Creek Elementary,Mrs.,Tracey,Schmidt,Principal,tschmidt@csdo.org,Coeducational,Day Only,K,8,31,24,33,31,32,34,36,32,34,0,0,0,0,0,0,287,No,0,16,5,2,15,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Kathleen,Radecke,Superintendent,kradecke@csdo.org,Mrs.,Jennifer,Cushing,jcushing@csdo.org
217651,Contra Costa,07616976970669,St. Patrick School,907 Seventh Street,Rodeo,CA,94572,no data,no data,no data,no data,510-799-2506,kstevens@csdo.org,no data,John Swett Unified,Mrs.,Kelly,Stevens,Principal,kstevens@csdo.org,Coeducational,Day Only,K,8,40,40,38,36,32,31,30,34,36,0,0,0,0,0,0,317,No,0,23,0,1,25,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Kathleen,Radecke,Superintendent,kradecke@csdo.org,Mrs.,Kelly,Stevens,kstevens@csdo.org
218894,Contra Costa,07617966972483,St. Paul School,1825 Church Lane,San Pablo,CA,94806,no data,no data,no data,no data,510-233-3080,nlenz-acuna@csdo.org,zguardado@csdo.org,Contra Costa County Office of Education,Mrs.,Natalie,Lenz-Acuna,Principal,nlenz-acuna@csdo.org,Coeducational,Day Only,K,8,37,25,30,21,22,26,13,12,21,0,0,0,0,0,0,207,No,0,19,7,1,5,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Kathleen,Radecke,Superintendent,no data,Mrs.,Natalie,Lenz-Acuna,nlenz-acuna@csdo.org
225180,Contra Costa,07617136972491,St. Perpetua,3445 Hamlin Road,Lafayette,CA,94549,no data,no data,no data,no data,925-284-1640,kgoodshaw@csdo.org,no data,Lafayette Elementary,Mrs.,Karen,Goodshaw,Principal,kgoodshaw@csdo.org,Coeducational,Day Only,K,8,30,23,33,25,25,32,32,27,31,0,0,0,0,0,0,258,No,0,16,5,1,18,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Karen,Goodshaw,Principal,KGoodshaw@csdo.org,Mrs.,Suzanne,Kozel,skozel@csdo.org
217833,Contra Costa,07617886965933,St. Peter Martyr Elementary,425 West 4th Street,Pittsburg,CA,94565,no data,no data,no data,no data,925-439-1014,jsiino@csdo.org,kradecke@csdo.org,Pittsburg Unified,Mr.,Joseph,Siino,Principal,jsiino@csdo.org,Coeducational,Day Only,K,8,18,9,23,17,14,22,30,22,22,0,0,0,0,0,0,177,No,0,9,0,1,14,No,Yes,No,No,Yes,Religious,Roman Catholic,Miss,Kathleen,Radecke,Superintendent,kradecke@csdo.org,Mr.,Joseph,Siino,jsiino@csdo.org
228103,Contra Costa,07617546135701,St. Thomas,98 Roberta Avenue,Pleasant Hill,CA,94523,no data,no data,no data,no data,925-947-6790,cpoon99@gmail.com,no data,Mt. Diablo Unified,Mrs.,Cheryl,Poon,Administrator,cpoon99@gmail.com,Coeducational,Day Only,4,12,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,6,Yes,1,1,0,0,0,No,No,No,No,No,Non-religious,,Mrs.,Cheryl,Poon,Principal,cpoon99@gmail.com,Mrs.,Cheryl,Poon,cpoon99@gmail.com
223778,Contra Costa,07618047102767,Stratford School,2615 Camino Tassajara,Danville,CA,94506,no data,no data,no data,no data,925-648-0500,DVS@stratfordschools.com,no data,San Ramon Valley Unified,Ms.,Zhila,Larijani,Director,zlarijani@stratfordschools.com,Coeducational,Day Only,K,K,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,No,0,1,3,2,1,No,No,No,No,No,Non-religious,,Ms.,Zhila,Larijani,Director,zlarijani@stratfordschools.com,Ms.,Ana Maria,Raducanu,araducanu@stratfordschools.com
221063,Contra Costa,07617546977961,"Tabernacle Christian, Inc.",4380 Concord Boulevard,Concord,CA,94521,no data,no data,no data,no data,925-685-9169,RebecaS@tbs.org,pattic@tbs.org,Mt. Diablo Unified,Mr.,David,Pereira,Administrator,DaveP@tbs.org,Coeducational,Day Only,K,8,54,47,56,50,48,50,52,52,51,0,0,0,0,0,0,460,No,0,25,3,4,13,No,Yes,No,No,Yes,Religious,NA,Mr.,Vern,Taylor,Principal,VernT@tbs.org,Mrs.,Lisa,Mazzoncini,LisaM@tbs.org
218845,Contra Costa,07617966906713,Tehiyah Day School,2603 Tassajara Avenue,El Cerrito,CA,94530,no data,no data,no data,no data,510-233-3013,office@tehiyah.org,no data,West Contra Costa Unified,Ms.,RoseMarie,Ezra,Administrator,rezra@tehiyah.org,Coeducational,Day Only,K,8,20,11,11,20,22,9,9,10,16,0,0,0,0,0,0,128,No,0,17,7,8,14,No,Yes,No,No,Yes,Religious,Jewish,Ms.,Linda,Riff,Head of School,lriff@tehiyah.org,Ms.,Tammy,Aguiniga-Garretson,tgarretson@tehiyah.org
231889,Contra Costa,07618046933329,The Athenian School,2100 Mt. Diablo Scenic Boulevard,Danville,CA,94506,no data,no data,no data,no data,925-362-7208,eric.niles@athenian.org,no data,San Ramon Valley Unified,Mr.,Eric,Niles,Head of School,eric.niles@athenian.oeg,Coeducational,Both,6,12,0,0,0,0,0,0,55,64,56,86,88,92,83,0,0,524,Yes,84,60,20,12,36,No,Yes,Yes,Yes,Yes,Non-religious,,Mrs.,Leslie,Lucas,Administrator,leslie.lucas@athenian.org,Ms.,Jenelle,Espino,jenelle.espino@athenian.org
217260,Contra Costa,07617546995658,The Concordia School,2353 Fifth Ave.,Concord,CA,94518,no data,no data,no data,no data,925-689-6910,2learn@concordiaschool.com,2learn@concordiaschool.com,Mt. Diablo Unified,Mrs.,Kathryn,Linzey,Head of School,2learn@concordiaschool.com,Coeducational,Day Only,K,6,10,7,8,9,6,4,10,0,0,0,0,0,0,0,0,54,No,0,6,6,3,1,No,No,No,No,No,Non-religious,,Mr.,Ronald,Kresge,Other,2learn@concodiaschool.com,Mrs.,Kathryn,Linzey,2learn@concordiaschool.com
217755,Contra Costa,07617476972343,The Saklan School,1678 School Street,Moraga,CA,94556,no data,no data,no data,no data,925-376-7900,office@saklan.org,no data,Moraga Elementary,Mr.,Hans Peter,Metzger,Head of School,pmetzger@saklan.org,Coeducational,Day Only,K,8,8,5,11,7,7,12,5,16,16,0,0,0,0,0,0,87,No,0,15,3,8,3,No,Yes,No,No,Yes,Non-religious,,Mr.,Hans Peter,Metzger,Head of School,pmetzger@saklan.org,Mrs.,Maria,Puckett,pmetzger@saklan.org
223689,Contra Costa,no data,Throne of Grace Academy,1761 Lipton ST.,Antioch,CA,94509,no data,no data,no data,no data,716-253-8401,baptistmomof6@yahoo.com,no data,Antioch Unified,Mrs.,claire,cook,Other,baptistmomof6@yahoo.com,Coeducational,Day Only,K,12,1,0,2,0,1,1,0,0,1,0,1,1,0,0,0,8,No,0,2,0,0,0,No,No,No,No,No,Religious,Baptist,Mr.,james,cook,Other,no data,Mrs.,claire,cook,no data
216927,Contra Costa,07618126972517,Walnut Creek Christian Academy,2336 Buena Vista Avenue,Walnut Creek,CA,94597,no data,no data,no data,no data,925-935-1587,office@wccaeagles.org,no data,Mt. Diablo Unified,Mrs.,Kristi,McComas,Principal,mccomas@wccaeagles.org,Coeducational,Day Only,K,8,21,19,19,16,18,16,21,16,28,0,0,0,0,0,0,174,No,0,12,2,1,16,No,Yes,No,No,Yes,Religious,Baptist,Mrs.,Kristi,McComas,Principal,no data,Mrs.,Shari,Jones,sjones@wccaeagles.org
225225,Contra Costa,07617540133249,Wellspring Educational Services Inc,1543 Sunnyvale Avenue,Walnut Creek,CA,94597,no data,no data,no data,no data,925-295-3080,office@wellspringeducation.org,no data,Mt. Diablo Unified,Dr.,Dana,Sassone,Director,dana@wellspringeducation.org,Coeducational,Day Only,K,8,2,4,1,8,4,1,2,1,1,0,0,0,0,0,0,24,No,0,5,0,1.5,33,Yes,Yes,No,No,Yes,Non-religious,,Ms.,Robin,Hauge,Director,robin@wellspringeducation.org,Dr.,Dana,Sassone,dana@wellspringeducation.org
223194,Contra Costa,07617396151484,White Oak Academy,374 Donegal Way,Martinez,CA,94553,no data,no data,no data,no data,831-537-7342,jimfranklin1279@gmail.com,no data,Mt. Diablo Unified,Mr.,James,Franklin,Principal,jimfranklin1279@gmail.com,Coeducational,Day Only,3,12,0,0,0,1,0,0,2,0,1,0,1,0,1,0,0,6,Yes,0,1,0,1,0,No,No,No,No,No,no data,no data,Mr.,James,Franklin,Principal,jimfranklin1279@gmail.com,Mr.,James,Franklin,jimfrankln1279@gmail.com
228260,Contra Costa,07617967094741,Williams-Brown Academy,2225 Gaynor Avenue,Richmond,CA,94801,no data,no data,no data,no data,510-236-9101,wmsbrnacademy@gmail.com,no data,West Contra Costa Unified,Mrs.,MARY,Church of the BrethrenOWN,Administrator,wmsbrnacademy@gmail.com,Coeducational,Day Only,K,6,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,8,No,0,1,1,1,0,No,Yes,No,No,Yes,Non-religious,,Ms.,YVONNE,Church of the BrethrenOWN,Principal,wmsbrnacademy@gmail.com,Mrs.,DORIS,OLDEN,wmsbrnacademy@gmail.com
217303,Contra Costa,07617546987242,Ygnacio Valley Christian,4977 Concord Boulevard,Concord,CA,94521,no data,no data,no data,no data,925-798-3131,principal@yvcschool.org,admin@yvcschool.org,Mt. Diablo Unified,Mr.,Dennis,Snyder,Principal,principal@yvcschool.org,Coeducational,Day Only,K,8,10,13,9,10,15,10,11,3,12,0,0,0,0,0,0,93,No,0,7,2,1,4,No,Yes,No,Yes,Yes,Religious,NA,Mr.,Dennis,Snyder,Principal,principal@yvcschool.org,Mrs.,Kricket,Nissen,admin@yvcschool.org
226987,Contra Costa,no data,Zion Christian Academy,5008 Hollow Ridge Court,Antioch,CA,94531,no data,no data,no data,no data,925-237-8148,newhorizonmissionoutreach@gmail.com,no data,Antioch Unified,Mrs.,Ann,Miller,Executive Director,newhorizonmissionoutreach@gmail.com,Coeducational,Day Only,K,12,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,7,Yes,0,1,1,0,0,No,No,No,No,No,Religious,NA,Mr.,Joe,Miller,Principal,newhorizonmissionoutreach@gmail.com,Mrs.,Ann,Miller,newhorizonmissionoutreach@gmail.com
223827,Del Norte,08618206972285,Crescent City SDA School,1770 Northcrest Drive,Crescent City,CA,95531,PO Box 1905,Crescent City,CA,95531,707-464-2738,lisa.thompson@nccsda.com,no data,Del Norte County Unified,Ms.,Lisa,Thompson,Principal,lisa.thompson@nccsda.com,Coeducational,Day Only,1,8,0,1,0,1,1,3,1,0,1,0,0,0,0,0,0,8,No,0,1,0,0,1,No,Yes,No,No,Yes,Religious,SDA,Mrs.,Lynal,Ingham,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
231954,Del Norte,08618206903736,Foursquare Christian,144 Butte Street,Crescent City,CA,95531,no data,no data,no data,no data,707-464-9501,mguy@ccfoursquare.org,no data,Del Norte County Unified,Ms.,Maria,Guy,Principal,mguy@ccfoursquare.org,Coeducational,Day Only,K,2,9,6,10,0,0,0,0,0,0,0,0,0,0,0,0,25,No,0,3,0,3,0,No,Yes,No,No,Yes,no data,no data,Ms.,Maria,Guy,Principal,mguy@ccfoursquare.org,Ms.,Maria,Guy,mguy@ccfoursquare.org
219944,El Dorado,09618536150619,Blaise Pascal Academy,4572 Snoopy Road,El Dorado,CA,95623,no data,no data,no data,no data,530-417-1256,blaisepascalacademy@hotmail.com,no data,El Dorado Union High,Mr.,Nathan,Alterton,Head of School,blaisepascalacademy@hotmail.com,Coeducational,Day Only,1,12,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,7,Yes,0,1,1,0,0,No,No,No,No,No,Religious,NA,Mr.,Nathan,Alterton,Head of School,blaisepascalacademy@hotmail.com,Mrs.,Faith,Alterton,blaisepascalacademy@hotmail.com
220429,El Dorado,09619297078926,Cedar Springs Waldorf School,6029 Gold Meadows Road,Placerville,CA,95667,no data,no data,no data,no data,530-642-9903,office@edarspringswaldorf.org,no data,Gold Trail Union Elementary,Mr.,Scott,Krieger,Head of School,no data,Coeducational,Day Only,K,8,47,15,14,12,17,20,21,18,9,0,0,0,0,0,0,173,No,0,11,9,5,5,No,Yes,No,No,Yes,Non-religious,,Mrs.,Jennifer,Bumgarner,Director,office@cedarspringswaldorf.org,Ms.,Lisa,Steinmetz,office@cedarspringswaldorf.org
223844,El Dorado,09619526967715,El Dorado Adventist,1900 Broadway,Placerville,CA,95667,no data,no data,no data,no data,530-622-3560,gayle.norton@nccsda.com,no data,Placerville Union Elementary,Mr.,Gayle,Norton,Principal,gayle.norton@nccsda.com,Coeducational,Day Only,K,12,15,6,6,6,7,4,7,8,11,10,19,7,15,0,0,121,Yes,10,10,1,2,3,No,Yes,No,No,Yes,Religious,SDA,Mr.,Albert,Miller,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
224904,El Dorado,07737836146872,Empire Canyon Christian School,3425 Starwood Lane,Georgetown,CA,95634,no data,no data,no data,no data,530-333-0250,terri@empirecanyon.org,no data,Black Oak Mine Unified,Mrs.,Theresa,Walters,Administrator,terri@empirecanyon.org,Coeducational,Day Only,1,12,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,6,No,0,4,0,1,0,No,No,No,No,No,Religious,NA,Mr.,Michael,Walters,Principal,no data,Mrs.,Theresa,Walters,terri@empirecanyon.org
234437,El Dorado,no data,Frederes Homeschool,716 Ponta Delgado Ct.,El Dorado Hills,CA,95762,no data,no data,no data,no data,530-622-5081,rmiller@eduhsd.net,no data,El Dorado Union High,Mrs.,Susan,Frederes,Headmaster,susan@frederes.com,Coeducational,Day Only,K,12,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,6,Yes,0,1,1,0,0,No,No,No,No,No,Non-religious,,Mr.,Matthew,Frederes,Administrator,matthew@frederes.com,Mrs.,Susan,Frederes,susan@frederes.com
234637,El Dorado,no data,Frederes Homeschool,716 Ponta Delgado Ct.,El Dorado Hills,CA,95762,no data,no data,no data,no data,530-622-5081,rmiller@eduhsd.net,no data,El Dorado Union High,Mrs.,Susan,Frederes,Headmaster,susan@frederes.com,Coeducational,Day Only,K,12,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,6,Yes,0,1,1,0,0,No,No,No,No,No,Non-religious,,Mr.,Matthew,Frederes,Administrator,matthew@frederes.com,Mrs.,Susan,Frederes,susan@frederes.com
220278,El Dorado,09618387083868,G.H.S. Academy,1060 Suncast Lane,El Dorado Hills,CA,95762,no data,no data,no data,no data,916-933-0100,estewart@goldenhillsschool.net,no data,Buckeye Union Elementary,Ms.,Armaghan,Mirhaj,Head of School,amirhaj@goldenhillsschool.net,Coeducational,Day Only,K,8,11,13,12,17,9,15,16,14,12,0,0,0,0,0,0,119,No,0,13,2,2,6,No,Yes,No,No,Yes,Non-religious,,Mrs.,Elizabeth,Stewart,Director,estewart@goldenhillsschool.net,Ms.,Armaghan,Mirhaj,amirhaj@goldenhillsschool.net
226942,El Dorado,34674476144075,Gabriele Academy International,11260 Donner Pass Rd #C1-508,Truckee,CA,96161,no data,no data,no data,no data,916-458-0443,info@gabrieleacademy.com,no data,Lake Tahoe Unified,Ms.,Edwige,Brand,Director,info@gabrieleacademy.com,Coeducational,Day Only,1,12,0,1,0,0,0,1,1,1,2,3,0,1,1,0,0,11,Yes,1,4,0,0,0,No,No,No,No,No,Non-religious,,Ms.,Edwige,Brand,Director,info@gabrieleacademy.com,Ms.,Edwige,Brand,info@gabrieleacademy.com
235059,El Dorado,no data,Goldengate Learning Center,1628 Oneidas Street,South Lake Tahoe,CA,96150,no data,no data,no data,no data,541-707-0444,Goldengaitz2@gmail.com,no data,Lake Tahoe Unified,Mr.,Christopher,Edwards,Administrator,Goldengaitz2@gmail.com,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,13,No,0,1,0,0,0,No,No,No,No,No,Non-religious,,Mr.,Christopher,Edwards,Administrator,Goldengaitz2@gmail.com,Mr.,Christopher,Edwards,Goldengaitz2@gmail.com
217398,El Dorado,09618387086846,"Guiding Hands School, Inc.",4900 Windplay Drive,El Dorado Hills,CA,95762,no data,no data,no data,no data,916-939-0553,ckeller@ghandsschool.com,smeyers@ghandsschool.com,Buckeye Union Elementary,Ms.,Cindy,Keller,Executive Director,ckeller@ghandsschool.com,Coeducational,Day Only,K,12,0,2,1,3,9,14,11,10,8,13,5,4,5,42,10,137,Yes,0,16,0,3,47,Yes,No,No,No,No,Non-religious,,Ms.,Starranne,Meyers,Principal,smeyers@ghandsschool.com,Ms.,Cindy,Keller,ckeller@ghandsschool.com
227365,El Dorado,no data,High Mountain Academy,7145 mosquito rd,placerville,CA,95667,no data,no data,no data,no data,916-320-9169,dimova83@hotmail.com,no data,Placerville Union Elementary,Mr.,Mark,Guseynov,Administrator,dimova83@hotmail.com,Coeducational,Day Only,1,12,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,6,Yes,0,1,0,0,0,No,No,No,No,No,Religious,NA,Mrs.,Natalya,Guseynov,Director,dimova83@hotmail.com,Mrs.,Natalya,Guseynov,dimova83@hotmail.com
219411,El Dorado,09618386204622,Holy Trinity School,3115 Tierra de Dios Drive,El Dorado Hills,CA,95762,no data,no data,no data,no data,530-677-3591,hts@holytrinityparish.org,no data,Buckeye Union Elementary,Mr.,Christopher,Nelson,Principal,cnelson@holytrinityparish.org,Coeducational,Day Only,K,8,23,29,20,21,31,26,31,36,36,0,0,0,0,0,0,253,No,0,18,6,1,13,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Christopher,Nelson,Principal,cnelson@holytrinityparish.org,Mr.,Christopher,Nelson,cnelson@holytrinityparish.org
234291,El Dorado,09618530131300,Independent Trails,7315 South Shingle Road,Shingle Springs,Ca,95682,no data,no data,no data,no data,530-672-9462,jwenell@oppacres.com,mwenell@oppacres.com,El Dorado County Office of Education,Ms.,Joel,Wenell,Director,jwenell@oppacres.com,Coeducational,Day Only,6,12,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,7,No,0,1,0,2,8,Yes,No,No,No,No,Non-religious,,Mr.,Joel,Wenell,Director,jwenell@oppacres.com,Ms.,Michelle,Wenell,mwenell@oppacres.com
234122,El Dorado,no data,KinderCare Learning Center,3959 Park Dr.,El Dorado Hills,CA,95762,no data,no data,no data,no data,916-939-0391,301749@klcorp.com,no data,Buckeye Union Elementary,Mrs.,Dulcey,Hemingsen,Other,301749@klcorp.com,Coeducational,Day Only,K,K,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,No,0,2,1,2,1,Yes,No,No,No,No,Non-religious,,Mrs.,Robyn,Perle,Director,301749@klcorp.com,Mrs.,Robyn,Perle,301749@klcorp.com
229027,El Dorado,09618466143200,Leaf Christian School,6060 Keeble Ln,Camino,CA,95709,no data,no data,no data,no data,530-622-5499,roberttleaf2@gmail.com,no data,Camino Union Elementary,Mr.,Robert,Leaf,Administrator,roberttleaf2@gmail.com,Coeducational,Day Only,1,12,0,0,1,0,1,1,1,1,3,0,1,0,0,0,0,9,Yes,0,1,1,1,0,No,No,No,No,No,Religious,Calvary Chapel,Mr.,Robert,Leaf,Administrator,roberttleaf2@gmail.com,Mr.,Robert,Leaf,roberttleaf2@gmail.com
223221,El Dorado,no data,Pathway Academy,160 Keystone Court,El Dorado Hills,CA,95762,160 Keystone Court,El Dorado Hills,CA,no data,925-595-3369,tiffanylavoie04@gmail.com,tiffanylavoie04@gmail.com,El Dorado County Office of Education,Mrs.,Tiffany,LaVoie,Administrator,tiffanylavoie04@gmail.com,Coeducational,Day Only,12,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,Yes,1,1,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Tiffany,LaVoie,Principal,tiffanylavoie04@gmail.com,Mrs.,Tiffany,LaVoie,tiffanylavoie04@gmail.com
218575,El Dorado,09618386904163,Providence Christian School,3800 North Shingle Road,Shingle Springs,CA,95682,no data,no data,no data,no data,530-672-6657,providence.christian@yahoo.com,no data,Buckeye Union Elementary,Mrs.,Gail,Gilbertson,Administrator,principal_pcs@yahoo.com,Coeducational,Day Only,K,8,13,10,15,12,16,13,14,8,4,0,0,0,0,0,0,105,No,0,8,1,1,10,No,Yes,No,No,Yes,Religious,NA,Mrs.,Gail,Gilbertson,Principal,principal_pcs@yahoo.com,Mrs.,Jennifer,Schofield,providence.christian@yahoo.com
218683,El Dorado,09619116153860,Selah Academy,6260 Fernwood Drive,Shingle Springs,CA,95682,no data,no data,no data,no data,530-676-4596,shanschneider@me.com,no data,Latrobe,Mrs.,Shannon,Schneider,Director,shanschneider@me.com,Coeducational,Day Only,K,12,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,6,Yes,0,1,0,1,0,No,No,No,No,No,Non-religious,,Mr.,Matt,Schneider,Executive Director,shanschneider@me.com,Mrs.,Shannon,Schneider,shanschneider@me.com
229352,El Dorado,09618537087794,Summitview Academy,"670 Placerville Drive, Number 2",Placerville,CA,95667,no data,no data,no data,no data,530-644-2412,cwills@summitviewtreatment.org,dbailey@summitviewtreatment.org,El Dorado Union High,Mr.,Dustin,Bailey,Principal,dbailey@summitviewtreatment.org,Coeducational,Both,3,12,0,0,0,1,1,1,1,3,7,5,8,5,9,0,0,41,No,0,4,0,4,9,Yes,Yes,No,No,Yes,Non-religious,,Ms.,Anna,Gleason,Executive Director,agleason@summitviewtreatment.org,Ms.,Jessica,Flattley,jflattley@summitviewtreatment.org
233054,El Dorado,no data,Summitview Ranch Academy,4300 Forni Rd,Placerville,CA,95667,no data,no data,no data,no data,530-295-9416,dbailey@summitviewtreatment.org,no data,El Dorado Union High,Mr.,Dustin,Bailey,Principal,dbailey@summitviewtreatment.org,Coeducational,Both,3,12,0,0,0,1,0,1,1,1,3,1,2,0,0,0,0,10,No,0,1,0,1,7,Yes,Yes,No,No,Yes,Non-religious,,Mr.,Dustin,Bailey,Principal,dbailey@summitviewtreatment.org,Miss,Jessica,Flattley,jflattley@summitviewtreatment.org
219633,El Dorado,09619036152581,Tahoe Prep Academy,2478 Meyers Grade Rd,South Lake Tahoe,CA,96150,no data,no data,no data,no data,844-752-9842,leo.fenn@tahoeprepacademy.com,no data,Lake Tahoe Unified,Mr.,Leo,Fenn,President,leo.fenn@taoeprepacademy.com,Coeducational,Both,9,12,0,0,0,0,0,0,0,0,0,4,9,10,5,0,0,28,Yes,0,0,1,2,4,No,No,No,No,No,no data,no data,Ms.,Kristina,Bedient,Other,teammanager@tahoeprepacademy.com,Mr.,Leo,Fenn,leo.fenn@tahoeprepacademy.com
220698,El Dorado,no data,The Rivers' School of Education and Learning,6721 Ryan Ranch Rd.,El Dorado Hills,CA,95762,6721 Ryan Ranch,El Dorado Hills,CA,95762,916-939-1985,driversfamily@hotmail.com,driversfamily@hotmail.com,Latrobe,Mr.,Doyle,Rivers,Administrator,driversfamily@hotmail.com,Coeducational,Day Only,K,12,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,6,No,0,1,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Heather,Rivers,Administrator,driversfamily@hotmail.com,Mrs.,Heather,Rivers,driversfamily@hotmail.com
