"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2013-14 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 5, 2014)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2013,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Certified NoPS,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious DenomiNot affiliated with any denominationtion,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
138507,Los Angeles,19643116963052,Page School-Beverly Hills,419 South Robertson Boulevard,Beverly Hills,CA,90211,PO Box 10909,Costa Mesa,CA,92627,323-272-3429,beverlyhills@pageschool.com,,Beverly Hills Unified,Mr.,Charles,Vaughan,President,corporate@pageschool.com,Coeducational,Day Only,K,6,10,7,8,5,3,0,3,0,0,0,0,0,0,0,0,36,No,0,5,1,1,2,No,Yes,No,Yes,Yes,Non-religious,,Ms.,Arlene,Martus,Principal,,Ms.,Arlene,Martus,
134904,Los Angeles,19647336139133,Palisades Montessori Center,16706 Marquez Avenue,Pacific Palisades,CA,90272,,,,,310-454-6497,evanelevi@gmail.com,,Los Angeles Unified,Mrs.,Angela,DeSilva,Director,,Coeducational,Day Only,K,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,No,0,1,1,0,0,No,No,No,No,No,,,Mr.,Evan,Levi,President,evanelevi@gmail.com,Mr.,Evan,Levi,evanelevi@gmail.com
132838,Los Angeles,19642466935506,Paraclete High School,42145 North 30th Street West,Lancaster,CA,93536,,,,,661-943-3255,janson@paracletehs.org,MVizcaino@la-archdiocese.org,Antelope Valley Union High,Mr.,John,Anson,Principal,janson@paracletehs.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,185,179,164,155,0,0,683,Yes,180,41,3,5,11,,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,John,Anson,Principal,janson@paracletehs.org,Mrs.,Teri,Parchman,tparchman@paracletehs.org
145743,Los Angeles,19644446909931,Park Century School,3939 Landmark Street,Culver City,CA,90232,,,,,310-840-0500,bherr@parkcenturyschool.org,,Culver City Unified,Mr.,Doug,Phelps,Head of School,dphelps@parkcenturyschool.org,Coeducational,Day Only,2,8,0,0,5,8,14,22,26,19,12,0,0,0,0,0,0,106,No,0,26,0,5,23,Yes,Yes,Yes,Yes,Yes,Non-religious,,Ms.,Patty,Durant,Administrator,pdurant@parkcenturyschool.org,Ms.,Patty,Durant,pdurant@parkcenturyschool.org
133687,Los Angeles,19647337085558,Park Montessori Children's Center,13130 Herrick Avenue,Sylmar,CA,91342,,,,,818-367-5483,grace4kids@gmail.com,,LAUSD,Mrs.,Grace,Chong,Director,grace4kids@gmail.com,Coeducational,Day Only,K,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,No,0,1,0,1,1,No,No,No,No,No,Non-religious,,Mrs.,Grace,Chong,Director,grace4kids@gmail.com,Mrs.,Grace,Chong,grace4kids@gmail.com
144143,Los Angeles,19647257079395,Parkridge Private School,"3605 Long Beach Boulevard, Number 101",Long Beach,CA,90807,,,,,562-424-5528,smcdaniel@parkridgeschool.org,jhorton@parkridgeschool.org,Long Beach,Mrs.,Joan,Horton,Executive Director,jhorton@parkridgeschool.org,Coeducational,Day Only,K,12,0,1,0,0,0,3,1,4,1,6,6,4,7,0,0,33,Yes,10,1,1,2,9,No,No,No,No,No,Non-religious,,Mr.,Clarence,Horton,President,jhorton@parkridgeschool.org,Mrs.,Stephanie,McDaniel,smcdaniel@parkridgeschool.org
134313,Los Angeles,19648816968093,Pasadena Christian School,1515 North Los Robles Avenue,Pasadena,CA,91104,,,,,626-791-1214,korr@pasadenachristian.org,jbailey@pasadenachristian.org,Pasadena Unified,Dr.,Steven,Gray,Superintendent,sgray@pasadenachristian.org,Coeducational,Day Only,K,8,38,24,40,34,28,33,39,49,53,0,0,0,0,0,0,338,No,0,29,1,3,27,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Dr.,Steven,Gray,Superintendent,sgray@pasadenachristian.org,Mrs.,Lisa,Lemos,llemos@pasadenachristian.org
140662,Los Angeles,19648816916571,Pasadena Waldorf School,209 East Mariposa Street,Altadena,CA,91001,,,,,626-794-9564,affidavit@pasadenawaldorf.org,,Pasadena Unified,Mr.,Daniel,Hindes,Administrator,dhindes@pasadenawaldorf.org,Coeducational,Day Only,K,10,36,28,25,23,19,16,21,16,28,9,20,0,0,0,0,241,No,0,20,28,9,18,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,Richard,Novak,Other,richard.rgnlaw@gmail.com,Mrs.,Frances,Mencia,fmencia@pasadenawaldorf.org
145871,Los Angeles,19647337098825,Peace & Joy Christian School,357 East Carson Street,Carson,CA,90746,PO Box 11006,Carson,CA,90746,310-863-6229,wwi6221114@aol.com,,Los Angeles Unfied School District,Mrs.,Wilma,Wilson,Principal,wwi6221114@aol.com,Coeducational,Day Only,K,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,7,No,0,2,0,0,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Wilma,Wilson,Administrator,wwi6221114@aol.com,Mrs.,Lisa,Yvette,wwi6221114@aol.com
132453,Los Angeles,19646427069792,"Pearblossom Private School, Inc.",13134 East Avenue V-13,Pearblossom,CA,93553,PO Box 847,Pearblossom,CA,93553,800-309-3569,pearblossominc@aol.com,,Keppel Union Elementary,Mrs.,Rusty,Goldman,Administrator,ruffyhoofcare@yahoo.com,Coeducational,Day Only,K,12,1,0,1,2,3,4,2,10,0,8,11,9,5,0,0,56,No,15,0,2,2,4,,No,No,No,No,Non-religious,,Dr.,Gary,Goldman,Director,pearblossominc@aol.com,Mrs.,Rusty,Goldman,ruffyhoofcare@yahoo.com
138518,Los Angeles,19645017091010,Pearl Preparatory,10900 Mulhall Street,El Monte,CA,91731,,,,,626-442-7737,lmoore@pearlprep.org,mbray@pearlprep.org,El Monte City,Mrs.,Loraine,Moore,Principal,lmoore@pearlprep.org,Coeducational,Day Only,K,5,9,14,18,15,20,19,0,0,0,0,0,0,0,0,0,95,No,0,6,4,2,2,No,Yes,No,No,Yes,Non-religious,,Mrs.,Loraine,Moore,Principal,lmoore@pearlprep.org,Mrs.,Loraine,Moore,lmoore@pearlprep.org
136809,Los Angeles,19648656203798,Peninsula Community Church Academy,5640 West Crestridge Road,Rancho Palos Verdes,CA,90275,,,,,310-377-4661,pccacademy@gmail.com,,Palos Verdes Peninsula Unified,Mrs.,Becky,Sanchez,Administrator,pccacademy@gmail.com,Coeducational,Day Only,1,12,0,1,2,3,1,5,5,2,4,5,4,7,6,0,0,45,No,6,0,10,4,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Bruce,Junkerman,Principal,pccacademy@gmail.com,Mrs.,Lidia,Jimenez,pccacademy@gmail.com
134856,Los Angeles,19648656983316,Peninsula Heritage School,26944 Rolling Hills Road,Rolling Hills Estates,CA,90274,,,,,310-541-4795,admin@peninsulaheritage.org,,Palos Verdes Peninsula Unified,Mrs.,Joan,Behrens,Administrator,jbehrens@peninsulaheritage.org,Coeducational,Day Only,K,6,14,17,21,14,23,18,16,0,0,0,0,0,0,0,0,123,No,0,14,4,4,12,No,Yes,No,No,Yes,Non-religious,,Mrs.,Patricia,Cailler,Head of School,pcailler@peninsulaheritage.org,Mrs.,Debbie,Schwartz,
137637,Los Angeles,19647337071327,Perutz Etz Jacob Hebrew Academy,7951 Beverly Boulevard,Los Angeles,CA,90048,,,,,323-655-5766,etzjacob@yahoo.com,,Los Angeles Unified,Rabbi,Salomon,Harrosh,Principal,etzjacob@yahoo.com,Coeducational,Day Only,K,8,4,5,5,7,5,10,2,9,10,0,0,0,0,0,0,57,No,0,4,5,2,3,No,Yes,No,No,Yes,Religious,Jewish,Mrs.,Angie,Jalakian,Principal,etzjacob@yahoo.com,Ms.,Claudia,Ohlsen,"etzjacob@yahoo.co,"
139130,Los Angeles,19647336146682,Phillips Academy,17237 Sunderland Drive,Granada Hills,CA,91344,,,,,818-245-1943,carebr01@aol.com,,Los Angeles Unified,Mrs.,Carrie,Phillips,Head of School,carebr01@aol.com,Coeducational,Day Only,K,12,0,1,0,0,4,0,0,0,8,0,0,0,0,0,0,13,Yes,0,1,0,0,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Carrie,Phillips,Director,carebr01@aol.com,Mrs.,Carrie,Phillips,carebr01@aol.com
136388,Los Angeles,19647336904130,Pico,4436 West Pico Boulevard,Los Angeles,CA,90019,,,,,323-936-7652,pico-school@sbcglobal.net,,LOS ANGELES  UNIFIED,Mrs.,BETTY,DIXON,Administrator,pico-school@sbcglobal.net,Coeducational,Day Only,K,K,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,0,1,1,1,1,No,Yes,No,No,Yes,,,Miss,CONNIE,BRIONES,Director,pico-school@sbcglobal.net,Mrs.,Betty,Dixon,pico-school@sbcglobal.net
135572,Los Angeles,19647336146765,Pilgrim Baptist School,2702 Glenwood Place,south gate,CA,90280,,,,,323-286-6417,candrea_25@yahoo.com,candrea_25@yahoo.com,Los Angeles Unified,Mrs.,Carmen,Covarrubias,Administrator,candrea_25@yahoo.com,Coeducational,Day Only,K,12,3,0,2,1,0,1,0,0,1,1,0,2,0,0,0,11,Yes,0,3,0,3,0,No,No,No,No,No,Religious,Baptist,Mrs.,Monica,nungaray,Administrator,candrea_25@yahoo.com,Mrs.,Monica,nungaray,candrea_25@yahoo.com
145766,Los Angeles,19647336935555,Pilgrim School,540 South Commonwealth Avenue,Los Angeles,CA,90020,,,,,213-385-7351,mbrooks@pilgrim-school.org,,Los Angeles Unified,Ms.,Teresa,McDugald,Director,tmcdugald@pilgrim-school.org,Coeducational,Both,K,12,32,36,19,25,22,26,20,19,23,21,20,32,18,0,0,313,No,19,47,5,4,29,No,Yes,No,No,Yes,Non-religious,,Mrs.,Maite,Cervick,Other,mcervick@pilgrim-school.org,Mr.,John,Crissey,jcrissey@pilgrim-school.org
133476,Los Angeles,19646677068869,Pinecrest Schools - Lancaster,2110 West Avenue K,Lancaster,CA,93535,,,,,661-723-0366,llatimer@pinecrestschools.com,,Lancaster Elementary,Mrs.,Lisa,Latimer,Director,llatimer@pinecrestschools.com,Coeducational,Day Only,K,8,28,20,23,25,12,16,16,8,18,0,0,0,0,0,0,166,No,0,17,0,1,13,No,No,No,No,No,Non-religious,,Mrs.,Lisa,Latimer,Director,,Mrs.,Nicole,Ramirez,
133737,Los Angeles,19648326992242,Pinecrest Schools – Valencia,25443 North Orchard Village Road,Valencia,CA,91355,,,,,661-255-8080,khughes@pinecrestschools.com,,Newhall,Mrs.,Kristine,Hughes,Director,Khughes@pinecrestschools.com,Coeducational,Day Only,K,5,12,14,18,12,20,13,0,0,0,0,0,0,0,0,0,89,No,0,9,0,0,0,No,No,No,No,No,Non-religious,,Mrs.,Kristine,Hughes,Director,khughes@pinecrestschools.com,Mrs.,Kristine,Hughes,khughes@pinecrestschools.com
133210,Los Angeles,19647336983449,Pinecrest Schools - Woodland Hills,5975 Shoup Avenue,Woodland Hills,CA,91367,,,,,818-348-4314,sjohnson@pinecrestschools.com,,LAUSD,Ms.,Sarah,Johnson,Administrator,sjohnson@pinecrestschools.com,Coeducational,Day Only,K,8,38,25,24,28,29,36,24,29,32,0,0,0,0,0,0,265,No,0,30,0,3,6,No,No,No,No,No,Non-religious,,Ms.,Jeri Dye,Lynch,Director,dye2tri@yahoo.com,Ms.,Sarah,Johnson,sjohnson@pinecrestschools.com
133760,Los Angeles,19650457068851,Pinecrest Schools –Canyon Country,16530 Lost Canyon Road,Canyon Country,CA,91387,,,,,661-298-2127,rpedvin@pinecrestschools.com,,Sulphur Springs,Mrs.,Rosa,Pedvin,Director,rpedvin@pinecrestschools.com,Coeducational,Day Only,K,8,14,18,12,11,10,7,18,19,20,0,0,0,0,0,0,129,No,0,12,0,2,11,Yes,No,No,No,No,Non-religious,,Mrs.,Rosa,Pedvin,Principal,rpedvin@pinecrestschools.com,Mrs.,Anita,Warrick,awarrick@pinecrestschools.com
133552,Los Angeles,19647336982573,Pinecrest Schools–Northridge,17081 Devonshire Street,Northridge,CA,91325,,,,,818-368-7241,jrudd@pinecrestschools.com,,Los Angeles Unified,Ms.,Janice,Rudd,Director,jrudd@pinecrestschools.com,Coeducational,Day Only,K,5,36,28,27,23,21,26,0,0,0,0,0,0,0,0,0,161,No,0,17,2,1,15,No,No,No,No,No,Non-religious,,Ms.,Janice,Rudd,Principal,jrudd@pinecrestschools.com,Mrs.,Kathy,Vanegas,kvanegas@pinecrestschools.com
145084,Los Angeles,19647336964969,"Pines Christian, The",25200 South Western Avenue,Harbor City,CA,90710,,,,,310-325-1213,ingersollcrew@att.net,,Los Angeles,Mr.,troy,ingersoll,Administrator,ingersollcrew@att.net,Coeducational,Day Only,K,5,34,25,23,12,13,9,0,0,0,0,0,0,0,0,0,116,No,0,6,2,1,3,No,Yes,No,No,Yes,Religious,Baptist,Mr.,troy,ingersoll,Administrator,,Mrs.,mary,ingersoll,
135610,Los Angeles,19647176935563,Pioneer Baptist Elementary,11717 Pioneer Boulevard,Norwalk,CA,90650,,,,,562-863-5817,jancdebaca@aol.com,,Little Lake City Elementary,Mr.,Gerald,Mitchell,Administrator,grmitjr@aol.com,Coeducational,Day Only,K,12,1,1,1,5,2,1,2,1,0,0,0,0,0,0,0,14,No,1,3,0,1,1,No,Yes,No,No,Yes,Religious,Baptist,Mr.,Gerald,Mitchell,Principal,grmitjr@aol.com,Mrs.,Jan,CdeBaca,jancdebaca@aol.com
139096,Los Angeles,19647337088909,Play Mountain Place,6063 Hargis Street,Los Angeles,CA,90034,,,,,323-870-4381,astra@playmountain.org,,Los Angeles Unified,Ms.,Judith,Accardi,Director,judy@playmountain.org,Coeducational,Day Only,K,6,16,15,11,7,6,2,5,0,0,0,0,0,0,0,0,62,No,0,17,5,3,2,No,Yes,No,No,Yes,Non-religious,,Ms.,Judith,Accardi,Director,judy@playmountain.org,Ms.,Astra,Li,astra@playmountain.org
133731,Los Angeles,19650606993984,Playhouse,18213 Prairie Avenue,Torrance,CA,90504,,,,,310-371-1231,playhouse18@verizon.net,,Torrance Unified,Ms.,Gina,Paley,Director,playhouse18@verizon.net,Coeducational,Day Only,K,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37,No,0,3,0,2,0,No,No,No,No,No,Non-religious,,Ms.,Gina,Paley,Director,playhouse18@verizon.net,Ms.,Gina,Paley,playhouse18@verizon.net
132428,Los Angeles,19647337071822,Playmates of Reseda Preschool,7119 Baird Avenue,Reseda,CA,91335,,,,,818-343-1047,playmatespreschool@att.net,,LAUSD,Mrs.,Dulcie,W,Director,playmatespreschool@att.net,Coeducational,Day Only,K,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,No,0,1,0,0,0,,No,No,No,No,Non-religious,,Mrs.,Dulcie,Weerasooriya,Director,playmatespreschool@att.net,Mr.,Dulcie,Weerasooriya,playmatespreschool@att.net
135701,Los Angeles,19648816935589,Polytechnic School,1030 East California Boulevard,Pasadena,CA,91106,,,,,626-396-6300,hr@polytechnic.org,,Pasadena Unified,Mrs.,Deborah,Reed,Head of School,dreed@polytechnic.org,Coeducational,Day Only,K,12,44,43,47,44,46,42,65,72,76,105,90,96,98,0,0,868,Yes,88,94,11,22,60,No,Yes,No,No,Yes,Non-religious,,Mrs.,Deborah,Reed,Head of School,dreed@polytechnic.org,Mrs.,Teresa,Damasco,tdamasco@polytechnic.org
141949,Los Angeles,19649076935597,Pomona Catholic Girls High,533 West Holt Avenue,Pomona,CA,91768,,,,,909-623-5297,storres@pomonacatholic.org,,Pomona Unified,Mr.,Samuel,Torres,Principal,storres@pomonacatholic.org,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,44,44,56,56,0,0,200,Yes,51,10,5,2,2,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Samuel,Torres,Principal,storres@pomonacatholic.org,Mrs.,Rebecca,Arteaga,rarteaga@pomonacatholic.org
141973,Los Angeles,19649076141915,Pomona Catholic Middle School,533 West Holt Avenue,Pomona,CA,91768,,,,,909-623-5297,storres@pomonacatholic.org,,Pomona Unified,Mr.,Samuel,Torres,Principal,storres@pomonacatholic.org,Coeducational,Day Only,6,8,0,0,0,0,0,0,14,27,31,0,0,0,0,0,0,72,No,0,3,2,1,0,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Samuel,Torres,Principal,storres@pomonacatholic.org,Mrs.,Rebecca,Arteaga,rarteaga@pomonacatholic.org
145057,Los Angeles,19647336982615,Poverello of Assisi Preschool,13367 Borden Avenue,Sylmar,CA,91342,,,,,818-364-7446,principal@poverelloschool.com,secretary@poverelloschool.com,Los Angeles Unified,Sr.,Patricia,Cerrillo,Director,Secretary@poverelloschool.com,Coeducational,Day Only,K,K,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,No,0,2,0,1,5,No,Yes,No,No,Yes,Religious,Roman Catholic,Sr.,Patricia,Cerrillo,Director,secretary@poverelloschool.com,Sr.,Patricia,Cerrillo,secretary@poverelloschool.com
133795,Los Angeles,19647337091713,"Powell's Academic Academy and Childcare, Inc.",2411 West Slauson Avenue,Los Angeles,CA,90043,,,,,323-295-4577,kpowell@precisenotice.com,,Los Angeles Unified,Mrs.,Georgia,Powell,Principal,kpowell@precisenotice.com,Coeducational,Day Only,K,4,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,11,No,0,2,0,1,0,No,Yes,Yes,No,Yes,Non-religious,,Ms.,Kristyy,Powell,Director,kpowell@precisenotice.com,Mrs.,Georgia,Powell,kpowell@precisenotice.com
137543,Los Angeles,19647336963110,Precious Blood,307 South Occidental Boulevard,Los Angeles,CA,90057,,,,,213-382-3345,school-8200@la-archdiocese.org,mvizcaino@la-archdiocese.org,Los Angeles Unified,Miss,Maria,Cunanan,Principal,mcunanan@la-archdiocese.org,Coeducational,Day Only,K,8,9,13,12,12,15,17,19,12,16,0,0,0,0,0,0,125,No,0,9,0,1,6,No,Yes,No,No,Yes,Religious,Roman Catholic,Miss,MAria,Cunanan,Principal,mcunanan@la-archdiocese.org,Miss,Maria,Cunanan,mcunanan@la-archdiocese.org
139162,Los Angeles,19647666982623,Primanti Montessori School–Whittier,10947 South Valley Home Avenue,Whittier,CA,90603,,,,,562-943-0246,primantmontessori@yahoo.com,,East Whittier,Mrs.,Christine,Komaki,Director,director_primanti@yahoo.com,Coeducational,Day Only,K,8,11,12,18,15,10,12,5,6,8,0,0,0,0,0,0,97,No,0,4,3,3,6,No,No,No,No,No,Non-religious,,Mrs.,Christine,Komaki,Director,director_primanti@yahoo.com,Mrs.,Aza,Vozkanyan,primantimontessori@yahoo.com
143551,Los Angeles,19734376203848,Progressive Achievement Center,302 North Long Beach Boulevard,East Rancho Dominguez,CA,90221,PO Box 660820,Arcadia,CA,91066,310-638-0102,packidz@yahoo.com,m.wanzo@progressiveachievementcenter.com,Compton Unified,Ms.,Millicent,Wanzo,Director,m.wanzo@progressiveachievementcenter.com,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,7,Yes,0,1,0,1,2,Yes,No,No,No,No,Non-religious,,Ms.,Millicent,Wanzo,Principal,,Ms.,Millicent,Wanzo,
132920,Los Angeles,19643376942338,Providence High School,511 South Buena Vista Street,Burbank,CA,91505,,,,,818-846-8141,joe.sciuto@providencehigh.org,,Burbank Unified,Mr.,Joe,Sciuto,Head of School,joe.sciuto@providencehigh.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,107,115,119,78,0,0,419,Yes,92,42,2,3,15,,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Joe,Sciuto,Head of School,joe.sciuto@providencehigh.org,Ms.,Susana,Bordey,susana.bordey@providencehigh.org
138645,Los Angeles,19649806982599,PS1 Pluralistic School,1225 Broadway,Santa Monica,CA,90404,,,,,310-394-1313,maggie@psone.org,,Santa Monica-Malibu Unified,Mr.,Joel,Pelcyger,Head of School,joel@psone.org,Coeducational,Day Only,K,6,37,35,36,36,28,28,25,0,0,0,0,0,0,0,0,225,No,0,22,0,12,7,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,Joel,Pelcyger,President,joel@psone.org,Ms.,Maggie,Rosenfeld,maggie@psone.org
138556,Los Angeles,19648656926703,PV Peninsula Montessori School,31100 Hawthorne Boulevard,Rancho Palos Verdes,CA,90275,,,,,310-544-3099,claudia@pvpms.com,,Palos Verdes Peninsula Unified School District,Ms.,Claudia,Krikorian,Executive Director,claudia@pvpms.com,Coeducational,Day Only,K,6,37,20,24,16,9,8,0,0,0,0,0,0,0,0,0,114,No,0,12,4,2,2,No,No,No,No,No,Non-religious,,Mr.,Shane,Hickson,Principal,shane@pvpms.com,Mr.,Shane,Hickson,shane@pvpms.com
146848,Los Angeles,19647336147896,Q'aress Young Scholars Academy,4625 West Olympic Boulevard,Los Angeles,CA,90019,PO Box 18834,Los Angeles,CA,90018,323-620-0189,Q.aressYoungScholarAcademy@yahoo.com,,Los Angeles,Ms.,Charmaine,Thompson,Principal,CharmaineT7@yahoo.com,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,6,Yes,4,1,1,1,3,No,No,No,No,No,Non-religious,,Ms.,Charmaine,Thompson,Principal,CharmaineT7@yahoo.com,Ms.,Charmaine,Thompson,CharmaineT7@yahoo.com
132409,Los Angeles,19647336926455,Rabbi Jacob Pressman Academy,1055 South La Cienega Boulevard,Los Angeles,CA,90035,,,,,310-652-2002,emakabi@tbala.org,,Los Angeles Unified,Rabbi,Joel,Rembaum,Head of School,rrembaum@tbala.org,Coeducational,Day Only,K,8,61,43,34,41,46,29,33,33,32,0,0,0,0,0,0,352,No,0,54,3,6,7,,Yes,No,No,Yes,Religious,Jewish,Mr.,Andrew,Polsky,Principal,apolsky@tbala.org,Mr.,Andrew,Polsky,apolsky@tbala.org
141784,Los Angeles,19647257081458,Rainbow Christian Academy,3816 North Weston Place,Long Beach,CA,90807,,,,,562-424-0082,rainbow.christian.academy@verizon.net,,Long Beach Unified,Mr.,Michael,Fiedler,Principal,Rainbow.Christian.Academy@verizon.net,Coeducational,Day Only,1,12,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,6,Yes,0,2,4,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,Michael,Fiedler,Principal,Rainbow.Christian.Academy@verizon.net,Mr.,Michael,Fiedler,Rainbow.Christian.Academy@verizon.net
142307,Los Angeles,19757136935654,Ramona Convent Secondary School,1701 West Ramona Road,Alhambra,CA,91803,,,,,626-282-4151,tbonacci@ramonaconvent.org,MVizcaino@la-archdiocese.org,Alhambra Unified,Ms.,Tina,Bonacci,Principal,tbonacci@ramonaconvent.org,Girls Only,Day Only,8,12,0,0,0,0,0,0,0,0,11,58,66,49,68,0,0,252,Yes,76,25,1,7,13,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Tina,Bonacci,Principal,tbonacci@ramonaconvent.org,Ms.,Tina,Bonacci,tbonacci@ramonaconvent.org
138370,Los Angeles,19647336924575,RDB ACADEMY -(Reading Daily Books)  A School for Learning,10457 South Figueroa Street,Los Angeles,CA,90003,,,,,323-777-1769,basicacademy123@att.net,,Los Angeles Unified,Mr.,Richard,Brice,Director,basicacademy123@att.net,Coeducational,Day Only,K,10,4,2,0,0,0,2,1,1,2,1,2,0,0,0,0,15,No,0,1,2,1,0,No,No,No,No,No,Non-religious,,Mr.,Richard,Brice,Principal,basicacademy123@att.net,Mr.,RIchard,Brice,basicacademy123@att.net
136306,Los Angeles,19734377091028,Red Star,"2307 North Cahuenga Boulevard, Suite 9",Hollywood,CA,90068,,,,,424-248-9733,redstarvision@gmail.com,,Los Angeles Unified,Mrs.,Laila,Hasan,Principal,redstarvision@gmail.com,Coeducational,Both,1,12,0,0,0,2,0,0,1,0,1,2,0,0,1,0,0,7,Yes,0,1,0,1,0,No,No,No,No,No,Non-religious,,Mr.,Mikail,Hasan,Administrator,redstarvision@gmail.com,Mrs.,Laila,Hasan,redstarvision@gmail.com
145389,Los Angeles,19647336963151,Redeemer Baptist Elementary,10792 National,Los Angeles,CA,90064,,,,,310-475-4598,rbeschool@aol.com,,Los Angeles Unified,Mrs.,Meredith,Rapinchuk,Principal,Rbeschool@aol.com,Coeducational,Day Only,K,6,12,7,13,13,14,18,16,0,0,0,0,0,0,0,0,93,No,0,7,3,1,5,No,Yes,No,No,Yes,Religious,Baptist,Mrs.,Meredith,Rapinchuk,Principal,Rbeschool@aol.com,Mrs.,Brandy,Carey,Rbeschool@aol.com
146703,Los Angeles,19647336963169,Redeemer Lutheran,2626 Liberty Boulevard,South Gate,CA,90280,,,,,323-588-0934,mr.calderon.redeemer@gmail.com,mr.calderon.redeemer@gmail.com,Los Angeles Unified,Mr.,M.A.,Calderon,Principal,mr.calderon.redeemer@gmail.com,Coeducational,Day Only,K,8,5,9,10,7,8,10,13,11,9,0,0,0,0,0,0,82,No,0,5,0,2,1,No,Yes,No,No,Yes,Religious,Lutheran,Miss,JoAnn,Bergerman,Administrator,,Miss,JoAnn,Bergerman,
142038,Los Angeles,19647337071780,Rejoyce in Jesus Christian,1304 South Cochran Avenue,Los Angeles,CA,90019,PO Box 47775,Los Angeles,CA,90047,323-934-5962,rjcslions@hotmail.com,,Los Angeles Unified,Dr.,Chester,Pipkin,Other,rjcslions@hotmail.com,Coeducational,Day Only,K,8,1,3,3,3,3,1,4,1,2,0,0,0,0,0,0,21,No,0,6,0,2,2,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Dr.,Vondalier,Pipkin,Director,rjcslions@hotmail.com,Mr.,Steven,Catron,rjcslions@hotmail.com
148375,Los Angeles,19648817078793,Renaissance Academy,536 East Mendocino Street,Altadena,CA,91001,,,,,626-765-9358,sandra@renaissanceacademy.com,,Pasadena Unified,Mrs.,Sandra,Staffer,Executive Director,ed@renaissanceacademy.com,Coeducational,Day Only,K,12,5,2,4,1,2,4,3,2,3,2,6,17,16,0,0,67,Yes,10,9,5,3,3,No,Yes,No,No,Yes,Non-religious,,Mrs.,Sandra,Staffer,Principal,sandra@renaissanceacademy.com,Mrs.,Nancy,Parodi,nancy@renaissanceacademy.com
