"California Department of Education, Educator Excellence Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2015-16 Private School Affidavit Data - Schools with Enrollment of Six or More Students (September 1, 2016)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2015,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education Services,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
170225,Los Angeles,19646596934921,Hillside School and Learning Center,4331 Oak Grove Drive,La Canada,CA,91011,,,,,818-790-3044,frank@hillsidelc.org,wood@hillsidelc.org,La Canada Unified,Mr.,Robert,Frank,Executive Director,frank@hillsidelc.org,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,3,2,5,5,6,5,0,0,26,Yes,3,5,4,4,3,Yes,Yes,No,Yes,Yes,Non-religious,,Mr.,Robert,Frank,Executive Director,frank@hillsidelc.org,Mr.,Robert,Frank,frank@hillsidelc.org
169624,Los Angeles,19648817026263,Hillsides Education Center,940 Avenue 64,Pasadena,CA,91105,,,,,323-254-2274,reisenberg@hillsides.org,,Pasadena Unified,Dr.,Ryan,Eisenberg,Director,Reisenberg@hillsides.org,Coeducational,Both,K,12,0,2,2,1,4,8,8,7,7,11,11,10,12,0,0,83,Yes,9,9,0,2,25,Yes,Yes,No,No,Yes,Non-religious,,Dr.,Ryan,Eisenberg,Director,,Ms.,Stacey,Roth,sroth@hillsides.org
179257,Los Angeles,19646596151047,Hogg's Hollow Kindergarten,4490 Cornishon Avenue,La Cañada,CA,91011,,,,,818-790-1700,info@hoggshollowschool.com,,La Canada Unified,Mrs.,Rose,Hogg,Director,rose@hoggshollowschool.com,Coeducational,Day Only,K,K,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,No,0,1,1,1,0,No,No,No,No,No,Non-religious,,Mrs.,Rose,Hogg,Director,rose@hoggshollowschool.com,Mrs.,Rose,Hogg,rose@hoggshollowschool.com
185033,Los Angeles,19647336146674,Hollywood Preschool and Kindergarten,1313 North Edgemont Street,Los Angeles,CA,90027,,,,,323-660-7896,hollywoodpsk@gmail.com,,Los Angeles Unified,Mrs.,Fazeena,Razikeen,Director,hollywoodpsk@gmail.com,Coeducational,Day Only,K,K,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,0,1,0,1,0,No,No,No,No,No,Non-religious,,Mr.,Tuan,Razikeen,Administrator,trazikeen@hotmail.com,Mrs.,Fazeena,Razikeen,Hollywoodpsk@gmail.com
169209,Los Angeles,19647336986400,Hollywood Schoolhouse,1233 North McCadden Place,Los Angeles,CA,90038,,,,,323-465-1320,info@hollywoodschoolhouse.org,,Los Angeles Unified,Mr.,Stephen,Bloodworth,Head of School,stephen@hollywoodschoolhouse.org,Coeducational,Day Only,K,6,40,34,22,33,21,17,27,0,0,0,0,0,0,0,0,194,No,0,14,5,8,7,No,Yes,No,No,Yes,Non-religious,,Mr.,Stephen,Bloodworth,Head of School,stephen@hollywoodschoolhouse.org,Mrs.,Tina,Harris,tina@hollywoodschoolhouse.org
169259,Los Angeles,19642616962294,Holy Angels School,360 Campus Drive,Arcadia,CA,91007,,,,,626-447-6312,tcarroll@holyangelsarcadia.org,,Arcadia Unified,Mr.,Ted,Carroll,Principal,tcarroll@holyangelsarcadia.org,Coeducational,Day Only,K,8,31,32,27,34,33,33,30,30,34,0,0,0,0,0,0,284,No,0,13,9,3,7,Yes,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Ted,Carroll,Principal,tcarroll@holyangelsarcadia.org,Miss,Sharon,Papac,sp@holyangelsarcadia.org
178177,Los Angeles,19650296962328,Holy Family,1301 Rollin Street,South Pasadena,CA,91030,,,,,626-799-4354,fmontejano@holyfamily.org,ICandelaria@la-archdiocese.org,South Pasadena Unified,Dr.,Frank,Montejano,Principal,fmontejano@holyfamiloy.org,Coeducational,Day Only,K,8,29,36,36,33,36,36,35,33,36,0,0,0,0,0,0,310,No,0,12,3,2,24,No,Yes,No,No,Yes,Religious,Roman Catholic,Dr.,Frank,Montejano,Principal,,Dr.,Frank,Montejano,
171433,Los Angeles,19645686962310,Holy Family Elementary,400 South Louise Street,Glendale,CA,91205,,,,,818-243-9239,fsuelto@hfgsglendale.org,,Glendale Unified,Rev.,James,Bevacqua,President,Fr-Bevacqua@hfglendale.org,Coeducational,Day Only,K,8,41,31,25,31,22,29,28,31,28,0,0,0,0,0,0,266,No,0,10,9,1,15,No,Yes,No,No,Yes,Religious,Roman Catholic,Miss,Fidela,Suelto,Principal,FSuelto@hfgsglendale.org,Mrs.,Marirose,Martinez,MMartinez@hfgsglendale.org
179344,Los Angeles,19645686934954,Holy Family High School College Preparatory,400 East Lomita Avenue,Glendale,CA,91205,,,,,818-241-3178,kmilkovich@hfhsglendale.org,erobillard@hfhsglendale.org,Glendale Unified,Dr.,Edward,Robillard,Principal,erobillard@hfhsglendale.org,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,39,49,55,39,0,0,182,Yes,46,11,5,5,3,No,Yes,No,No,Yes,Religious,Roman Catholic,Dr.,Edward,Robillard,Principal,erobillard@hfhsglendale.org,Dr.,Edward,Robillard,erobillard@hfhsglendale.org
177109,Los Angeles,19647256962344,Holy Innocents Elementary,2500 Pacific Avenue,Long Beach,CA,90806,,,,,562-424-1018,principal@holyinnocentsschlb.org,school-9300@la-archdiocese.org,Long Beach Unified,Sr.,Rosalie,Nagy,Principal,principal@holyinnocentsschlb.org,Coeducational,Day Only,K,8,31,18,21,12,14,9,16,18,10,0,0,0,0,0,0,149,No,0,8,0,2,9,No,Yes,No,No,Yes,Religious,Roman Catholic,Sr.,Rosalie,Nagy,Principal,principal@holyinnocentsschlb.org,Sr.,Rosalie,Nagy,principal@holyinnocentsschlb.org
182272,Los Angeles,19647337072598,Holy Martyrs Armenian Elementary,16617 Parthenia Street,North Hills,CA,91343,,,,,818-892-7991,admin@ferrahian.com,,Los Angeles Unified,Mr.,John,Kossakian,Principal,principal@ferrahian.com,Coeducational,Day Only,K,5,44,42,36,34,35,34,0,0,0,0,0,0,0,0,0,225,No,0,18,4,3,6,No,Yes,No,No,Yes,Religious,Apostolic,Mr.,John,Kossakian,Principal,principal@ferrahian.com,Mrs.,Anahid,Bulanikian,secretary@ferrahian.com
182288,Los Angeles,19647336934962,Holy Martyrs Armenian High School–Ferrahian,5300 White Oak Avenue,Encino,CA,91316,,,,,818-784-6228,admin@ferrahian.com,,Los Angeles Unified,Mr.,John,Kossakian,Principal,principal@ferrahian.com,Coeducational,Day Only,6,12,0,0,0,0,0,0,43,33,50,54,30,30,31,0,0,271,Yes,0,17,6,4,10,No,Yes,No,No,Yes,Religious,Apostolic,Mr.,John,Kossakian,Principal,principal@ferrahian.com,Miss,Clara,Khodabakhshian,office@ferrahian.com
169476,Los Angeles,19647336962351,Holy Name of Jesus Catholic Elementary,1955 West Jefferson Boulevard,Los Angeles,CA,90018,,,,,323-731-2255,holynamesch@earthlink.net,,Los Angeles Unified,Fr.,Stanley,Ihuoma,Administrator,holynamesch@earthlink.net,Coeducational,Day Only,K,8,15,22,19,22,18,25,18,13,16,0,0,0,0,0,0,168,No,0,10,3,1,8,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Marva,Belisle,Principal,holynamesch@earthlink.net,Ms.,Marva,Belisle,
169355,Los Angeles,19643296962369,Holy Name of Mary,124 South San Dimas Canyon Road,San Dimas,CA,91773,,,,,909-542-0449,hnmschool@hnmschool.org,ICandelaria@la-archdiocese.org,Bonita Unified,Mrs.,Deborah,Marquez,Principal,dmarquez@hnmschool.org,Coeducational,Day Only,K,8,34,34,34,36,36,35,33,35,36,0,0,0,0,0,0,313,No,0,14,2,1,15,No,Yes,No,No,Yes,Religious,Roman Catholic,Fr.,Rich,Danyluk,Other,hnm@hnmparish.org,Miss,Christine,Hayashi,cahayashi@la-archdiocese.org
179100,Los Angeles,19647336962385,Holy Spirit Elementary,1418 South Burnside Avenue,Los Angeles,CA,90019,,,,,323-933-7775,holyspiritschoolla@yahoo.com,ICandelaria@la-archdiocese.org,Los Angeles Unified,Ms.,Nuria,Gordillo,Principal,n_gordillo@hotmail.com,Coeducational,Day Only,K,4,28,28,23,22,20,0,0,0,0,0,0,0,0,0,0,121,No,0,6,0,1,11,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Nuria,Gordillo,Principal,,Ms.,Nuria,Gordillo,n_gordillo@hotmail.com
180190,Los Angeles,19647336145981,Holy Trinity Academy,2714 St. George Street,Los Angeles,CA,90027,,,,,323-661-9200,klloyd@la-archdiocese.org,icandelaria@la-archdiocese.org,Los Angeles Unified,Ms.,Karen,Lloyd,Principal,klloyd@la-archdiocese.org,Coeducational,Day Only,K,4,11,12,16,9,18,0,0,0,0,0,0,0,0,0,0,66,No,0,5,0,1,5,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Karen,Lloyd,Principal,klloyd@la-archdiocese.org,Ms.,Karen,Lloyd,klloyd@la-archdiocese.org
175553,Los Angeles,19647336962401,Holy Trinity Elementary,1226 West Santa Cruz Street,San Pedro,CA,90732,,,,,310-833-0703,lwiley@holytrinitysp.org,holytrinityschoolsecretary@yahoo.com,Los Angeles Unified,Dr.,Linda,Wiley,Principal,lwiley@holytrinitysp.org,Coeducational,Day Only,K,8,34,46,49,56,53,54,70,68,63,0,0,0,0,0,0,493,No,0,21,7,3,28,No,Yes,No,No,Yes,Religious,Roman Catholic,Rev.,Sebastian,Vettickal,Administrator,svettickal@holytrinitysp.org,Dr.,Linda,Wiley,lwiley@holytrinitysp.org
180203,Los Angeles,19647336962393,Holy Trinity Elementary School,3716 Boyce Avenue,Los Angeles,CA,90039,,,,,323-663-2064,klloyd@la-archdiocese.org,icandelaria@la-archdiocese.org,Los Angeles Unified,Ms.,Karen,Lloyd,Principal,klloyd@la-archdiocese.org,Coeducational,Day Only,5,8,0,0,0,0,0,14,15,17,13,0,0,0,0,0,0,59,No,0,4,0,1,3,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Karen,Lloyd,Principal,klloyd@la-archdiocese.org,Ms.,Karen,Lloyd,klloyd@la-archdiocese.org
169503,Los Angeles,19642126150528,Honeycomb Learning Center,11805 Del Amo Boulevard,Cerritos,CA,90703,,,,,562-860-7100,Honeycombtutoring @gmail.com,abayazprag@yahoo.com,ABC Unified,Mrs.,Jacqueiegoline,Diego,Headmaster,honeycombtutoring @gmail.com,Coeducational,Day Only,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,0,1,2,1,0,No,No,No,No,No,Non-religious,,Mrs.,Hiranthi,Abayaratna,Director,abayazprag@yahoo.com,Mrs.,Jacqueline,Diego,jackiediego4@gmail.com
171031,Los Angeles,19646007025273,Hope Chapel Academy,2420 Pacific Coast Highway,Hermosa Beach,CA,90254,,,,,310-374-4673,winnie.sato@hopechapel.org,,Hermosa Beach City Elementary,Rev.,Zachary,Nazarian,Superintendent,winnie.sato@hopechapel.org,Coeducational,Day Only,K,12,1,1,4,13,5,3,7,4,5,8,7,6,1,0,0,65,Yes,9,42,7,4,2,No,Yes,No,No,Yes,Religious,Church of the Four Square Gospel,Mr.,Dale,Turner,Principal,,Mrs.,Winnie,Sato,winnie.sato@hopechapel.org
168758,Los Angeles,19645766962419,Hope Lutheran Elementary,1041 East Foothill Boulevard,Glendora,CA,91741,,,,,626-335-5315,adminoffice@hopeglendora.org,,Glendora Unified,Mr.,Glen,Dickenson,President,adminoffice@hopeglendora.org,Coeducational,Day Only,K,8,11,16,16,17,13,16,25,14,9,0,0,0,0,0,0,137,No,0,9,3,1,3,Yes,Yes,No,Yes,Yes,Religious,Lutheran,Mr.,Jerry,White,Principal,principal@hopeglendora.org,Mrs.,Margaret,Kiepke,adminoffice@hopeglendora.org
187324,Los Angeles,19647256979850,Huntington Academy,1423 Walnut Avenue,Long Beach,CA,90813,,,,,562-591-2508,HUNTINGTONACADEMY1@HOTMAIL.COM,,Long Beach Unified,Mr.,Benjamin,Stafford,Administrator,huntingtonacademy1@hotmail.com,Coeducational,Day Only,K,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,30,No,0,1,0,0,2,No,Yes,Yes,No,Yes,,,Ms.,Mary,Bryant,Executive Director,,Mr.,Benjamin,Stafford,
172482,Los Angeles,19643947087158,ICC Community School,3619 North Garey Avenue,Pomona,CA,91767,,,,,909-392-9692,icccommunityschool@yahoo.com,,Pomona Unified,Miss,FATIMA,SIDDIQUI,Administrator,ICCCOMMUNITYSCHOOL@YAHOO.COM,Coeducational,Day Only,K,7,12,10,11,6,9,7,4,3,0,0,0,0,0,0,0,62,No,0,8,2,2,1,No,Yes,No,No,Yes,Religious,Islamic,Mrs.,ENTESAR,HAMDAN,Principal,ENTESARHAMDAN@YAHOO.COM,Miss,FATIMA,SIDDIQUI,ICCCOMMUNITYSCHOOL@YAHOO.COM
171653,Los Angeles,19647336150239,ICL Academy for Film & Performing Arts,"1201 West 5th Street, Suite F10",Los Angeles,CA,90017,,,,,424-285-5519,alake@dwight.edu,,Los Angeles Unified,Dr.,Anthea,Lake,Head of School,alake@dwight.edu,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,10,1,2,7,0,0,20,Yes,0,2,7,1,1,No,Yes,No,No,Yes,Non-religious,,Mr.,Kirk,Spahn,Other,alake@dwight.edu,Dr.,Anthea,Lake,alake@dwight.edu
169150,Los Angeles,19646837088024,Ilan Ramon Day School,27400 Canwood Street,Agoura,CA,91301,,,,,818-707-2365,yhronsky@ilanramon.com,,Las Virgenes Unified,Mr.,Yuri,Hronsky,Head of School,yhronsky@ilanramon.com,Coeducational,Day Only,K,5,13,16,18,15,13,9,0,0,0,0,0,0,0,0,0,84,No,0,10,6,3,2,No,Yes,No,No,Yes,Religious,Jewish,Mr.,Yuri,Hronsky,Head of School,yhronsky@ilanramon.com,Mrs.,Sherrell,Brantley,sbrantley@ilanramon.com
175997,Los Angeles,19647336962435,Immaculate Conception,830 Green Avenue,Los Angeles,CA,90017,,,,,213-382-5931,principal@ics-la.org,principal.murphy@gmail.com,Los Angeles Unified,Ms.,Mary Ann,Murphy,Principal,principal@ics-la.org,Coeducational,Day Only,K,8,28,33,27,28,32,31,26,27,23,0,0,0,0,0,0,255,No,0,8,3,2,8,No,Yes,No,No,Yes,Religious,Roman Catholic,Rev.,Jesus F.,Garcia,Other,jesusessse@yahoo.com,Ms.,Alexandra,LaSerna,alaserna@ics-la.org
185506,Los Angeles,19647906962443,Immaculate Conception,726 South Shamrock Avenue,Monrovia,CA,91016,,,,,626-358-5129,clovano@icschoolmonrovia.org,ICandelaria@la-arcdiocese.org,Monrovia Unified,Mrs.,Carmela,Lovano,Principal,clovano@icschoolmonrovia.org,Coeducational,Day Only,K,8,9,10,9,3,12,5,6,4,7,0,0,0,0,0,0,65,No,0,4,0,1,2,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Carmela,Lovano,Principal,clovano@icschoolmonrovia.org,Mrs.,Ana,Guiterrez,office@icschoolmonrovia.org
171292,Los Angeles,19647336934988,Immaculate Heart High and Middle School,5515 Franklin Avenue,Los Angeles,CA,90028,,,,,323-461-3651,vhurst@immaculateheart.org,,Los Angeles Unified,Ms.,Virginia,Hurst,Principal,vhurst@immaculateheaart.org,Girls Only,Day Only,6,12,0,0,0,0,0,0,65,76,63,135,129,108,113,0,0,689,Yes,127,57,5,6,26,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Maureen,Diekmann,President,mdiekmann@immaculateheart.org,Mrs.,Carol,Cobbs,ccobbs@immaculateheart.org
182604,Los Angeles,19647336962450,Immaculate Heart of Mary Elementary,1055 North Alexandria Avenue,Los Angeles,CA,90029,,,,,323-663-4611,ihm1@pacbell.net,,Los Angeles Unified,Ms.,Allyson,Alberto,Principal,ihm1@pacbell.net,Coeducational,Day Only,K,8,14,19,19,18,20,14,20,17,21,0,0,0,0,0,0,162,No,0,10,0,1,9,No,Yes,No,No,Yes,Religious,Roman Catholic,Fr.,Thai,Le,Other,,Ms.,Mayra,Giron,gironmayra3@gmail.com
170817,Los Angeles,19645686962476,Incarnation Elementary,123 West Glenoaks Boulevard,Glendale,CA,91202,,,,,818-241-2269,ckassakhian@incaschool.org,Icandelaria@la-archdiocese.org,Glendale Unified,Mrs.,Courtney,Kassakhian,Principal,ckassakhian@incaschool.org,Coeducational,Day Only,K,8,18,24,29,24,29,29,29,26,19,0,0,0,0,0,0,227,No,0,11,4,1,5,No,Yes,No,No,Yes,Religious,Roman Catholic,Fr.,Steven,Zak,Other,ckassakhian@incaschool.org,Mrs.,Courtney,Kassakhian,ckassakhian@incaschool.org
173044,Los Angeles,19650296934152,"Institute for the Redesign of Learning, Almansor Academy","625 Fair Oaks Avenue, Suite 300",South Pasadena,CA,91030,,,,,323-257-3006,eamey@almansor.org,landrews@almansor.org,South Pasadena Unified,Mr.,Edward,Amey,Executive Director,eamey@almansor.or,Coeducational,Day Only,K,12,0,1,3,6,9,11,8,12,14,18,22,25,29,0,0,158,No,18,16,1,2,52,No,Yes,Yes,No,Yes,Non-religious,,Mrs.,Lori,Andrews,Director,landrews@almansor.org,Mrs.,Staci,Hazlett,shazlett@tesidea.org
171080,Los Angeles,19648810127415,"Institute for the Redesign of Learning, Westmoreland Academy",5&6 Westmoreland Place,Pasadena,CA,91103,,,,,626-356-1500,mdocter@almansor.org,,Pasadena Unified,Dr.,Melinda,Docter,Director,mdocter@almansor.org,Coeducational,Day Only,K,12,0,0,1,0,3,5,6,8,12,17,5,13,11,0,10,91,Yes,1,8,0,3,71,Yes,Yes,Yes,No,Yes,Non-religious,,Mr.,Edward,Amey,Other,eamey@almansor.org,Dr.,Melinda,Docter,mdocter@almansor.org
170466,Los Angeles,19734606146021,Institute of Knowledge,1009 Via Sorella,Diamond Bar,CA,91789,,,,,909-595-2401,info@instituteofknowledge.com,administration@instituteofknowledge.com,Walnut Valley Unified,Ms.,Farah,Lakhany,Administrator,flakhany@instituteofknowledge.com,Coeducational,Day Only,K,10,24,24,25,14,24,17,24,23,14,18,12,0,0,0,0,219,No,0,19,4,4,7,No,Yes,No,No,Yes,Religious,Islamic,Mr.,Nomaan,Baig,Director,administration@instituteofknowledge.com,Ms.,Lisa,Kahler,lkahler@instituteofknowledge.com
170723,Los Angeles,19647336145866,Interamerican Adult School,6627 Chalet Drive,Bell Gardens,CA,90201,PO Box 491,Bell Gardens,CA,90201,323-627-0704,interamericanadultschool@gmail.com,,Los Angeles Unified,Ms.,Gladys,Rendon,President,teachermath1@yahoo.com,Coeducational,Day Only,8,12,0,0,0,0,0,0,0,0,0,82,52,65,130,0,0,329,No,0,5,4,1,1,No,Yes,No,No,Yes,,,Ms.,Gladys,Rendon,Administrator,teachermath1@yahoo.com,Ms.,Gladys,Rendon,teachermath1@yahoo.com
174685,Los Angeles,19647336143564,International School of Los Angeles-BB,1105 West Riverside Drive,Burbank,CA,91506,,,,,818-900-1895,anneli.harvey@lilaschool.com,john.fleck@lilaschool.com,Burbank Unified,Mrs.,Anneli,Harvey,Director,anneli.harvey@lilaschool.com,Coeducational,Day Only,6,12,0,0,0,0,0,0,61,61,47,45,37,32,33,0,0,316,No,32,36,1,11,8,No,Yes,Yes,No,Yes,Non-religious,,Mrs.,Anneli,Harvey,Director,anneli.harvey@lilaschool.com,Mrs.,Anneli,Harvey,anneli.harvey@lilaschool.com
174671,Los Angeles,19648817072036,International School of Los Angeles-PAS,30 North Marion Avenue,Pasadena,CA,91106,,,,,626-793-0943,philippe.detzen@lilaschool.com,john.fleck@lilaschool.com,Pasadena Unified,Mr.,Philippe,Detzen,Director,philippe.detzen@lilaschool.com,Coeducational,Day Only,K,5,20,20,21,19,13,13,0,0,0,0,0,0,0,0,0,106,No,0,12,0,4,6,No,Yes,Yes,No,Yes,Non-religious,,Mr.,Philippe,Detzen,Director,philippe.detzen@lilaschool.com,Mr.,Philippe,Detzen,philippe.detzen@lilaschool.com
174605,Los Angeles,19647336201958,International School of Los Angeles–WV,5933 Lindley Avenue,Tarzana,CA,91356,,,,,818-345-0155,sebastien.pelletier@lilaschool.com,john.fleck@lilaschool.com,Los Angeles Unified,Mr.,Sebastien,Pelletier,Director,sebastien.pelletier@lilaschool.com,Coeducational,Day Only,K,5,16,15,19,17,10,20,0,0,0,0,0,0,0,0,0,97,No,0,11,0,5,5,No,Yes,Yes,No,Yes,Non-religious,,Mr.,Sebastien,Pelletier,Director,sebastien.pelletier@lilaschool.com,Mr.,Sebastien,Pelletier,sebastien.pelletier@lilaschool.com
184611,Los Angeles,19647336148076,Islah Academy,2900 Slauson Avenue,Los Angeles,CA,90043,,,,,323-596-3456,islahacademy@gmail.com,zzali323@gmail.com,Los Angeles Unified,Mrs.,Azizah,Ali,Principal,zzali323@gmail.com,Coeducational,Day Only,K,7,7,7,3,5,7,9,4,2,0,0,0,0,0,0,0,44,No,0,5,2,1,2,No,Yes,No,No,Yes,Religious,Islamic,Mr.,Jihad,Saafir,Director,jihad_saafir@yahoo.com,Mrs.,Garland,Bush,garlandbush@gmail.com
176741,Los Angeles,19647337103435,Ivie League Christian Preschool,4416 West Slauson Avenue,Los Angeles,CA,90043,,,,,323-294-4447,theivieleague@aol.com,,Los Angeles Unified,Mrs.,Mercedes,Hornsby,Executive Director,theivieleague@aol.com,Coeducational,Day Only,K,12,27,2,1,1,0,0,0,0,0,0,1,2,0,0,0,34,Yes,0,3,1,2,1,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Christopher,Monteilh,Administrator,theivieleague@aol.com,Mr.,Christopher,Monteilh,theivieleague@aol.com
175861,Los Angeles,19647336149009,Ivy Road School,619 South New Hampshire Avenue #200,Los Angeles,CA,90005,"3010 Wilshire Boulevard, #543",Los Angeles,CA,90010,213-200-2300,ivyroadschool@gmail.com,,Los Angeles Unified,Mr.,Yoo,Kim,Administrator,ivyroadschool@gmail.com,Coeducational,Both,K,12,0,0,0,0,0,0,2,2,2,2,4,4,2,0,8,26,Yes,2,2,2,1,1,Yes,No,No,No,No,Non-religious,,Dr.,Robert,Levy,Principal,ivyroadschool@gmail.com,Ms.,Young,Lee,mota5@naver.com
181606,Los Angeles,19647336138580,JETS Yeshivah,16601 Rinaldi Street,Granada Hills,CA,91344,,,,,818-831-3000,info@jetsschool.org,Rabbismith@jetsschool.org,Los Angeles Unified,Rabbi,Mayer,Schmukler,Executive Director,info@jetsschool.org,Boys Only,Both,10,12,0,0,0,0,0,0,0,0,0,0,8,18,17,0,0,43,No,0,2,5,2,5,No,Yes,Yes,Yes,Yes,Religious,Jewish,Mr.,Arthur,Diller,Other,info@jetsschool.org,Rabbi,Yossi,Engel,info@jetsschool.org
168889,Los Angeles,19643297066079,Joan Macy School,1350 3rd Street,La Verne,CA,91750,,,,,909-596-3173,kirkm@davidandmargaret.org,,Bonita Unified,Mrs.,Monica,Kirk,Director,KirkM@davidandmargaret.org,Coeducational,Day Only,1,12,0,0,0,1,1,0,2,3,4,4,6,2,3,0,0,26,Yes,6,3,2,1,12,Yes,Yes,No,No,Yes,Non-religious,,Mrs.,Monica,Kirk,Director,KirkM@davidandmargaret.org,Mrs.,Claudia,Enriquez,enriquezc@davidandmargaret.org
182270,Los Angeles,19647336205801,Joy Taylor,5920 Shoup Avenue,Woodland Hills,CA,91367,5920 Shoup Avenue,Woodland Hills,CA,91367,818-346-8355,joy@topangamountainschool.org,joy@topangamountainschool.org,Los Angeles Unified,Ms.,Joy,Taylor,Director,joy@topangamountainschool.org,Coeducational,Day Only,6,8,0,0,0,0,0,0,6,24,14,0,0,0,0,0,0,44,No,0,4,6,1,1,No,Yes,No,No,Yes,Non-religious,,Ms.,Joy,Taylor,Director,joy@topangamountainschool.org,Ms.,Joy,Taylor,joy@topangamountainschool.org
174589,Los Angeles,19648406130348,Joyland Preschool,12645 Pioneer Boulevard,Norwalk,CA,90650,,,,,562-863-9960,joylandpreschoolnorwalk@gmail.com,dnsangani@hotmail.com,Norwalk-La Mirada Unified,Mr.,Dilip,Sangani,Administrator,joylandpreschoolnorwalk@gmail.com,Coeducational,Day Only,K,K,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,0,2,1,1,2,No,No,No,No,No,Non-religious,,Mrs.,Sheila,Sangani,Director,joylandpreschoolnorwalk@gmail.com,Mr.,Dilip,Sangani,joylandpreschoolnorwalk@gmail.com
182135,Los Angeles,19650606202048,Jubilee Torrance Academy,18015 Prairie Avenue,Torrance,CA,90504,,,,,310-542-6961,jtacademy@yahoo.com,,Torrance Unified,Mrs.,Gail,Barela,Director,jtacademy@yahoo.com,Coeducational,Day Only,1,12,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,6,No,1,0,3,1,0,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Leonard,Barela,Principal,jtacademy@yahoo.com,Mrs.,Gail,Barela,jtacademy@yahoo.com
174025,Los Angeles,19648816201057,Judson International,1610 East Elizabeth Street,Pasadena,CA,91104,,,,,626-398-2476,info@judsonschool.org,,Pasadena Unified,Mrs.,Lynette,Marroquin,Administrator,info@judsonschool.org,Coeducational,Day Only,K,12,14,8,8,9,9,16,14,21,26,22,11,8,9,11,7,193,Yes,2,17,3,5,1,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Diana,Bjoraker,Principal,diana.bjoraker@judsonschool.org,Mrs.,Lynette,Marroquin,info@judsonschool.org
188791,Los Angeles,19647336979603,Junior Blind of America,5300 Angeles Vista,Los Angeles,CA,90043,,,,,323-295-4555,lbooth@juniorblind.org,,Los Angeles Unified,Ms.,Lois,Booth,Principal,lbooth@juniorblind.org,Coeducational,Day Only,K,12,0,0,0,2,2,4,2,3,8,3,9,3,2,0,17,55,No,0,6,0,2,30,Yes,Yes,No,No,Yes,Non-religious,,Ms.,Lois,Booth,Principal,lbooth@juniorblind.org,Ms.,Gioconda,Lopez,glopez@juniorblind.org
168989,Los Angeles,19647336935027,Junipero Serra High School,14830 South Van Ness Avenue,Gardena,CA,90249,,,,,310-324-6675,principal@la-serrahs.org,,Los Angeles Unified,Mr.,Jeffrey,Guzman,Principal,jguzman@la-serrahs.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,140,126,153,126,0,0,545,Yes,132,28,0,9,16,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Nadi,Wissa,Other,nwissa@la-serrahs.org,Mrs.,Denise,Harris,dharris@la-serrahs.org
