"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012-13 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 5, 2013)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2012,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
117349,Los Angeles,19647336201958,Lycee International de Los Angeles–WV,5933 Lindley Avenue,Tarzana,CA,91356,,,,,818-345-0155,mehdi.lazar@lilaschool.com,,Los Angeles Unified,Dr.,Mehdi,Lazar,Director,mehdi.lazar@lilaschool.com,Coeducational,Day Only,K,5,20,19,20,19,17,17,0,0,0,0,0,0,0,0,0,112,No,0,8,1,1,6,No,Yes,Yes,No,Yes,Non-religious,,Dr.,Mehdi,Lazar,Director,mehdi.lazar@lilaschool.com,Dr.,Mehdi,Lazar,mehdi.lazar@lilaschool.com
122294,Los Angeles,19645506139513,M. Janet Chin Youth Foundation,"3592 Rosemead Boulevard, Suite 449",Rosemead,CA,91770,,,,,626-789-6579,info@mjcyf.org,,Garvey Elementary,Mr.,Keno,Deary,Director,kdeary@mjcyf.org,Coeducational,Day Only,K,8,10,4,8,10,7,4,3,4,2,0,0,0,0,0,0,52,No,0,4,3,1,3,No,Yes,Yes,No,Yes,Non-religious,,Mr.,Keno,Deary,Director,kdeary@mjcyf.org,Mr.,Keno,Deary,kdeary@mjcyf.org
120325,Los Angeles,19753336926653,Magic Rainbow Preschool,1159 Aviation Boulevard,Manhattan Beach,CA,90266,,,,,310-376-7556,bonniebou@hotmail.com,,Manhattan Beach Unified,Mrs.,Bonnie,Bourgeois,Director,bonniebou@hotmail.com,Coeducational,Day Only,K,K,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,No,0,1,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Bonnie,Bourgeois,President,bonniebou@hotmail.com,Mrs.,Bonnie,Bourgeois,bonniebou@hotmail.com
120025,Los Angeles,19647336982193,Maimonides Academy,310 North Huntley Drive,Los Angeles,CA,90048,,,,,310-659-2456,msroka@maimonidesla.com,,Los Angeles Unified,Rabbi,Baruch,Kupfer,Executive Director,rbkupfer@maimonidesla.com,Coeducational,Day Only,K,8,44,46,49,47,40,37,49,46,32,0,0,0,0,0,0,390,No,0,60,6,5,13,No,Yes,Yes,No,Yes,Religious,Jewish,Rabbi,Aharon,Wilk,Principal,rabbiwilk@yahoo.com,Mrs.,Mindy,Sroka,msroka@gmail.com
128138,Los Angeles,19647337014608,Maimonidies Torah Academy–South,24412 Narbonne Avenue,Lomita,CA,90717,,,,,310-326-8234,chabadsb@sbcglobal.net,,Los Angeles Unified,Rabbi,Eli,Hecht,Director,rabbieh@aol.com,Coeducational,Day Only,K,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,No,0,1,0,1,0,No,Yes,No,No,Yes,Religious,Jewish,Rabbi,Eli,Hecht,Director,Rabbieh@aol.com,Mrs.,Tzivia,Sacks,chabadsb@sbcglobal.net
132286,Los Angeles,19734526145908,Main Street School,16809 Main Street,La Puente,CA,91744,,,,,626-482-1831,ccasillas29@aol.com,,Rowland Unified School District,Mrs.,Maria,Uriostegui,Principal,,Coeducational,Day Only,1,12,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,8,Yes,0,1,0,1,0,Yes,No,No,No,No,Religious,Roman Catholic,Mrs.,Maria,Uriostegui,Administrator,ccasillas29@aol.com,Mr.,Mario,Uriostegui,
126972,Los Angeles,19753337031016,Manhattan Academy,1740 Manhattan Beach Boulevard,Manhattan Beach,CA,90266,,,,,310-374-1804,marm@manhattanacademy.org,,Manhattan Beach Unified,Ms.,Marcia,Mar,Director,marm@manhattanacademy.org,Coeducational,Day Only,K,8,28,11,12,7,8,2,0,1,3,0,0,0,0,0,0,72,No,0,8,1,2,3,No,No,No,No,No,Non-religious,,Mrs.,Mia,Levi,Administrator,miajlevi@gmail.com,Mr.,Evan,Levi,evanelevi@gmail.com
120465,Los Angeles,19647256142020,Maple Village Waldorf School,4017 East Sixth Street,Long Beach,CA,90814,PO Box 14498,Long Beach,CA,90803,562-434-8200,info@maplevillageschool.org,,Long Beach Unified,Ms.,Christina,Sbarra,Administrator,christina@maplevillageschool.org,Coeducational,Day Only,K,3,9,8,10,3,0,0,0,0,0,0,0,0,0,0,0,30,No,0,3,5,2,4,No,Yes,No,No,Yes,Non-religious,,Ms.,Christina,Sbarra,Administrator,,Ms.,Alice,Stevens,
128384,Los Angeles,19648816935241,Maranatha High School,169 South Saint John Avenue,Pasadena,CA,91105,,,,,626-817-4050,k_dreyer@mhs-hs.org,,Pasadena Unified,Mr.,Kris,Dreyer,Executive Director,k_dreyer@mhs-hs.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,185,154,148,171,0,0,658,Yes,164,45,9,7,13,Yes,Yes,Yes,Yes,Yes,Religious,Interdenominational,Mr.,John,Davis,President,jdavis@kpmg.com,Mrs.,Caren,Carrillo,c_carrillo@mhs-hs.org
130320,Los Angeles,19647336901250,Marcus Garvey,5760 6th Avenue,Los Angeles,CA,90043,,,,,323-294-1020,marcusgarveyschool@sbcglobal.net,synoviasaunders@sbcglobal.net,Los Angeles Unified,Ms.,Linda,Saunders,Executive Director,synoviasaunders@sbcglobal.net,Coeducational,Day Only,K,8,21,12,8,9,1,5,3,1,3,0,0,0,0,0,0,63,No,0,6,0,2,2,No,Yes,No,No,Yes,Non-religious,,Ms.,Linda,Saunders,Administrator,synoviasaunders@sbcglobal.net,Mrs.,Linda,Barnes,
126814,Los Angeles,19644516916563,Maria Montessori House of Children,9036 East Imperial Highway,Downey,CA,90242,,,,,562-869-3218,dmanif@aol.com,,Downey Unified,Mrs.,Rosemarie,Fernando,Director,dmanif@aol.com,Coeducational,Day Only,K,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,No,0,1,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Rosemarie,Fernando,Director,,Mrs.,Rosemarie,Fernando,
126840,Los Angeles,19644516996870,Maria Montessori House of Children,12067 Paramount Boulevard,Downey,CA,90242,,,,,562-861-4308,dmanif@aol.com,,Downey Unified,Mrs.,Cherene,Fernando,Administrator,dmanif@aol.com,Coeducational,Day Only,K,5,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,26,No,0,2,1,1,0,No,No,No,No,No,Non-religious,,Mrs.,Cherene,Fernando,Administrator,,Mrs.,Cherene,Fernando,
123603,Los Angeles,19647336962559,Maria Regina,13510 Van Ness Avenue,Gardena,CA,90249,,,,,310-327-9133,"mariareginalino@gmail.com, mviz",,Los Angeles Unified,Fr.,Sang,Tran,Administrator,"mariareginalino@gmail.com,",Coeducational,Day Only,K,8,20,17,21,20,18,24,30,30,34,0,0,0,0,0,0,214,No,0,10,10,2,0,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Lynnette,Lino,Principal,mariareginalino@gmail.com,Mrs.,Lynnette,Lino, mariareginalino@gmail.mvizcaino@la-archdioces.org
122462,Los Angeles,19648816982219,Marianne Frostig Center of Educational Therapy,971 Altadena Drive,Pasadena,CA,91107,,,,,626-791-1255,center@frostig.org,kaye@frostig.org,Pasadena Unified,Dr.,Bennett,Ross,Executive Director,bennett@frostig.org,Coeducational,Day Only,1,12,0,2,2,0,6,5,8,3,16,15,11,12,11,0,0,91,Yes,7,9,0,3,25,Yes,Yes,No,No,Yes,Non-religious,,Dr.,Christine,Schnieders,Head of School,chris@frostig.org,Ms.,Kaye,Sergeant,kaye@frostig.org
116512,Los Angeles,19647257079858,Marina Montessori School,2301 Ximeno Avenue,Long Beach,CA,90815,,,,,562-494-4641,candybriz@aol.com,,Long Beach Unified,Mrs.,Candyce,Brizzolara,Director,candybriz@aol.com,Coeducational,Day Only,K,3,5,6,3,3,0,0,0,0,0,0,0,0,0,0,0,17,No,0,2,1,1,2,No,No,No,No,No,Non-religious,,Mr.,Robert,Bowman,Administrator,CandyBriz@aol.com,Mrs.,Candyce,Brizzolara,CandyBriz@aol.com
122929,Los Angeles,19647336935266,Marlborough,250 South Rossmore Avenue,Los Angeles,CA,90004,,,,,323-935-1147,Julia.Yzaguirre@marlboroughschool.org,,Los Angeles Unified,Ms.,Barbara,Wagner,Head of School,barbara.wagner@marlboroughschool.org,Girls Only,Day Only,7,12,0,0,0,0,0,0,0,81,80,84,97,94,94,0,0,530,Yes,84,54,21,27,21,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,John,Emerson,President,,Mrs.,Julia,Yzaguirre,Julia.Yzaguirre@marlboroughschool.org
123800,Los Angeles,19647336962575,Mary Immaculate Elementary School,10390 Remick Avenue,Pacoima,CA,91331,,,,,818-834-8551,gullano@aol.com,MVizcaino@la-archdiocese.org,Los Angeles Unified,Mrs.,Federina,Gullano,Principal,gullano@aol.com,Coeducational,Day Only,K,8,29,17,20,22,18,10,27,25,29,0,0,0,0,0,0,197,No,0,9,2,2,9,No,Yes,No,No,Yes,Religious,Roman Catholic,Fr.,Victor,Santoyo,Head of School,vsantoyo@la-archdiocese.org,Mrs.,Federina,Gullano,gullano@aol.com
123245,Los Angeles,19647336962583,Mary Star of the Sea Elementary,717 South Cabrillo Avenue,San Pedro,CA,90731,,,,,310-831-0875,mrsm678@aol.com,MVizcaino@la-archdiocese.org,Los Angeles Unified,Mrs.,Noreen,Maricich,Principal,mrsm678@aol.com,Coeducational,Day Only,K,8,24,20,21,18,18,21,32,37,40,0,0,0,0,0,0,231,No,0,10,0,1,6,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Noreen,Maricich,Principal,mrsm678@aol.com,Mrs.,Noreen,Maricich,mrsm678@aol.com
120372,Los Angeles,19647336935746,Mary Star of the Sea High School,2500 North Taper Avenue,San Pedro,CA,90731,,,,,310-547-1138,nphillips@marystarhigh.com,MVizcaino@la-archdiocese.org,Los Angeles Unified,Ms.,Rita,Dever,Principal,principal@marystarhigh.com,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,114,116,138,126,0,0,494,Yes,125,27,1,3,8,No,Yes,No,No,Yes,Religious,Roman Catholic,Rev.,Nicholas,Tacito,Other,rector@marystarhigh.com,Mrs.,Nancy,Philips,nphillips@marystarhigh.com
124523,Los Angeles,19647336935274,Marymount High School,10643 Sunset Boulevard,Los Angeles,CA,90077,,,,,310-472-1205,jlandry@mhs-la.org,shelin@mhs-la.org,Los Angeles Unified,Mr.,Patrick E.,Lynch,Director,pelynch@mhs-la.org,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,103,90,83,93,0,0,369,Yes,90,36,11,12,26,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Jacqueline,Landry,Head of School,jlandry@mhs-la.org,Mr.,Adrian,Skrentny,askrentny@mhs-la.org
118409,Los Angeles,19644696136436,Maryvale Education Center,2502 Huntington Drive,Duarte,CA,91010,,,,,626-357-1514,dtomas@maryvale-ca.org,cmoore@maryvale-ca.org,Duarte Unified,Miss,Donna,Tomas,Director,dtomas@maryvale-ca.org,Coeducational,Day Only,K,K,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,No,0,1,1,2,1,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Christina,Moore,Administrator,cmoore@maryvale-ca.org,Miss,Donna,Tomas,dtomas@maryvale-ca.org
118414,Los Angeles,19645507097462,Maryvale Education/Kindergarten,7600 East Graves,Rosemead,CA,91770,,,,,626-280-6510,lgarcia@maryvale-ca.org,cmoore@maryvale-ca.org,Garvey Elementary,Mrs.,Lilliana,Garcia,Director,lgarcia@maryvale-ca.org,Coeducational,Day Only,K,K,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,No,0,1,1,2,1,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Christina,Moore,Administrator,cmoore@maryvale-ca.org,Mrs.,Lilliana,Garcia,lgarcia@maryvale-ca.org
120601,Los Angeles,19648816962625,Mayfield Junior,405 South Euclid Avenue,Pasadena,CA,91101,,,,,626-796-2774,ksweeney@mayfieldjs.org,,Pasadena Unified,Mrs.,Kathryn,Sweeney,Administrator,ksweeney@mayfieldjs.org,Coeducational,Day Only,K,8,53,55,56,58,59,60,59,59,58,0,0,0,0,0,0,517,No,0,43,2,14,34,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Joseph,Gill,Headmaster,jgill@mayfieldjs.org,Mrs.,Kathryn,Sweeney,ksweeney@mayfieldjs.org
119409,Los Angeles,19648816935282,Mayfield Senior School,500 Bellefontaine Street,Pasadena,CA,91105,,,,,626-799-9121,alex.kopelevich@mayfieldsenior.org,lisa.hernandez@mayfieldsenior.org,Pasadena Unified,Mrs.,Rita,McBride,Head of School,rita.mcbride@mayfieldsenior.org,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,79,78,69,77,0,0,303,Yes,76,25,13,11,23,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Rita,McBride,Head of School,alex.kopelevich@mayfieldsenior.org,Mr.,Alexander,Kopelevich,alex.kopelevich@mayfieldsenior.org
118154,Los Angeles,19649806140057,McKinna Learning Center,"28990 Pacific Coast Highway, Suite 220",Malibu,CA,90265,,,,,310-589-8144,drk@themckinnalearningcenter.com,,Santa Monica-Malibu Unified,Dr.,Kellye,McKinna,Director,drk@themckinnalearningcenter.com,Coeducational,Day Only,1,10,0,2,0,0,0,0,0,0,2,1,2,0,0,0,0,7,No,0,0,5,1,0,Yes,No,No,No,No,Non-religious,,Dr.,Kellye,McKinna,Head of School,drk@themckinnalearningcenter.com,Dr.,Kellye,McKinna,drk@themckinnalearningcenter.com
117255,Los Angeles,19648087048416,Meher Montessori School,2009 South Garfield Avenue,Monterey Park,CA,91754,,,,,323-724-0683,echavez@mehermontessori.org,adelamunoz@mehermontessori.org,Montebello Unified,Mr.,John,Page,Executive Director,jpage@mehermontessori.org,Coeducational,Day Only,K,6,22,11,7,9,7,6,7,0,0,0,0,0,0,0,0,69,No,0,11,3,2,3,No,No,No,No,No,Non-religious,,Ms.,Adela,Munoz,Director,,Ms.,Elodia,Chavez,echavez@mehermontessori.org
125656,Los Angeles,19647336136204,Mesivta Birkas Yitzchok,6022 West Pico Boulevard,Los Angeles,CA,90035,,,,,323-937-4748,office@mbyla.org,,Los Angeles Unified,Rabbi,Sholom,Tendler,Head of School,rst@mbyla.org,Boys Only,Residential Boarding Only,9,12,0,0,0,0,0,0,0,0,0,19,18,14,20,0,0,71,Yes,6,4,15,2,0,No,Yes,No,No,Yes,Religious,Jewish,Rabbi,Sholom,Tendler,Head of School,rst@mbyla.org,Rabbi,Sholom,Tendler,rst@mbyla.orgt
126831,Los Angeles,19646837094568,Mesivta of Greater Los Angeles,25115 Mureau Road,Calabasas,CA,91302,,,,,818-876-0550,office@mesivtala.com,,Las Virgenes Unified,Rabbi,Shlomo,Gottesman,Director,rabbig@mesivtala.com,Boys Only,Both,9,12,0,0,0,0,0,0,0,0,0,14,14,13,15,0,4,60,Yes,0,4,10,3,6,No,Yes,Yes,Yes,Yes,Religious,Jewish,Rabbi,Shlomo,Gottesman,Head of School,rabbig@mesivtala.com,Mrs.,Chana,Rubin,mrsr@mesivtala.com
120213,Los Angeles,19647336136121,Milken Community High School,15800 Zeldins' Way,Los Angeles,CA,90049,,,,,310-440-3500,rwrubel@milkenschool.org,,Los Angeles Unified,Dr.,Rennie,Wrubel,Head of School,rwrubel@milkenschool.org,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,84,99,152,121,163,122,0,0,741,Yes,149,96,12,34,33,No,Yes,No,No,Yes,Religious,Jewish,Dr.,Roger,Fuller,Principal,rfuller@milkenschool.org,Ms.,Linda,Riff,lriff@milkenschool.org
126705,Los Angeles,19647336962633,"Mirman School, The",16180 Mulholland Drive,Los Angeles,CA,90049,,,,,310-476-2868,jwest@mirman.org,,Los Angeles Unified,Mr.,David,Royal,Other,droyal@mirman.org,Coeducational,Day Only,1,9,0,32,40,44,43,46,47,40,21,31,0,0,0,0,0,344,No,0,34,15,16,4,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,John,West,Headmaster,jwest@mirman.org,Mrs.,Sheila,Simmons,ssimmons@mirman.org
131144,Los Angeles,19647337103609,Missionette Christian Academy,215 East Hillcrest Boulevard,Inglewood,CA,90301,,,,,310-671-7666,mca@sbcglobal.net,patsango@sbcglobal.net,Los Angeles Unified,Ms.,Patricia,Sango,Administrator,patsango@sbcglobal.net,Coeducational,Day Only,K,8,13,9,4,4,4,1,0,0,0,0,0,0,0,0,0,35,No,0,3,4,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Ms.,Patricia,Sango,Administrator,,Ms.,Patricia,Sango,mcaa@sbcglobal.net
131396,Los Angeles,19734457072325,Molokan Elementary School,16222 East Soriano Drive,Hacienda Heights,CA,91745,,,,,626-336-5958,lusha@molokanes.com,,Hacienda La Puente Unified,Miss,Lusha,Bibayoff,Other,lusha@molokanes.com,Coeducational,Day Only,K,6,5,12,5,4,6,2,5,0,0,0,0,0,0,0,0,39,No,0,5,0,2,7,No,Yes,Yes,Yes,Yes,Religious,Other,Mrs.,Suzanne,Kornoff,Principal,skornoff.mes@gmail.com,Miss,Lusha,Bibayoff,lusha@molokanes.com
117622,Los Angeles,19647336140297,Monarch Christian School,22280 Devonshire Street,Chatsworth,CA,91311,,,,,818-671-7498,admissions@monarchchristianschool.org,mcs@monarchchristianschool.org,Los Angeles Unified,Mrs.,Amanda,Diaz,Head of School,mdiaz@monarchchristianschool.org,Coeducational,Day Only,K,5,7,16,16,14,8,7,0,0,0,0,0,0,0,0,0,68,No,0,5,0,0,3,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mrs.,Amanda,Diaz,Head of School,mdiaz@monarchchristianschool.org,Mrs.,Amanda,Diaz,mdiaz@monarchchristianschool.org
119632,Los Angeles,19648086982300,Montebello Christian,136 So. 7th Street,Montebello,CA,90640,,,,,323-728-4119,officeatmcs@aol.com,,Montebello Unified,Mr.,Ernest,Castro,Principal,officeatmcs@aol.com,Coeducational,Day Only,K,8,5,12,15,16,11,18,18,25,27,0,0,0,0,0,0,147,No,0,8,1,1,13,No,Yes,No,No,Yes,Religious,Baptist,Ms.,Vickie,Martinez,Other,iluv2tch@yahoo.com,Mrs.,Joyce,Skoglund,OfficeatMCS@aol.com
122395,Los Angeles,19647337065097,Montessori Academy of Culver City,5881 Green Valley Circle,Culver City,CA,90230,,,,,310-215-3388,,melanie.desilva25@gmail.com,Los Angeles Unified,Ms.,Delores Melanie,De Silva,Administrator,melanie.desilva25@gmail.com,Coeducational,Day Only,K,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,No,0,1,1,1,0,No,No,No,No,No,Non-religious,,Ms.,Delores Melanie,De Silva,President,melanie.desilva25@gmail.com,Ms.,Delores Melanie,De Silva,
119803,Los Angeles,19734456138994,Montessori Academy of La Puente,846 North Orange Avenue,La Puente,CA,91744,,,,,626-917-3638,iarastu@yahoo.com,,Hacienda la Puente Unified,Mrs.,Ismat,Arastu,Director,iarastu@yahoo.com,Coeducational,Day Only,K,K,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,No,0,0,3,2,0,No,No,No,No,No,Non-religious,,Mrs.,Ismat,Arastu,Director,iarastu@yahoo.com,Mrs.,Mallory,Avalo,
118502,Los Angeles,19650947098932,Montessori Academy of West Covina,1030 East Merced Avenue,West Covina,CA,91790,,,,,626-917-0767,montessoridirect@gmail.com,montessoridirect@yahoo.com,West Covina Unified,Mrs.,Ibel,Badiola-Blas,Director,montessoridirect@yahoo.com,Coeducational,Day Only,K,K,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,No,0,2,3,2,0,No,No,No,No,No,Non-religious,,Mr.,Inayat,Firdosy,President,montessoridirect@gmail.com,Mrs.,Nina,Lares,montessoridirect@gmail.com
128434,Los Angeles,19644516992192,Montessori Children's Academy,7515 Firestone Boulevard,Downey,CA,90241,,,,,562-928-3041,houseofchildren@gmail.com,,Downey Unified,Mrs.,Farangis,Tabrizi,Administrator,feritabrizi@gmail.com,Coeducational,Day Only,K,6,20,12,4,8,4,6,1,0,0,0,0,0,0,0,0,55,No,0,6,0,1,1,No,No,No,No,No,Non-religious,,Mrs.,Luisa,Magana,Director,,Mrs.,Farangis,Tabrizi,houseofchildren@gmail.com
118121,Los Angeles,19647256977797,Montessori Children's House,5550 East Atherton Street,Long Beach,CA,90815,,,,,562-431-8880,mchlongbeach@verizon.net,,Long Beach Unified,Mrs.,Malki,Moonesinghe,Administrator,mchlongbeach@verizon.net,Coeducational,Day Only,K,3,18,10,6,4,0,0,0,0,0,0,0,0,0,0,0,38,No,0,4,0,2,0,No,No,No,No,No,Non-religious,,Mrs.,Jessica,Wadley,Director,,Mrs.,Malki,Moonesinghe,
117181,Los Angeles,19647336917397,Montessori Children's World,4371 Eagle Rock Boulevard,Los Angeles,CA,90041,,,,,323-256-2215,Nilouferpieris@aol.com,,Los Angeles,Miss,Niloufer,Pieris,Administrator,nilouferpieris@aol.com,Coeducational,Day Only,K,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No,0,2,0,1,0,No,No,No,No,No,Non-religious,,Ms.,Niloufer,Pieris,Director,,Miss,Niloufer,Pieris,nilouferpieris@aol.com
132316,Los Angeles,36676946141162,Montessori of Calabasas,4277 Old Topanga Canyon Road,Calabasas,CA,91302,,,,,818-222-0232,info@montessoriofcalabasas.com,,Las Virgines Unified,Ms.,Donna,Esgrow,Administrator,info@montessoriofcalabasas.com,Coeducational,Day Only,K,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,No,0,15,4,2,4,No,No,No,No,No,Non-religious,,Ms.,Dehini,Weeratunga,Principal,,Mr.,Bishan,Seneviratne,bishansene@sbcglobal.net
126926,Los Angeles,19647256139356,Montessori On Elm,930 Elm Avenue,Long Beach,CA,90813,,,,,562-570-8080,info@montessorionelm.com,,Long Beach Unified,Ms.,Cassandra,Wijeyewickrema,Director,info@montessorionelm.com,Coeducational,Day Only,K,4,15,5,4,5,4,0,0,0,0,0,0,0,0,0,0,33,No,0,2,2,1,1,No,No,No,No,No,Non-religious,,Ms.,Cassandra,Wijeyewickrema,Director,info@montessorionelm.com,Ms.,Cassandra,Wijeyewickrema,info@montessorionelm.com
117610,Los Angeles,19646836901276,Montessori School of Agoura,28124 Driver Avenue,Agoura,CA,91301,,,,,818-991-8936,montessorischoolofagoura@msn.com,,Las Virgenes Unified,Ms.,Karen,Kunstler,Director,montessorischoolofagoura@msn.com,Coeducational,Day Only,K,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,No,0,4,4,1,0,No,No,No,No,No,Non-religious,,Ms.,Karen,Kunstler,Director,MontessoriSchoolofAgoura@msn.com,Ms.,Karen,Kunstler,MontessoriSchoolofAgoura@msn.com
131477,Los Angeles,19753336993018,Montessori School of Manhattan Beach,315 South Peck Avenue,Manhattan Beach,CA,90266,,,,,310-379-9462,traci@montessorimb.com,,Manhattan Beach Unified,Mrs.,Traci,Sell,Administrator,traci@montessorimb.com,Coeducational,Day Only,K,2,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,38,No,0,30,3,3,5,No,No,No,No,No,Non-religious,,Mrs.,Traci,Sell,Administrator,traci@montessorimb.com,Mrs.,Karen,Hibble,karen@montessorimb.com
131470,Los Angeles,19753337060692,Montessori School of Manhattan Beach #2,2617 Bell Avenue,Manhattan Beach,CA,90266,,,,,310-545-8104,diane@montessorimb.com,,Manhattan Beach Unified,Ms.,Diane,White,Administrator,diane@montessorimb.com,Coeducational,Day Only,K,K,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,No,0,17,2,1,5,No,No,No,No,No,,,Ms.,Diane,White,Administrator,Diane@montessorimb.com,Ms.,Diane,White,diane@montessorimb.com
130381,Los Angeles,19648326133334,Monticello Preparatory School,24605 Valley Street,Santa Clarita,CA,91321,,,,,661-260-1866,office@monticelloprepschool.com,,Newhall Elementary,Mrs.,Rebecca,Cranert,Other,office@monticelloprepschool.com,Coeducational,Day Only,K,10,6,6,3,3,4,4,3,3,1,0,1,0,0,0,0,34,No,0,1,4,1,2,No,No,No,No,No,Religious,Interdenominational,Mrs.,Rebecca,Cranert,Other,Office@MonticelloPrepSchool.com,Mrs.,Rebecca,Cranert,Office@MonticelloPrepSchool.com
122954,Los Angeles,19645687052194,Montrose Christian Montessori School,2545 Honolulu Avenue,Montrose,CA,91020,,,,,818-249-2319,sharonlee@mcms.us,,Glendale Unified,Mrs.,Sharon,Lee,Administrator,sharonlee@mcms.us,Coeducational,Day Only,K,6,12,13,12,6,7,7,7,0,0,0,0,0,0,0,0,64,No,0,5,2,2,1,No,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Sharon,Lee,Administrator,sharonlee@mcms.us,Mrs.,Sharon,Lee,sharonlee@mcms.us
116867,Los Angeles,19647336200000,Moore's Daycare Preparatory,1700 West 120th Street,Los Angeles,CA,90047,,,,,323-242-9500,lakuita.moore@sbcglobal.net,,Los Angeles Unified,Mrs.,Lakuita,Moore,Director,lakuita.moore@sbcglobal.net,Coeducational,Day Only,K,7,1,3,1,2,4,2,0,0,0,0,0,0,0,0,0,13,No,0,6,2,1,2,Yes,Yes,No,No,Yes,Religious,Baptist,Mrs.,Lakuita,Moore,Executive Director,LAKUITA.MOORE@SBCGLOBAL.NET,Mrs.,LAKUITA,MOORE,LAKUITA.MOORE@SBCGLOBAL.NET
126437,Los Angeles,19649806200695,Moreau Academy,31222 Beach View Estates Drive,Malibu,CA,90265,PO Box 6144,Malibu,CA,90264,424-644-0347,lyncim@aol.com,,Santa Monica-Malibu Unified,Ms.,Lynne,Rachelle,Director,lyncim@aol.com,Coeducational,Day Only,1,12,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,7,Yes,0,1,0,0,0,No,No,No,No,No,Religious,Roman Catholic,Mr.,Michael,Angelo,Principal,LynCim@aol.com,Ms.,Lynne,Rachelle,LynCim@aol.com
