2018-19 Private School Affidavit Data - Schools with Enrollment of Six or More Students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California Department of Education, Teacher and Leader Policy Office (March 21, 2019)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Area Code,Phone Prefix,Phone Suffix,Email,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title ,Adminstrator Email,School Type,School Accomodations,Low Grade,High Grade,Diploma Offered,Low Grade2,High Grade3,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollment,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered4,Graduates 2017-18,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Tax Exempt Not Applicable,Religious Denomination,Religious Classification,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
239878,Kings,16639746970768,Mary Immaculate Queen,884 North Lemoore,Lemoore,CA,93245,no data,no data,no data,no data,559,924,3424,principal@miqschool.com,no data,Lemoore Union Elementary,Ms.,Rachael,Manzo,Principal,principal@miqschool.com,Coeducational,Day Only,K,8,No,4,14,16,17,15,14,18,11,10,16,12,0,0,0,0,0,0,129,No,0,12,3,1,5,Yes,Yes,Yes,no data,no data,CATH,Religious,Rev.,Armando,Ochoa,President,no data,Ms.,Rachael,Manzo,no data
240240,Kings,16638756934046,Armona Union Academy,14435 Locust Street,Armona,CA,93230,PO Box 397,Armona,CA,93202,559,582,5001,rbovee@auaweb.com,rbovee@auaweb.com,Armona Union Elementary,Mr.,Randy,Bovee,Principal,rbovee@auaweb.com,Coeducational,Day Only,K,12,Yes,4,17,10,6,5,10,8,6,11,11,11,9,14,6,11,2,0,120,Yes,11,9,2,1,4,Yes,no data,no data,no data,no data,SDA,Religious,Mr.,Randy,Bovee,Principal,rbovee@auaweb.com,Mr.,Ken,Bullington,kbullington@cccsda.org
244160,Kings,16639746934053,Kings Christian,900 East D Street,Lemoore,CA,93245,no data,LEMOORE,no data,no data,559,924,8301,businessmanager@kingschristian.org,lydiasills@kingschristian.org,Lemoore Union Elementary,Mr.,Kevin,Dalafu,Administrator,principal@kingschristian.org,Coeducational,Day Only,K,12,Yes,4,18,25,13,15,13,24,13,17,16,23,16,17,18,26,0,0,236,Yes,11,14,6,1,14,Yes,no data,no data,no data,no data,INTD,Religious,Mr.,Kevin,Dalafu,Administrator,principal@kingschristian.org,Mrs.,Lydia,Sills,businessmanager@kingschristian.org
251977,Kings,16639906157853,Trinity Education Center,2568 Lemmon Ct,Hanford,CA,93230,no data,no data,no data,no data,559,904,1500,Stephen_corl@sbcglobal.net,no data,Pioneer Union Elementary,Mr.,Stephen,Corl,Principal,Stephen_corl@sbcglobal.net,Coeducational,Day Only,8,12,Yes,13,16,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,22,Yes,0,1,0,0,0,No,No,No,No,Yes,NA,Religious,Mr.,Stephen,Corl,Principal,Stephen_corl@sbcglobal.net,Mrs.,Rebecca,Corl,Stephen_corl@sbcglobal.net
236962,Lake,17640226955322,Zemorah Christian Academy,"9667 Highway 29, Suite 103",Lower Lake,CA,95457,no data,lower lake,no data,95457,707,533,5871,zemorahca@gmail.com,no data,Konocti Unified,Mrs.,Debra,Fiedler,Principal,zemorahca@gmail.com,Coeducational,Day Only,K,12,Yes,5,18,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,6,Yes,0,1,1,1,1,No,No,No,No,Yes,NA,Religious,Mrs.,Debra,Fiedler,Principal,zemorahca@gmail.com,Mrs.,Debra,Fiedler,zemorahca@gmail.com
241239,Lake,17640306134001,Konocti Christian Academy,401 Martin Street,Lakeport,CA,95453,PO Box 1515,Lakeport,CA,95453,707,262,1522,office@kcaeagles.com,no data,Lakeport Unified,Mrs.,Becky,Madison,Principal,office@kcaeagles.com,Coeducational,Day Only,K,8,No,4,14,14,10,10,10,15,10,4,12,4,0,0,0,0,0,0,89,No,0,4,2,1,8,Yes,no data,no data,no data,no data,NA,Religious,Mrs.,Michelle,Scully,President,office@kcaeagles.com,Mrs.,Becky,Madison,office@kcaeagles.com
240912,Lake,17640557092349,Middletown Christian School,20853 Highway 29,Middletown,CA,95461,no data,Middletown,no data,95461,707,987,2556,middletownchristianschool@gmail.com,no data,Middletown Unified,Mrs.,Anna,Mayfield,Administrator,annamayfield@rocketmail.com,Coeducational,Day Only,K,12,Yes,4,18,8,7,5,3,3,3,6,2,4,3,2,3,1,0,0,50,Yes,0,5,1,1,3,Yes,no data,no data,no data,no data,INDP,Religious,Mrs.,Anna,Mayfield,Principal,annamayfield@rocketmail.com,Mrs.,Nikky,Creager,middletownchristianschool@gmail.com
240913,Lake,17640557092349,Middletown Christian School,20853 Highway 29,Middletown,CA,95461,no data,Middletown,no data,95461,707,987,2556,middletownchristianschool@gmail.com,no data,Middletown Unified,Mrs.,Anna,Mayfield,Administrator,annamayfield@rocketmail.com,Coeducational,Day Only,K,12,Yes,4,18,8,7,5,3,3,3,6,2,4,3,2,3,1,0,0,50,Yes,0,5,1,1,3,Yes,no data,no data,no data,no data,INDP,Religious,Mrs.,Anna,Mayfield,Principal,annamayfield@rocketmail.com,Mrs.,Nikky,Creager,middletownchristianschool@gmail.com
240914,Lake,17640557092349,Middletown Christian School,20853 Highway 29,Middletown,CA,95461,no data,Middletown,no data,95461,707,987,2556,middletownchristianschool@gmail.com,no data,Middletown Unified,Mrs.,Anna,Mayfield,Administrator,annamayfield@rocketmail.com,Coeducational,Day Only,K,12,Yes,4,18,8,7,5,3,3,3,6,2,4,3,2,3,1,0,0,50,Yes,0,5,1,1,3,Yes,no data,no data,no data,no data,INDP,Religious,Mrs.,Anna,Mayfield,Principal,annamayfield@rocketmail.com,Mrs.,Nikky,Creager,middletownchristianschool@gmail.com
242591,Lake,17640557035165,Middletown Adventist,21640 Highway 29,Middletown,CA,95461,P.O. Box 1664,Middletown,CA,95461,707,987,9147,cyndee.westenrider@nccsda.com,no data,Middletown Unified,Ms.,Cyndee,Westenrider,Principal,cyndee.westenrider@nccsda.com,Coeducational,Day Only,1,8,No,5,15,0,1,0,0,1,0,1,2,5,0,0,0,0,0,0,10,No,0,1,0,0,0,Yes,no data,no data,no data,no data,SDA,Religious,Ms.,Lynal,Ingham,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
242445,Lake,17640226976054,Clearlake SDA Christian,15150 Davis Street,Clearlake,CA,95422,no data,Clearlake,no data,95422,707,994,6356,clearlakesdaschool@gmail.com,no data,Konocti Unified,Ms.,Darlene,Milholland,Principal,clearlakesdaschool@gmail.com,Coeducational,Day Only,1,8,No,5,15,0,2,2,1,2,3,0,3,0,0,0,0,0,0,0,13,No,0,1,0,0,0,Yes,no data,no data,no data,no data,SDA,Religious,Ms.,Lynal,Ingham,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
242703,Lake,17640306976062,Westlake Seventh-day Adventist,6585 Westlake Road,Lakeport,CA,95453,no data,no data,no data,no data,707,263,4607,vicky.rosaleswery@nccsda.com,no data,Lakeport Unified,Ms.,Vicky,Rosales Wery,Principal,vicky.rosaleswery@nccsda.com,Coeducational,Day Only,1,8,No,4,15,0,0,0,1,1,4,0,2,2,0,0,0,0,0,0,10,No,0,1,0,0,3,Yes,no data,no data,no data,no data,SDA,Religious,Ms.,Lynal,Ingham,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
258089,Lake,17769766158117,Fresh Start Farm Homeschool,1536 Clover Valley rd,Upper Lake,CA,95485,no data,no data,no data,no data,707,621,2182,freshstartfarms1536@gmail.com,no data,Upper Lake Unified,Mrs.,Elizabeth,Yepiz,Head of School,freshstartfarms1536@gmail.com,Coeducational,Day Only,K,8,No,5,14,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,6,No,0,1,0,0,0,No,No,No,No,Yes,DISC,Religious,Mrs.,Elizabeth,Yepiz,Administrator,freshstartfarms1536@gmail.com,Mrs.,Elizabeth,Yepiz,freshstartfarms1536@gmail.com
236925,Los Angeles,19647336936157,Verbum Dei High School,11100 South Central Avenue,Los Angeles,CA,90059,no data,no data,no data,no data,323,564,6651,bodom@verbumdei.us,no data,Los Angeles Unified,Fr.,Stephen,Privett,President,sprivett@verbumdei.us,Boys Only,Day Only,9,12,Yes,13,18,0,0,0,0,0,0,0,0,0,101,86,73,57,0,0,317,Yes,57,22,0,12,21,Yes,no data,no data,no data,no data,CATH,Religious,Dr.,Brandi,Lucas,Other,bodom@verbumdei.us,Mrs.,Patricia,Quinatnilla,pquintanilla@verbumdei.us
236927,Los Angeles,19647336962492,Laurence School,13639 Victory Boulevard,Valley Glen,CA,91401,no data,no data,no data,no data,818,782,4001,sshahmiri@laurenceschool.com,no data,Los Angeles Unified,Ms.,liz,Beck,Director,lbeck@laurenceschool.com,Coeducational,Day Only,K,6,No,5,12,53,50,48,43,49,47,40,0,0,0,0,0,0,0,0,330,No,0,47,3,6,20,Yes,no data,no data,no data,no data,no data,Non-religious,Mrs.,Lauren,Wolke,Head of School,lwolke@laurenceschool.com,Mr.,Shawn,Shahmiri,sshahmiri@laurenceschool.com
237397,Los Angeles,19647337079239,Our Lady of Victory,14024 Bridle Ridge Road,Sylmar,CA,91342,no data,no data,no data,no data,818,364,1394,ayoul44@yahoo.com,no data,Los Angeles Unified,Mr.,Robert,Doyle,Other,ayoul44@yahoo.com,Coeducational,Day Only,K,12,No,5,15,1,1,1,0,1,1,1,1,1,2,1,0,0,0,0,11,No,0,2,1,1,0,No,No,No,No,Yes,no data,Non-religious,Mr.,Robert,Doyle,Other,ayoul44@yahoo.com,Mr.,Robert,Doyle,ayoul44@yahoo.com
237400,Los Angeles,19647337103435,Ivie League Christian Preschool,4416 West Slauson Avenue,Los Angeles,CA,90043,no data,Los Angeles,CA,90043,323,294,4447,theivieleague@aol.com,no data,Los Angeles Unified,Mr.,Christopher,Monteilh,Administrator,theivieleague@aol.com,Coeducational,Day Only,K,12,No,4,18,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,30,No,0,2,1,1,0,Yes,no data,no data,no data,no data,NA,Religious,Mrs.,Mercedes,Hornsby,President,theivieleague@aol.com,Mr.,Christopher,Monteilh,theivieleague@aol.com
237662,Los Angeles,19647337049422,New Horizon School Los Angeles,434 South Vermont Avenue,Los Angeles,CA,90020,no data,Los Angeles,no data,no data,213,480,3145,jhussain@newhorizonla.org,jhussain@newhorizonla.org,Los Angeles Unified,Mrs.,Hira,Ahmed,Administrator,hahmed@newhorizonla.org,Coeducational,Day Only,K,5,No,5,10,12,8,8,9,10,10,0,0,0,0,0,0,0,0,0,57,No,0,9,5,2,2,Yes,no data,no data,no data,no data,ISLM,Religious,Mrs.,Jolanda,Hussain,Head of School,jhussain@newhorizonla.org,Mrs.,Hira,Ahmed,hahmed@newhorizonla.org
237079,Los Angeles,19645686204879,Robbin's Nest Preschool and Kindergarten,2912 Honolulu Avenue,La Crescenta,CA,91214,no data,no data,no data,no data,818,248,7324,robnestsch@aol.com,no data,Glendale Unified,Mrs.,Michelle,Kurtz,Administrator,robnestsch@aol.com,Coeducational,Day Only,K,K,No,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,No,0,1,0,1,0,No,No,No,No,Yes,no data,Non-religious,Ms.,Rosalie,Lukban,Director,robnestsch@aol.com,Ms.,Rosalie,Lukban,robnestsch@aol.com
237100,Los Angeles,19643376133847,Scholars Preparatory School,1001 South Glenoaks Boulevard,Burbank,CA,91502,no data,no data,no data,no data,818,242,3344,agrigoryan@scholarsprepschool.com,no data,Burbank Unified,Dr.,Anna,Grigoryan,Principal,agrigoryan@scholarsprepschool.com,Coeducational,Day Only,K,12,Yes,5,18,21,10,8,6,4,4,3,4,5,4,2,3,2,4,0,80,Yes,0,3,4,2,2,No,No,No,No,Yes,no data,Non-religious,Dr.,Anna,Grigoryan,Principal,agrigoryan@scholarsprepschool.com,Dr.,Anna,Grigoryan,agrigoryan@scholarsprepschool.com
237415,Los Angeles,19647336934707,Dubnoff Center for Child Development,15314 Rayen Street,North Hills,CA,91343,no data,no data,no data,no data,818,893,4750,shawn.welch@valleyhs.com,shawn.welch@dubnoffschool.com,Los Angeles Unified,Mr.,Shawn,Welch,Director,shawn.welch@dubnoffschool.com,Coeducational,Day Only,6,12,Yes,13,20,0,0,0,0,0,0,0,0,4,6,8,17,17,0,0,52,Yes,2,7,1,1,11,No,No,No,No,Yes,no data,Non-religious,Mr.,Ray,Ricahrd,Executive Director,ray.richard@valleyhs.com,Ms.,Ann,Dumilon,ann.dumilon@valleyhs.com
237668,Los Angeles,19644446934715,ECF Kayne Eras Center,5350 Machado Road,Culver City,CA,90230,no data,no data,no data,no data,310,737,9393,no data,no data,Culver City Unified,Mr.,George,Woods,Director,gwoods@ecf.net,Coeducational,Day Only,K,12,No,7,22,0,0,0,6,6,11,11,16,17,11,20,5,7,0,0,110,No,15,13,0,5,120,Yes,no data,no data,no data,no data,no data,Non-religious,Mr.,George,Woods,Director,gwoods@ecf.net,Ms.,iris,salinas,isalinas@ecf.net
237672,Los Angeles,19646596935894,St. Francis High School,200 Foothill Boulevard,La Canada,CA,91011,no data,no data,no data,no data,818,790,0325,webmaster@sfhs.net,dcstitleprograms@la-archdiocese.org,La Canada Unified,Fr.,Antonio,Marti,President,martit@sfhs.net,Boys Only,Day Only,9,12,Yes,13,19,0,0,0,0,0,0,0,0,0,170,195,173,144,0,0,682,Yes,0,46,9,9,24,Yes,no data,no data,no data,no data,CATH,Religious,Mr.,Thomas,Moran,Principal,morant@sfhs.net,Mrs.,Betty,Dowling,dowlingb@sfhs.net
237673,Los Angeles,19753417017650,Valor Christian Academy,525 Earle Lane,Redondo Beach,CA,90278,525 Earle Lane,Redondo Beach,CA,90278,310,798,5181,scoons@valorca.org,scoons@valorca.org,Redondo Beach Unified,Mr.,Jonathan,Fast,Head of School,jfast@valorca.org,Coeducational,Day Only,K,8,No,4,14,34,26,19,26,18,12,20,17,26,0,0,0,0,0,0,198,No,0,13,1,4,7,Yes,no data,no data,no data,no data,NA,Religious,Mr.,Jonathan,Fast,Head of School,jfast@valorca.org,Mr.,Sean,Coons,scoons@valorca.org
236938,Los Angeles,19647336963300,St. Agnes Parish School,1428 West Adams Boulevard,Los Angeles,CA,90007,no data,no data,no data,no data,323,734,6441,K.Dempsey@la-archdiocese.org,MVizcaino@la-archdiocese.org,Los Angeles Unified,Mr.,Kevin,Dempsey,Principal,k.dempsey@la-archdiocese.org,Coeducational,Day Only,K,8,No,4,13,36,21,20,27,29,30,17,19,21,0,0,0,0,0,0,220,No,0,10,0,1,9,Yes,No,no data,no data,no data,CATH,no data,Fr.,David,Matz,Other,k.dempsey@la-archdiocese.org,Mr.,Kevin,Dempsey,k.dempsey@la-archdiocese.org
236940,Los Angeles,19647256964191,St. Lucy School,2320 Cota Avenue,Long Beach,CA,90810,no data,no data,no data,no data,562,424,9062,principal@stlucyschoollb.org,no data,Long Beach Unified,Ms.,Angelica,Izquierdo,Principal,principal@stlucyschoollb.org,Coeducational,Day Only,K,8,No,4,14,19,26,21,18,9,21,19,16,16,0,0,0,0,0,0,165,No,0,10,1,1,6,Yes,no data,no data,no data,no data,CATH,Religious,Ms.,Angelica,Izquierdo,Principal,principal@stlucyschoollb.org,Ms.,Angelica,Izquierdo,principal@stlucyschoollb.org
237131,Los Angeles,19647336149744,Ad Astra School,Jack Northrop Avenue,Hawthorne,CA,90250,no data,Los Angeles,no data,90049,213,444,6277,admin@adastraschool.org,no data,Hawthorne,Mr.,Dan,Lakis,Administrator,admin@adastraschool.org,Coeducational,Day Only,2,8,No,8,14,0,0,1,3,2,10,11,12,8,0,0,0,0,0,0,47,No,0,4,5,0,0,Yes,no data,no data,no data,no data,no data,Non-religious,Mr.,Joshua,Dahn,Head of School,no data,Mr.,Dan,Lakis,no data
237145,Los Angeles,19648406960793,Beatitudes of our Lord Elementary,13021 South Santa Gertrudes Avenue,La Mirada,CA,90638,no data,no data,no data,no data,562,943,3218,office@bolschool.org,DCSTitlePrograms@la-archdiocese.org,Norwalk-La Mirada Unified,Mr.,Andre,Villegas,Principal,avillegas@la-archdiocese.org,Coeducational,Day Only,K,8,No,4,14,30,29,25,23,24,19,22,27,26,0,0,0,0,0,0,225,No,0,11,3,2,12,Yes,no data,no data,no data,no data,CATH,Religious,Mr.,Andre,Villegas,Principal,avillegas@la-archdiocese.org,Mr.,Andre,Villegas,avillegas@la-archdiocese.org
236942,Los Angeles,19645927096860,Al-Huda Islamic School,12227 Hawthorne Way,Hawthorne,CA,90250,no data,Hawthorne,no data,90250,310,973,0500,alhudaoffice1@gmail.com,no data,Hawthorne,Mrs.,Suhair,Mudallal,Principal,principal.alhuda1@gmail.com,Coeducational,Day Only,K,8,No,4,13,12,25,19,13,21,19,17,13,9,0,0,0,0,0,0,148,No,0,11,6,2,2,Yes,no data,no data,no data,no data,no data,no data,Mrs.,Suhair,Mudallal,Principal,alhudaoffice1@gmail.com,Ms.,Fatimah,Kurdy,alhudaoffice1@gmail.com
236943,Los Angeles,19647337024318,"Oaks, The",6817 Franklin Avenue,Los Angeles,CA,90028,no data,no data,no data,no data,323,850,3755,ted@oaksschool.org,rocio@oaksschool.org,Los Angeles Unified,Mr.,Theodore,Hamory,Head of School,ted@oaksschool.org,Coeducational,Day Only,K,6,No,5,12,23,22,24,22,22,22,22,0,0,0,0,0,0,0,0,157,No,0,21,2,4,5,Yes,no data,no data,no data,no data,no data,Non-religious,Mrs.,Patty,Word,Administrator,patty@oaksschool.org,Mrs.,Patty,Word,patty@oaksschool.org
236944,Los Angeles,19647336964472,St. Paul's First Lutheran School,11330 McCormick Street,North Hollywood,CA,91601,no data,North Hollywood,no data,91601,818,763,2892,principal@stpaulsfirst.org,no data,Los Angeles Unified,Mr.,Rendy,Koeppel,Principal,principal@stpaulsfirst.org,Coeducational,Day Only,K,8,No,4,14,10,17,15,11,10,11,9,12,12,0,0,0,0,0,0,107,No,0,11,0,1,3,Yes,no data,no data,no data,no data,LUTH,Religious,Mr.,Rendy,Koeppel,Principal,principal@stpaulsfirst.org,Mr.,Rendy,Koeppel,principal@stpaulsfirst.org
236946,Los Angeles,19644516935951,St. Pius X St. Matthias Academy,7851 Gardendale Street,Downey,CA,90242,no data,no data,no data,no data,562,861,2271,vzozaya@piusmatthias.org,no data,Downey Unified,Mr.,Moises,Delgado,Administrator,mdelgado@piusmatthias.org,Coeducational,Day Only,9,12,Yes,13,18,0,0,0,0,0,0,0,0,0,114,95,111,71,0,0,391,Yes,92,22,0,8,7,Yes,no data,no data,no data,no data,CATH,Religious,Mrs.,veronica,Zozaya,Principal,vzozaya@piusmatthias.org,Ms.,Veronica,Romero,vromero@piusmatthias.org
237155,Los Angeles,19648816962625,Mayfield Junior School,405 South Euclid Avenue,Pasadena,CA,91101,no data,no data,no data,no data,626,796,2774,ksweeney@mayfieldjs.org,no data,Pasadena Unified,Mrs.,Kathryn,Sweeney,Administrator,ksweeney@mayfieldjs.org,Coeducational,Day Only,K,8,No,5,14,56,55,53,58,57,59,54,63,62,0,0,0,0,0,0,517,No,0,45,1,9,44,Yes,No,no data,no data,no data,CATH,Religious,Mr.,Joseph,Gill,Headmaster,jgill@mayfieldjs.org,Mrs.,Kathryn,Sweeney,ksweeney@mayfieldjs.org
237442,Los Angeles,19650606983076,South Bay Junior Academy,4400 Del Amo Boulevard,Torrance,CA,90503,no data,no data,no data,no data,310,370,6215,svlach@sbja.com,no data,Torrance Unified,Mrs.,Susan,Vlach,Principal,svlach@sbja.com,Coeducational,Day Only,K,8,No,4,14,7,20,18,15,12,18,17,12,21,0,0,0,0,0,0,140,No,0,9,2,1,5,Yes,no data,no data,no data,no data,SDA,Religious,Mrs.,Harold,Crook,Superintendent,crookscce@gmail.com,Miss,Jamie,Walker,jwalker@sccsda.org
237185,Los Angeles,19752916982912,San Gabriel Mission Elementary,416 South Mission Drive,San Gabriel,CA,91776,no data,no data,no data,no data,626,281,2454,egarcia@sgmission.org,no data,San Gabriel Unified,Mrs.,Eva,Garcia,Principal,egarcia@sgmission.org,Coeducational,Day Only,K,8,No,4,14,9,22,25,16,22,18,23,17,18,0,0,0,0,0,0,170,No,0,13,2,1,5,Yes,no data,no data,no data,no data,CATH,Religious,Mrs.,Eva,Garcia,Principal,no data,Mrs.,Eva,Garcia,no data
236947,Los Angeles,19648816997548,"Gooden School, The",192 North Baldwin Avenue,Sierra Madre,CA,91024,no data,no data,no data,no data,626,355,2410,cparke@goodenschool.org,no data,Pasadena Unified,Mr.,C. Brian,Mathess,Other,bmathess@goodenschool.org,Coeducational,Day Only,K,8,No,4,13,21,20,20,12,17,18,24,23,27,0,0,0,0,0,0,182,No,0,15,2,6,12,Yes,no data,no data,no data,no data,EPIS,Religious,Mr.,Carl,Parke,Head of School,cparke@goodenschool.org,Mr.,C. Brian,Mathess,bmathess@goodenschool.org
236950,Los Angeles,19647336988554,Westchester Lutheran School,7831 South Sepulveda Boulevard,Los Angeles,CA,90045,no data,no data,no data,no data,310,670,5422,eingistov@wlcs.org,eingistov@wlcs.org,Los Angeles Unified,Mrs.,Emily,Ingistov,Head of School,eingistov@wlcs.org,Coeducational,Day Only,K,8,No,4,14,21,20,12,26,17,37,32,28,33,0,0,0,0,9,0,235,No,0,18,1,1,15,Yes,no data,no data,no data,no data,LUTH,Religious,Mrs.,Emily,Ingistov,Head of School,eingistov@wlcs.org,Mrs.,Emily,Ingistov,eingistov@wlcs.org
236951,Los Angeles,19645767037252,Foothill Christian,242 West Baseline Road,Glendora,CA,91740,no data,Glendora,no data,91740,626,914,1849,rgutzwiller@foothillchristian.org,no data,Glendora Unified,Mr.,Robert,Gutzwiller,Head of School,rgutzwiller@foothillchristian.org,Coeducational,Day Only,K,8,No,4,13,73,47,52,50,39,33,49,45,45,0,0,0,0,0,0,433,No,0,25,4,2,6,Yes,no data,no data,no data,no data,INDP,Religious,Miss,Linda,Thompson,Principal,lthompson@foothillchristian.org,Mrs.,Araceli,Magro,no data
237453,Los Angeles,19647336964613,Saint Sebastian School,1430 Federal Avenue,Los Angeles,CA,90025,1430 Federal Ave,Los Angeles,CA,90052,310,473,3337,principal@saintsebastianschool.com,no data,Los Angeles Unified,Mrs.,Patricia,Harty,Principal,principal@saintsebastianschool.com,Coeducational,Day Only,K,8,No,4,13,15,12,10,9,8,2,13,7,9,0,0,0,0,0,0,85,No,0,6,1,2,4,Yes,no data,no data,no data,no data,CATH,Religious,Mrs.,Patricia,Harty,Principal,principal@saintsebastianschool.com,Mrs.,Patricia,Harty,principal@saintsebastianschool.com
237194,Los Angeles,19649806133961,Pacifica Christian High School,1730 Wilshire Boulevard,Santa Monica,CA,90403,no data,no data,no data,no data,310,828,7015,jcrawford@pacificachristian.org,jknight@pacificachristian.org,Santa Monica-Malibu Unified,Mr.,Jim,Knight,Head of School,jknight@pacificachristian.org,Coeducational,Day Only,9,12,No,13,19,0,0,0,0,0,0,0,0,0,67,49,53,64,0,0,233,No,60,12,5,12,20,Yes,no data,no data,no data,no data,NA,Religious,Mrs.,Joan,Crawford,Principal,jcrawford@pacificachristian.org,Mrs.,Joan,Crawford,jcrawford@pacificachristian.org
237208,Los Angeles,19647336936165,Village Christian Schools,8930 Village Avenue,Sun Valley,CA,91352,no data,no data,no data,no data,818,767,8382,tomk@villagechristian.org,no data,Los Angeles Unified,Mr.,Tom,Konjoyan,Head of School,tomk@villagechristian.org,Coeducational,Day Only,K,12,Yes,4,19,61,38,58,52,55,74,79,89,123,120,106,117,133,0,0,1105,Yes,85,66,12,14,83,Yes,no data,no data,no data,no data,NA,Religious,Mr.,David,Bethany,President,dbethany@bethcobuilders.com,Mr.,Tom,Konjoyan,tomk@villagechristian.org
237707,Los Angeles,19642796963813,St. Frances of Rome Elementary,734 North Pasadena Avenue,Azusa,CA,91702,no data,no data,no data,no data,626,334,2018,principal@sfrchurch.org,no data,Azusa Unified,Mrs.,Janice,Mendez,President,principal@sfrchurch.org,Coeducational,Day Only,K,8,No,5,13,12,16,15,15,13,20,19,15,21,0,0,0,0,0,0,146,No,0,8,3,1,3,Yes,no data,no data,no data,no data,CATH,Religious,Mrs.,Janice,Mendez,Principal,no data,Mrs.,Janice,Mendez,principal@sfrchruch.org
237719,Los Angeles,19645686934954,Holy Family High School,400 East Lomita Avenue,Glendale,CA,91205,no data,no data,no data,no data,818,241,3178,jreiken@hfhsglendale.org,no data,Glendale Unified,Dr.,Joe,Reiken,Head of School,jreiken@hfhsglendale.org,Girls Only,Day Only,9,12,Yes,14,18,0,0,0,0,0,0,0,0,0,34,28,21,33,0,0,116,Yes,43,10,4,3,3,Yes,no data,no data,no data,no data,CATH,Religious,Dr.,Joe,Reiken,Head of School,jreiken@hfhsglendale.org,Dr.,Joe,Reiken,jreiken@hfhsglendale.org
236956,Los Angeles,19647336912851,Gan Israel Hebrew,18181 Burbank Blvd.,Tarzana,CA,91356,no data,no data,no data,no data,818,758,3838,ganisraelnews@gmail.com,no data,Los Angeles Unified,Mrs.,Renee,Hutchings,Director,ganisraelnews@gmail.com,Coeducational,Day Only,K,K,No,4,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,No,0,3,1,2,0,Yes,no data,no data,no data,no data,JWSH,Religious,Rabbi,Mayer,Greene,Director,ganisraelnews@gmail.com,Mrs.,Farnoush,Hakimipour,ganisraelnews@gmail.com
236961,Los Angeles,19647336962898,Our Lady of Lourdes,18437 Superior Street,Northridge,CA,91325,no data,no data,no data,no data,818,349,0245,kbrough@ollnr.org,no data,Los Angeles Unified,Mr.,Kris,Brough,Principal,kbrough@ollnr.org,Coeducational,Day Only,K,8,No,5,14,25,28,26,26,32,19,32,28,33,0,0,0,0,0,0,249,No,0,13,1,2,10,Yes,no data,no data,no data,no data,CATH,Religious,Mr.,Kris,Brough,Principal,kbrough@ollnr.org,Mr.,Kris,Brough,kbrough@ollnr.org
237723,Los Angeles,19649806150270,Sycamore School,3504 Las Flores Canyon Road,Malibu,CA,90265,no data,no data,no data,no data,310,456,1980,cdurham@sycamore-school.org,no data,Santa Monica-Malibu Unified,Mrs.,Christy,Durham,Head of School,cdurham@sycamore-school.org,Coeducational,Day Only,K,5,No,5,11,6,3,7,5,12,9,0,0,0,0,0,0,0,0,0,42,No,0,6,0,3,3,Yes,no data,no data,no data,no data,no data,Non-religious,Mr.,Tedd,Wakeman,Administrator,twakeman@sycamore-school.org,Mrs.,Christy,Durham,no data
